"##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc"								
##Statistical test method: hypergeometric test / Fisher's exact test								
##FDR correction method: Benjamini and Hochberg								
								
#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
superpathway of melatonin degradation	BioCyc	PWY-6402	1	12	0.274356835	0.342212731	MAOA	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-6402
purine deoxyribonucleosides salvage	BioCyc	PWY-7224	1	12	0.274356835	0.342212731	NME3	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7224
"cholesterol biosynthesis II (via 24,25-dihydrolanosterol)"	BioCyc	PWY66-3	1	12	0.274356835	0.342212731	DHCR24	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-3
UTP and CTP de novo biosynthesis	BioCyc	PWY-7176	1	12	0.274356835	0.342212731	NME3	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7176
cholesterol biosynthesis I	BioCyc	PWY66-341	1	12	0.274356835	0.342212731	DHCR24	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-341
Bile secretion	KEGG PATHWAY	hsa04976	3	72	0.276050586	0.344080147	ADCY8|RXRA|ADCY3	http://www.genome.jp/kegg-bin/show_pathway?hsa04976/hsa:109%09red/hsa:6256%09red/hsa:114%09red
Diseases associated with glycosaminoglycan metabolism	Reactome	R-HSA-3560782	2	41	0.281961954	0.351198164	AGRN|EXT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3560782
Transport of inorganic cations/anions and amino acids/oligopeptides	Reactome	R-HSA-425393	4	107	0.285947903	0.355909553	SLC9A5|SIT1|SLC9A2|SLC38A2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-425393
Porphyrin and chlorophyll metabolism	KEGG PATHWAY	hsa00860	2	42	0.291025312	0.357393817	EPRS|UROS	http://www.genome.jp/kegg-bin/show_pathway?hsa00860/hsa:7390%09red/hsa:2058%09red
Tryptophan metabolism	KEGG PATHWAY	hsa00380	2	42	0.291025312	0.357393817	DLST|MAOA	http://www.genome.jp/kegg-bin/show_pathway?hsa00380/hsa:1743%09red/hsa:4128%09red
NCAM1 interactions	Reactome	R-HSA-419037	2	42	0.291025312	0.357393817	AGRN|CACNA1G	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-419037
tRNA modification in the nucleus and cytosol	Reactome	R-HSA-6782315	2	42	0.291025312	0.357393817	EPRS|OSGEP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6782315
Bile acid and bile salt metabolism	Reactome	R-HSA-194068	2	42	0.291025312	0.357393817	NCOA1|RXRA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-194068
Autophagy	Reactome	R-HSA-9612973	4	108	0.291400107	0.357393817	DLC1|CHMP4B|CHMP4C|TSC2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9612973
De novo pyrimidine deoxyribonucleotide biosynthesis	PANTHER	P02739	1	13	0.292041805	0.357393817	NME3	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P02739
Non-homologous end-joining	KEGG PATHWAY	hsa03450	1	13	0.292041805	0.357393817	XRCC6	http://www.genome.jp/kegg-bin/show_pathway?hsa03450/hsa:2547%09red
Cytochrome c-mediated apoptotic response	Reactome	R-HSA-111461	1	13	0.292041805	0.357393817	MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111461
SHC1 events in EGFR signaling	Reactome	R-HSA-180336	1	13	0.292041805	0.357393817	SHC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-180336
DCC mediated attractive signaling	Reactome	R-HSA-418885	1	13	0.292041805	0.357393817	SRC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418885
Glutamate and glutamine metabolism	Reactome	R-HSA-8964539	1	13	0.292041805	0.357393817	GLS2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8964539
"WNT5A-dependent internalization of FZD2, FZD5 and ROR2"	Reactome	R-HSA-5140745	1	13	0.292041805	0.357393817	CLTA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5140745
Creation of C4 and C2 activators	Reactome	R-HSA-166786	1	13	0.292041805	0.357393817	MBL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166786
Erythrocytes take up carbon dioxide and release oxygen	Reactome	R-HSA-1237044	1	13	0.292041805	0.357393817	CYB5R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1237044
O2/CO2 exchange in erythrocytes	Reactome	R-HSA-1480926	1	13	0.292041805	0.357393817	CYB5R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1480926
Passive transport by Aquaporins	Reactome	R-HSA-432047	1	13	0.292041805	0.357393817	AQP5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-432047
Signaling by Activin	Reactome	R-HSA-1502540	1	13	0.292041805	0.357393817	FSTL3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1502540
IRF3-mediated induction of type I IFN	Reactome	R-HSA-3270619	1	13	0.292041805	0.357393817	XRCC6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3270619
"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)"	Reactome	R-HSA-400511	1	13	0.292041805	0.357393817	DPP4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-400511
Dissolution of Fibrin Clot	Reactome	R-HSA-75205	1	13	0.292041805	0.357393817	PLAUR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75205
BMP Signalling Pathway	BioCyc	PWY66-11	1	13	0.292041805	0.357393817	SKI	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-11
"D-myo-inositol (1,4,5)-trisphosphate degradation"	BioCyc	PWY-6363	1	13	0.292041805	0.357393817	INPP5K	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-6363
icosapentaenoate biosynthesis II (metazoa)	BioCyc	PWY-7049	1	13	0.292041805	0.357393817	ACSL3	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7049
Biosynthesis of amino acids	KEGG PATHWAY	hsa01230	3	75	0.295995071	0.361978598	ALDOB|SHMT2|PGAM1	http://www.genome.jp/kegg-bin/show_pathway?hsa01230/hsa:441531%09red/hsa:6472%09red/hsa:229%09red
Beta2 adrenergic receptor signaling pathway	PANTHER	P04378	2	43	0.300073708	0.366710187	ADRB2|PRKAR2B	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P04378
Metabolism of carbohydrates	Reactome	R-HSA-71387	9	288	0.300475078	0.366944443	EXT1|PPP2CA|HYAL2|G6PD|PGLS|AGRN|TPR|PPP2R5D|ALDOB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-71387
O-linked glycosylation	Reactome	R-HSA-5173105	4	111	0.307834003	0.374633033	MUC1|GALNT12|GALNT10|GALNT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5173105
5HT1 type receptor mediated signaling pathway	PANTHER	P04373	2	44	0.309102496	0.374633033	PRKAR2B|GNG11	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P04373
Intra-Golgi traffic	Reactome	R-HSA-6811438	2	44	0.309102496	0.374633033	CYTH1|CYTH3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6811438
Attenuation phase	Reactome	R-HSA-3371568	1	14	0.309296195	0.374633033	CREBBP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3371568
"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases"	Reactome	R-HSA-8849471	1	14	0.309296195	0.374633033	CRK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8849471
Response to metal ions	Reactome	R-HSA-5660526	1	14	0.309296195	0.374633033	MT2A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5660526
Retrograde neurotrophin signalling	Reactome	R-HSA-177504	1	14	0.309296195	0.374633033	CLTA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-177504
Import of palmitoyl-CoA into the mitochondrial matrix	Reactome	R-HSA-200425	1	14	0.309296195	0.374633033	RXRA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-200425
InlB-mediated entry of Listeria monocytogenes into host cell	Reactome	R-HSA-8875360	1	14	0.309296195	0.374633033	SH3GL1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8875360
gamma-linolenate biosynthesis	BioCyc	PWY-6000	1	14	0.309296195	0.374633033	ACSL3	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-6000
Protein ubiquitination	Reactome	R-HSA-8852135	3	77	0.309339848	0.374633033	VCP|WAC|UBE2D3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8852135
Meiotic synapsis	Reactome	R-HSA-1221632	3	77	0.309339848	0.374633033	UBE2I|BRCA1|H2AFX	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1221632
Major pathway of rRNA processing in the nucleolus and cytosol	Reactome	R-HSA-6791226	6	183	0.314024848	0.380043903	DDX21|MPP6|UTP14A|CSNK1D|EMG1|NIP7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6791226
Synaptic vesicle cycle	KEGG PATHWAY	hsa04721	3	78	0.316020124	0.382194345	SLC6A3|CLTA|ATP6V1E1	http://www.genome.jp/kegg-bin/show_pathway?hsa04721/hsa:1211%09red/hsa:6531%09red/hsa:529%09red
Drug metabolism - other enzymes	KEGG PATHWAY	hsa00983	3	79	0.322702821	0.390006863	NME3|IMPDH2|TK1	http://www.genome.jp/kegg-bin/show_pathway?hsa00983/hsa:7083%09red/hsa:4832%09red/hsa:3615%09red
Plasminogen activating cascade	PANTHER	P00050	1	15	0.326130479	0.391446048	PLAUR	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00050
mRNA decay by 5' to 3' exoribonuclease	Reactome	R-HSA-430039	1	15	0.326130479	0.391446048	EDC3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-430039
WNT5A-dependent internalization of FZD4	Reactome	R-HSA-5099900	1	15	0.326130479	0.391446048	CLTA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5099900
The NLRP3 inflammasome	Reactome	R-HSA-844456	1	15	0.326130479	0.391446048	NFKB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-844456
Constitutive Signaling by NOTCH1 HD Domain Mutants	Reactome	R-HSA-2691232	1	15	0.326130479	0.391446048	ADAM17	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2691232
Apoptotic factor-mediated response	Reactome	R-HSA-111471	1	15	0.326130479	0.391446048	MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111471
Platelet Adhesion to exposed collagen	Reactome	R-HSA-75892	1	15	0.326130479	0.391446048	FYN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75892
Signaling by NOTCH1 HD Domain Mutants in Cancer	Reactome	R-HSA-2691230	1	15	0.326130479	0.391446048	ADAM17	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2691230
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	Reactome	R-HSA-2162123	1	15	0.326130479	0.391446048	PTGS2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2162123
fatty acid activation	BioCyc	PWY-5143	1	15	0.326130479	0.391446048	ACSL3	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-5143
TBC/RABGAPs	Reactome	R-HSA-8854214	2	46	0.327083826	0.392321245	RAB8B|TSC2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8854214
Thiamine metabolism	KEGG PATHWAY	hsa00730	1	16	0.342554875	0.407803423	AK1	http://www.genome.jp/kegg-bin/show_pathway?hsa00730/hsa:203%09red
Elevation of cytosolic Ca2+ levels	Reactome	R-HSA-139853	1	16	0.342554875	0.407803423	P2RX4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-139853
Assembly Of The HIV Virion	Reactome	R-HSA-175474	1	16	0.342554875	0.407803423	PPIA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-175474
Regulation of pyruvate dehydrogenase (PDH) complex	Reactome	R-HSA-204174	1	16	0.342554875	0.407803423	RXRA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-204174
CRMPs in Sema3A signaling	Reactome	R-HSA-399956	1	16	0.342554875	0.407803423	FYN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-399956
Biosynthesis of DHA-derived SPMs	Reactome	R-HSA-9018677	1	16	0.342554875	0.407803423	PTGS2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9018677
Metabolism of folate and pterines	Reactome	R-HSA-196757	1	16	0.342554875	0.407803423	SHMT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-196757
Metabolism of porphyrins	Reactome	R-HSA-189445	1	16	0.342554875	0.407803423	UROS	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-189445
Sema3A PAK dependent Axon repulsion	Reactome	R-HSA-399954	1	16	0.342554875	0.407803423	FYN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-399954
arachidonate biosynthesis III (metazoa)	BioCyc	PWY-7592	1	16	0.342554875	0.407803423	ACSL3	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7592
dolichyl-diphosphooligosaccharide biosynthesis	BioCyc	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	1	16	0.342554875	0.407803423	RPN1	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS
DNA Damage Bypass	Reactome	R-HSA-73893	2	48	0.34493667	0.410359737	VCP|TRIM25	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73893
GPCR ligand binding	Reactome	R-HSA-500792	13	454	0.351957901	0.417913557	AVPR1B|AVPR1A|CD55|FZD9|AVPR2|GNG11|WNT4|ADRB2|WNT2|GRM5|CXCL12|WNT7A|GRM2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-500792
Cap-dependent Translation Initiation	Reactome	R-HSA-72737	4	119	0.352002619	0.417913557	EIF3I|EIF3B|EIF2S1|EIF2B3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72737
Eukaryotic Translation Initiation	Reactome	R-HSA-72613	4	119	0.352002619	0.417913557	EIF3I|EIF3B|EIF2S1|EIF2B3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72613
rRNA processing in the nucleus and cytosol	Reactome	R-HSA-8868773	6	193	0.357033919	0.422283896	DDX21|MPP6|UTP14A|CSNK1D|EMG1|NIP7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8868773
5-Hydroxytryptamine degredation	PANTHER	P04372	1	17	0.358579354	0.422283896	MAOA	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P04372
Selenocompound metabolism	KEGG PATHWAY	hsa00450	1	17	0.358579354	0.422283896	TXNRD2	http://www.genome.jp/kegg-bin/show_pathway?hsa00450/hsa:10587%09red
Norepinephrine Neurotransmitter Release Cycle	Reactome	R-HSA-181430	1	17	0.358579354	0.422283896	MAOA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-181430
Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC)	Reactome	R-HSA-5083625	1	17	0.358579354	0.422283896	MUC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5083625
"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA"	Reactome	R-HSA-450513	1	17	0.358579354	0.422283896	ZFP36	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450513
TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	Reactome	R-HSA-5676594	1	17	0.358579354	0.422283896	BIRC2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5676594
Vitamin B5 (pantothenate) metabolism	Reactome	R-HSA-199220	1	17	0.358579354	0.422283896	AASDHPPT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199220
Hyaluronan metabolism	Reactome	R-HSA-2142845	1	17	0.358579354	0.422283896	HYAL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2142845
Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA	Reactome	R-HSA-450385	1	17	0.358579354	0.422283896	AKT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450385
Endocrine and other factor-regulated calcium reabsorption	KEGG PATHWAY	hsa04961	2	50	0.362631752	0.426769042	CLTA|KL	http://www.genome.jp/kegg-bin/show_pathway?hsa04961/hsa:9365%09red/hsa:1211%09red
Sphingolipid metabolism	Reactome	R-HSA-428157	3	86	0.36938217	0.434421234	SPHK2|PRKD1|FA2H	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-428157
@@Sphingolipid metabolism	KEGG PATHWAY	hsa00600	1	47	0.694141781	0.716242993	SPHK2	http://www.genome.jp/kegg-bin/show_pathway?hsa00600/hsa:56848%09red
Lysosome	KEGG PATHWAY	hsa04142	4	123	0.374131761	0.438042726	LAPTM5|CLTA|LITAF|MCOLN1	http://www.genome.jp/kegg-bin/show_pathway?hsa04142/hsa:57192%09red/hsa:9516%09red/hsa:7805%09red/hsa:1211%09red
Axon guidance mediated by Slit/Robo	PANTHER	P00008	1	18	0.374213643	0.438042726	CXCL12	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00008
Translocation of ZAP-70 to Immunological synapse	Reactome	R-HSA-202430	1	18	0.374213643	0.438042726	ZAP70	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202430
Defective C1GALT1C1 causes Tn polyagglutination syndrome (TNPS)	Reactome	R-HSA-5083632	1	18	0.374213643	0.438042726	MUC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5083632
"Synthesis, secretion, and deacylation of Ghrelin"	Reactome	R-HSA-422085	1	18	0.374213643	0.438042726	PLA2G7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-422085
Biosynthesis of specialized proresolving mediators (SPMs)	Reactome	R-HSA-9018678	1	18	0.374213643	0.438042726	PTGS2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9018678
Activation of SMO	Reactome	R-HSA-5635838	1	18	0.374213643	0.438042726	ARRB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5635838
Mitochondrial translation initiation	Reactome	R-HSA-5368286	3	87	0.376014022	0.439268718	AURKAIP1|MRPS26|MRPL38	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5368286
Mitochondrial translation elongation	Reactome	R-HSA-5389840	3	87	0.376014022	0.439268718	AURKAIP1|MRPS26|MRPL38	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5389840
Mitochondrial translation termination	Reactome	R-HSA-5419276	3	87	0.376014022	0.439268718	AURKAIP1|MRPS26|MRPL38	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5419276
Autoimmune thyroid disease	KEGG PATHWAY	hsa05320	2	53	0.388822128	0.450474329	FAS|CD40	http://www.genome.jp/kegg-bin/show_pathway?hsa05320/hsa:355%09red/hsa:958%09red
Axon guidance mediated by semaphorins	PANTHER	P00007	1	19	0.389467235	0.450474329	FYN	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00007
Glycosaminoglycan degradation	KEGG PATHWAY	hsa00531	1	19	0.389467235	0.450474329	HYAL2	http://www.genome.jp/kegg-bin/show_pathway?hsa00531/hsa:8692%09red
Pantothenate and CoA biosynthesis	KEGG PATHWAY	hsa00770	1	19	0.389467235	0.450474329	AASDHPPT	http://www.genome.jp/kegg-bin/show_pathway?hsa00770/hsa:60496%09red
RHO GTPases Activate ROCKs	Reactome	R-HSA-5627117	1	19	0.389467235	0.450474329	MYH10	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5627117
Acyl chain remodelling of PG	Reactome	R-HSA-1482925	1	19	0.389467235	0.450474329	CRLS1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1482925
Processing of Intronless Pre-mRNAs	Reactome	R-HSA-77595	1	19	0.389467235	0.450474329	CSTF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-77595
Protein methylation	Reactome	R-HSA-8876725	1	19	0.389467235	0.450474329	VCP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8876725
RHO GTPases activate CIT	Reactome	R-HSA-5625900	1	19	0.389467235	0.450474329	MYH10	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5625900
LDL clearance	Reactome	R-HSA-8964038	1	19	0.389467235	0.450474329	CLTA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8964038
Prostacyclin signalling through prostacyclin receptor	Reactome	R-HSA-392851	1	19	0.389467235	0.450474329	GNG11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-392851
Translesion Synthesis by POLH	Reactome	R-HSA-110320	1	19	0.389467235	0.450474329	VCP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-110320
Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	Reactome	R-HSA-176407	1	19	0.389467235	0.450474329	CDC14A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-176407
pyrimidine deoxyribonucleotides biosynthesis from CTP	BioCyc	PWY-7210	1	19	0.389467235	0.450474329	NME3	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7210
pyrimidine deoxyribonucleotides de novo biosynthesis	BioCyc	PWY-7184	1	19	0.389467235	0.450474329	NME3	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7184
Cell junction organization	Reactome	R-HSA-446728	3	90	0.395816819	0.457516138	CDH5|PARD6A|CRB3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446728
tRNA processing in the nucleus	Reactome	R-HSA-6784531	2	54	0.397446849	0.45909702	TPR|ELAC2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6784531
G beta:gamma signalling through CDC42	Reactome	R-HSA-8964616	1	20	0.404349388	0.463096485	GNG11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8964616
Inflammasomes	Reactome	R-HSA-622312	1	20	0.404349388	0.463096485	NFKB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-622312
"Defective B4GALT7 causes EDS, progeroid type"	Reactome	R-HSA-3560783	1	20	0.404349388	0.463096485	AGRN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3560783
G beta:gamma signalling through PLC beta	Reactome	R-HSA-418217	1	20	0.404349388	0.463096485	GNG11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418217
Negative regulation of MET activity	Reactome	R-HSA-6807004	1	20	0.404349388	0.463096485	SH3GL1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6807004
Defective B3GALT6 causes EDSP2 and SEMDJL1	Reactome	R-HSA-4420332	1	20	0.404349388	0.463096485	AGRN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4420332
Signal transduction by L1	Reactome	R-HSA-445144	1	20	0.404349388	0.463096485	MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-445144
Defective B3GAT3 causes JDSSDHD	Reactome	R-HSA-3560801	1	20	0.404349388	0.463096485	AGRN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3560801
Sema4D induced cell migration and growth-cone collapse	Reactome	R-HSA-416572	1	20	0.404349388	0.463096485	MYH10	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-416572
Metabolism of cofactors	Reactome	R-HSA-8978934	1	20	0.404349388	0.463096485	AKT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8978934
Inactivation of APC/C via direct inhibition of the APC/C complex	Reactome	R-HSA-141430	1	20	0.404349388	0.463096485	MAD2L1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-141430
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	Reactome	R-HSA-141405	1	20	0.404349388	0.463096485	MAD2L1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-141405
heparan sulfate biosynthesis (late stages)	BioCyc	PWY-6558	1	20	0.404349388	0.463096485	EXT1	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-6558
Heparan sulfate/heparin (HS-GAG) metabolism	Reactome	R-HSA-1638091	2	55	0.406014572	0.463789491	AGRN|EXT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1638091
