ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0002720	positive regulation of cytokine production involved in immune response	9/982	53/18862	0.001518014	0.007815738	0.004730283	7189/975/10666/57506/9188/7805/7099/3553/8013	9
BP	GO:0010332	response to gamma radiation	9/982	53/18862	0.001518014	0.007815738	0.004730283	50507/11200/545/7157/3014/2547/404672/5788/4609	9
BP	GO:0090151	establishment of protein localization to mitochondrial membrane	9/982	53/18862	0.001518014	0.007815738	0.004730283	2810/3308/7157/1869/8626/7161/64112/5599/7159	9
BP	GO:0051924	regulation of calcium ion transport	24/982	238/18862	0.001526593	0.00785266	0.004752629	930/5987/2539/5025/816/4878/54106/56848/5581/5777/5144/287/945/9104/51763/5336/5311/7220/2697/6387/2534/10288/3383/857	24
BP	GO:0046545	development of primary female sexual characteristics	13/982	97/18862	0.00153309	0.00787881	0.004768456	54361/5245/6714/5798/6422/6777/23411/1051/3815/23414/408/3383/1602	13
BP	GO:1901800	positive regulation of proteasomal protein catabolic process	14/982	109/18862	0.001560017	0.00800981	0.00484774	6790/54209/5700/5704/1453/207/1855/6872/7415/28951/8554/863/90865/857	14
BP	GO:0019827	stem cell population maintenance	17/982	146/18862	0.001569515	0.008051166	0.00487277	6662/6659/8626/1045/6299/7849/6422/5894/7476/6497/27086/6688/2624/5087/7071/3815/4609	17
BP	GO:0019722	calcium-mediated signaling	21/982	198/18862	0.001574282	0.008068195	0.004883076	2274/54209/11123/7137/5025/55607/4776/2915/283455/2904/7462/57192/552/287/7535/695/9104/5336/2494/683/5788	21
BP	GO:0009452	7-methylguanosine RNA capping	7/982	34/18862	0.001585426	0.008081807	0.004891315	4331/2968/1022/2068/2965/902/404672	7
BP	GO:0032232	negative regulation of actin filament bundle assembly	7/982	34/18862	0.001585426	0.008081807	0.004891315	55607/3925/116985/51763/5295/10395/85358	7
BP	GO:0036260	RNA capping	7/982	34/18862	0.001585426	0.008081807	0.004891315	4331/2968/1022/2068/2965/902/404672	7
BP	GO:0043516	"regulation of DNA damage response, signal transduction by p53 class mediator"	7/982	34/18862	0.001585426	0.008081807	0.004891315	545/9521/7157/23411/3090/4487/1655	7
BP	GO:0046640	regulation of alpha-beta T cell proliferation	7/982	34/18862	0.001585426	0.008081807	0.004891315	51043/975/7535/8767/1604/5788/7048	7
BP	GO:0034329	cell junction assembly	37/982	425/18862	0.001585634	0.008081807	0.004891315	2706/2705/2017/2049/10804/375790/55607/92359/9231/865/54361/1855/85302/50855/6714/119/6422/4897/23129/7476/56940/1845/22941/10395/5906/1948/23499/5583/2702/85358/2697/3553/7010/94/27253/1003/857	37
BP	GO:0051147	regulation of muscle cell differentiation	18/982	159/18862	0.001600115	0.008148164	0.004931476	2146/2539/1786/6929/4654/150572/10014/4303/5600/1025/7528/23493/23411/4487/1948/2022/8554/3815	18
BP	GO:0006936	muscle contraction	32/982	352/18862	0.001610677	0.008194466	0.004959499	2017/6535/7137/5025/6640/4878/8913/7139/1837/7170/5144/7136/51086/287/5290/10174/29767/3759/7402/6338/2702/3815/1264/7111/2697/1490/23327/3764/5348/154/857/7134	32
BP	GO:0001657	ureteric bud development	12/982	86/18862	0.001616002	0.008214064	0.00497136	6662/3217/54361/5979/6299/7849/6422/5311/5087/130497/4609/6943	12
BP	GO:0010965	regulation of mitotic sister chromatid separation	10/982	64/18862	0.001635103	0.00828096	0.005011847	4085/990/81620/8379/51451/9587/8452/7175/1843/57520	10
BP	GO:0042093	T-helper cell differentiation	10/982	64/18862	0.001635103	0.00828096	0.005011847	51043/161882/246778/6693/3146/8767/6095/3566/27086/604	10
BP	GO:0044784	metaphase/anaphase transition of cell cycle	10/982	64/18862	0.001635103	0.00828096	0.005011847	4085/990/81620/8379/51451/9587/8452/7175/1843/57520	10
BP	GO:0072577	endothelial cell apoptotic process	10/982	64/18862	0.001635103	0.00828096	0.005011847	7857/7015/958/2624/2621/3383/7128/7010/284/1003	10
BP	GO:0006278	RNA-dependent DNA biosynthetic process	11/982	75/18862	0.00165785	0.008388539	0.005076957	908/22948/545/7011/23381/10574/6714/5478/7015/23293/5594	11
BP	GO:0110020	regulation of actomyosin structure organization	13/982	98/18862	0.001685223	0.008519316	0.005156106	50507/55607/3925/55160/54361/6422/116985/10174/51763/22899/5295/10395/1490	13
BP	GO:0043467	regulation of generation of precursor metabolites and energy	18/982	160/18862	0.001717506	0.008674648	0.005250117	6472/11315/10131/7157/8473/5223/207/5499/56848/7415/9611/3146/5290/51763/8660/7175/10891/863	18
BP	GO:0002712	regulation of B cell mediated immunity	9/982	54/18862	0.001738988	0.008743549	0.005291818	9466/958/5777/10666/8741/80762/695/604/5788	9
BP	GO:0002889	regulation of immunoglobulin mediated immune response	9/982	54/18862	0.001738988	0.008743549	0.005291818	9466/958/5777/10666/8741/80762/695/604/5788	9
BP	GO:0043331	response to dsRNA	9/982	54/18862	0.001738988	0.008743549	0.005291818	57506/9188/4790/8767/5594/7098/11213/3764/857	9
BP	GO:0061756	leukocyte adhesion to vascular endothelial cell	9/982	54/18862	0.001738988	0.008743549	0.005291818	50512/6693/119/7189/2131/6402/6387/2113/3383	9
BP	GO:0086002	cardiac muscle cell action potential involved in contraction	9/982	54/18862	0.001738988	0.008743549	0.005291818	6640/8913/287/3759/2702/2697/23327/3764/857	9
BP	GO:0010824	regulation of centrosome duplication	8/982	44/18862	0.001746092	0.008747719	0.005294342	92421/10733/672/128866/9525/57132/23411/8850	8
BP	GO:0010863	positive regulation of phospholipase C activity	8/982	44/18862	0.001746092	0.008747719	0.005294342	553/5245/115727/4916/552/7294/3702/3815	8
BP	GO:0055010	ventricular cardiac muscle tissue morphogenesis	8/982	44/18862	0.001746092	0.008747719	0.005294342	7137/7139/23493/7042/2022/23414/7049/7134	8
BP	GO:0060324	face development	8/982	44/18862	0.001746092	0.008747719	0.005294342	5083/1749/3213/5894/6497/5594/4487/6237	8
BP	GO:0051384	response to glucocorticoid	16/982	135/18862	0.001769186	0.008855458	0.005359548	2706/1789/10076/790/4654/3146/1373/552/133522/8837/2308/23462/1843/3383/7538/2354	16
BP	GO:0016236	macroautophagy	29/982	311/18862	0.001784317	0.008910843	0.005393069	92421/90410/79837/7157/128866/58533/56893/207/51534/23256/7249/10013/8517/6048/6714/7415/10241/529/57192/10075/8767/5599/9525/51322/23411/5305/5290/4734/154	29
BP	GO:0072163	mesonephric epithelium development	12/982	87/18862	0.001787702	0.008910843	0.005393069	6662/3217/54361/5979/6299/7849/6422/5311/5087/130497/4609/6943	12
BP	GO:0072164	mesonephric tubule development	12/982	87/18862	0.001787702	0.008910843	0.005393069	6662/3217/54361/5979/6299/7849/6422/5311/5087/130497/4609/6943	12
BP	GO:0099175	regulation of postsynapse organization	12/982	87/18862	0.001787702	0.008910843	0.005393069	3706/55607/816/2904/7476/26037/7074/5552/85358/2534/10288/23237	12
BP	GO:0045899	positive regulation of RNA polymerase II transcription preinitiation complex assembly	4/982	11/18862	0.001794634	0.008910843	0.005393069	7157/5704/5706/5705	4
BP	GO:0060368	regulation of Fc receptor mediated stimulatory signaling pathway	4/982	11/18862	0.001794634	0.008910843	0.005393069	10666/26060/5906/5788	4
BP	GO:0097048	dendritic cell apoptotic process	4/982	11/18862	0.001794634	0.008910843	0.005393069	640/558/2621/6387	4
BP	GO:2000615	regulation of histone H3-K9 acetylation	4/982	11/18862	0.001794634	0.008910843	0.005393069	1111/672/6598/56848	4
BP	GO:2000668	regulation of dendritic cell apoptotic process	4/982	11/18862	0.001794634	0.008910843	0.005393069	640/558/2621/6387	4
BP	GO:0006913	nucleocytoplasmic transport	31/982	340/18862	0.00180433	0.008951017	0.005417383	4321/2810/54830/1871/57510/9670/11315/127933/10553/5296/7157/3313/8841/23381/23633/207/10657/9887/7249/23293/57506/91746/5594/26060/7175/5295/4734/2621/8692/3553/284	31
BP	GO:0035821	modulation of process of other organism	15/982	123/18862	0.001828082	0.008978804	0.0054342	3853/3065/5479/6597/6598/25833/5245/9189/6256/10318/6667/51763/3725/8692/858	15
BP	GO:0002281	macrophage activation involved in immune response	5/982	18/18862	0.001836901	0.008978804	0.0054342	54209/5581/3146/7305/90865	5
BP	GO:0002643	regulation of tolerance induction	5/982	18/18862	0.001836901	0.008978804	0.0054342	3559/3146/11213/7048/10288	5
BP	GO:0010766	negative regulation of sodium ion transport	5/982	18/18862	0.001836901	0.008978804	0.0054342	5581/4734/130497/23327/57520	5
BP	GO:0045063	T-helper 1 cell differentiation	5/982	18/18862	0.001836901	0.008978804	0.0054342	246778/6693/3146/8767/3566	5
BP	GO:0060065	uterus development	5/982	18/18862	0.001836901	0.008978804	0.0054342	10765/3206/6714/7476/7042	5
BP	GO:0070200	establishment of protein localization to telomere	5/982	18/18862	0.001836901	0.008978804	0.0054342	908/22948/545/10574/7015	5
BP	GO:1901673	regulation of mitotic spindle assembly	5/982	18/18862	0.001836901	0.008978804	0.0054342	92421/128866/9525/57132/7175	5
BP	GO:1904872	regulation of telomerase RNA localization to Cajal body	5/982	18/18862	0.001836901	0.008978804	0.0054342	908/8607/22948/10574/10856	5
BP	GO:0033598	mammary gland epithelial cell proliferation	6/982	26/18862	0.001838916	0.008978804	0.0054342	10765/4485/5594/57142/1051/3202	6
BP	GO:0034162	toll-like receptor 9 signaling pathway	6/982	26/18862	0.001838916	0.008978804	0.0054342	54106/7189/3146/4615/57142/51311	6
BP	GO:0036475	neuron death in response to oxidative stress	6/982	26/18862	0.001838916	0.008978804	0.0054342	11315/4841/25793/4170/7099/8013	6
BP	GO:0046639	negative regulation of alpha-beta T cell differentiation	6/982	26/18862	0.001838916	0.008978804	0.0054342	51043/865/3146/3566/864/604	6
BP	GO:0046755	viral budding	6/982	26/18862	0.001838916	0.008978804	0.0054342	92421/128866/51534/9525/57132/4734	6
BP	GO:0060142	regulation of syncytium formation by plasma membrane fusion	6/982	26/18862	0.001838916	0.008978804	0.0054342	54209/8521/4654/3566/8837/7305	6
BP	GO:0061437	renal system vasculature development	6/982	26/18862	0.001838916	0.008978804	0.0054342	5311/8837/130497/7010/284/6943	6
BP	GO:0061440	kidney vasculature development	6/982	26/18862	0.001838916	0.008978804	0.0054342	5311/8837/130497/7010/284/6943	6
BP	GO:0070911	global genome nucleotide-excision repair	6/982	26/18862	0.001838916	0.008978804	0.0054342	2968/2068/2072/2965/7507/404672	6
BP	GO:2000058	regulation of ubiquitin-dependent protein catabolic process	18/982	161/18862	0.001842082	0.008980134	0.005435005	6790/11315/8473/56893/1453/207/1855/6872/7415/23429/28951/51322/7805/8554/2295/863/90865/857	18
BP	GO:0048814	regulation of dendrite morphogenesis	10/982	65/18862	0.00184402	0.008980134	0.005435005	3706/816/4776/5911/26037/7074/4734/23327/3397/57520	10
BP	GO:0071479	cellular response to ionizing radiation	10/982	65/18862	0.00184402	0.008980134	0.005435005	6423/50507/11200/545/7157/3014/2547/6422/404672/23411	10
BP	GO:0010762	regulation of fibroblast migration	7/982	35/18862	0.001894033	0.009199589	0.005567825	207/117584/2241/5581/26060/8692/9590	7
BP	GO:0016242	negative regulation of macroautophagy	7/982	35/18862	0.001894033	0.009199589	0.005567825	7157/128866/56893/207/23256/7249/5290	7
BP	GO:0060260	regulation of transcription initiation from RNA polymerase II promoter	7/982	35/18862	0.001894033	0.009199589	0.005567825	7157/5704/5706/5705/7067/3146/23493	7
BP	GO:0006997	nucleus organization	15/982	124/18862	0.001982042	0.009607817	0.005814895	92421/7443/128866/26135/10436/9133/22927/7110/5520/57142/9525/57132/5515/7175/2113	15
BP	GO:0001836	release of cytochrome c from mitochondria	9/982	55/18862	0.001984972	0.009607817	0.005814895	2810/638/51499/8326/7157/207/64112/5329/3725	9
BP	GO:0045620	negative regulation of lymphocyte differentiation	9/982	55/18862	0.001984972	0.009607817	0.005814895	51043/7001/865/6422/3146/25793/3566/864/604	9
BP	GO:1903428	positive regulation of reactive oxygen species biosynthetic process	9/982	55/18862	0.001984972	0.009607817	0.005814895	11315/5025/7755/207/5311/7099/3553/3383/5743	9
BP	GO:0030278	regulation of ossification	14/982	112/18862	0.002024832	0.0097586	0.005906153	6662/6664/4745/8326/54361/6422/5594/7042/5087/5552/130497/154/7704/9365	14
BP	GO:0030326	embryonic limb morphogenesis	14/982	112/18862	0.002024832	0.0097586	0.005906153	6423/3206/3065/1749/8626/6299/1387/7476/6497/7042/4487/5087/130497/7704	14
BP	GO:0035113	embryonic appendage morphogenesis	14/982	112/18862	0.002024832	0.0097586	0.005906153	6423/3206/3065/1749/8626/6299/1387/7476/6497/7042/4487/5087/130497/7704	14
BP	GO:0060419	heart growth	13/982	100/18862	0.002027056	0.0097586	0.005906153	2539/1852/7161/5600/7528/5594/23493/7042/7472/7048/23414/2697/7049	13
BP	GO:0035307	positive regulation of protein dephosphorylation	8/982	45/18862	0.002028375	0.0097586	0.005906153	5528/5478/945/84919/10395/5788/10288/1003	8
BP	GO:0048538	thymus development	8/982	45/18862	0.002028375	0.0097586	0.005906153	2049/8379/7001/9133/5894/5594/9935/5087	8
BP	GO:0090102	cochlea development	8/982	45/18862	0.002028375	0.0097586	0.005906153	6662/4171/890/90410/3198/1855/23493/2624	8
BP	GO:0046209	nitric oxide metabolic process	11/982	77/18862	0.002058016	0.009884148	0.005982138	5025/207/1373/6095/9104/5311/7099/3553/3383/5743/857	11
BP	GO:0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia	11/982	77/18862	0.002058016	0.009884148	0.005982138	5710/5700/7157/5704/5706/5682/5705/5719/1387/5715/10370	11
BP	GO:0071248	cellular response to metal ion	20/982	189/18862	0.00206549	0.00991151	0.005998698	27132/5025/207/1616/4776/114/1965/57192/7323/5599/5594/10235/5311/10891/653361/3725/4502/10272/3726/2354	20
BP	GO:0001885	endothelial cell development	10/982	66/18862	0.002073972	0.00991807	0.006002668	7476/5144/4615/4478/5906/2022/54345/3553/3383/1003	10
BP	GO:0002294	"CD4-positive, alpha-beta T cell differentiation involved in immune response"	10/982	66/18862	0.002073972	0.00991807	0.006002668	51043/161882/246778/6693/3146/8767/6095/3566/27086/604	10
BP	GO:0051306	mitotic sister chromatid separation	10/982	66/18862	0.002073972	0.00991807	0.006002668	4085/990/81620/8379/51451/9587/8452/7175/1843/57520	10
BP	GO:1900076	regulation of cellular response to insulin stimulus	10/982	66/18862	0.002073972	0.00991807	0.006002668	79837/51043/51094/7249/6714/80318/23411/5305/51763/3553	10
BP	GO:0051170	import into nucleus	18/982	163/18862	0.002114168	0.01010163	0.006113763	4321/54830/1871/9670/10553/5296/7157/8841/23633/207/7249/57506/5594/26060/7175/5295/8692/284	18
BP	GO:0031589	cell-substrate adhesion	32/982	359/18862	0.002201481	0.010509811	0.006360805	4321/10551/2017/2049/708/84168/54361/6714/6422/2241/3204/5581/56940/558/7074/1845/1398/10174/5295/10395/81848/7402/604/23499/2621/683/1490/6237/7010/3397/94/284	32
BP	GO:0062014	negative regulation of small molecule metabolic process	13/982	101/18862	0.002218261	0.0105806	0.006403648	6662/4485/672/7157/207/54361/9611/4790/23411/1407/27122/10891/863	13
BP	GO:0000724	double-strand break repair via homologous recombination	16/982	138/18862	0.002222002	0.0105806	0.006403648	4171/1111/8914/4172/5531/672/4174/4176/4175/3014/56893/2072/151987/7528/22891/10933	16
BP	GO:0072006	nephron development	16/982	138/18862	0.002222002	0.0105806	0.006403648	6662/3217/54361/5979/6299/7849/5311/5087/8837/2131/5420/130497/4609/7010/284/6943	16
BP	GO:0021537	telencephalon development	23/982	231/18862	0.002230426	0.010611652	0.006422442	2146/2049/3065/5454/1749/5079/3014/8891/54820/6299/6496/552/5048/6497/57142/1398/54407/221692/8648/2131/6867/85358/6387	23
BP	GO:0042092	type 2 immune response	7/982	36/18862	0.002247201	0.01066303	0.006453536	9466/255877/975/80762/3566/604/90865	7
BP	GO:0043029	T cell homeostasis	7/982	36/18862	0.002247201	0.01066303	0.006453536	3559/27240/207/9133/6777/1831/355	7
BP	GO:0071392	cellular response to estradiol stimulus	7/982	36/18862	0.002247201	0.01066303	0.006453536	890/81930/10856/4654/6422/10891/8837	7
BP	GO:0008016	regulation of heart contraction	24/982	245/18862	0.002248874	0.01066303	0.006453536	3775/7137/5025/6640/4878/57731/8913/7067/7139/552/5144/51086/287/23493/10060/7042/7068/3759/7220/2702/2697/1490/5348/857	24
BP	GO:0043388	positive regulation of DNA binding	9/982	56/18862	0.002257934	0.010677657	0.006462389	11315/2068/387082/7189/3146/2959/6497/5329/5468	9
BP	GO:2001056	positive regulation of cysteine-type endopeptidase activity	17/982	151/18862	0.002258256	0.010677657	0.006462389	9026/7415/2904/3146/8767/5134/7805/23411/55081/10395/8837/355/1490/2534/5468/408/4609	17
BP	GO:0034123	positive regulation of toll-like receptor signaling pathway	6/982	27/18862	0.002261534	0.010677657	0.006462389	54106/3146/57142/7098/7096/857	6
BP	GO:0045671	negative regulation of osteoclast differentiation	6/982	27/18862	0.002261534	0.010677657	0.006462389	6422/9935/7098/5295/10272/7099	6
BP	GO:0070199	establishment of protein localization to chromosome	6/982	27/18862	0.002261534	0.010677657	0.006462389	908/22948/545/10574/10856/7015	6
BP	GO:0050807	regulation of synapse organization	21/982	204/18862	0.002272947	0.010722463	0.006489507	2049/3706/375790/55607/9231/816/4776/7415/2904/11122/7476/26037/7074/22899/7846/4734/5552/85358/2534/10288/23237	21
BP	GO:0045913	positive regulation of carbohydrate metabolic process	11/982	78/18862	0.002285665	0.010764248	0.006514797	207/553/6714/5581/3146/4790/23411/9104/8660/10891/8850	11
BP	GO:2001057	reactive nitrogen species metabolic process	11/982	78/18862	0.002285665	0.010764248	0.006514797	5025/207/1373/6095/9104/5311/7099/3553/3383/5743/857	11
BP	GO:0002287	alpha-beta T cell activation involved in immune response	10/982	67/18862	0.002326464	0.010901146	0.00659765	51043/161882/246778/6693/3146/8767/6095/3566/27086/604	10
BP	GO:0002293	alpha-beta T cell differentiation involved in immune response	10/982	67/18862	0.002326464	0.010901146	0.00659765	51043/161882/246778/6693/3146/8767/6095/3566/27086/604	10
BP	GO:0002637	regulation of immunoglobulin production	10/982	67/18862	0.002326464	0.010901146	0.00659765	9466/54106/7189/958/8741/80762/3566/604/5788/90865	10
BP	GO:0060415	muscle tissue morphogenesis	10/982	67/18862	0.002326464	0.010901146	0.00659765	7137/161882/7139/23493/7042/7472/2022/23414/7049/7134	10
