ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:1903409	reactive oxygen species biosynthetic process	29/1983	123/18862	2.29E-05	0.00015876	8.88E-05	1728/50507/3326/6697/3320/7755/8655/3643/4843/2902/2475/5465/207/2185/9475/6095/9759/148022/961/140885/3717/2534/3689/7099/3553/9104/3383/9314/948	29
GO:0000768	syncytium formation by plasma membrane fusion	17/1983	54/18862	2.29E-05	0.00015876	8.88E-05	1432/9644/4654/7471/9149/8521/3565/4627/8536/928/963/10938/54209/3566/30846/7305/58494	17
GO:0140253	cell-cell fusion	17/1983	54/18862	2.29E-05	0.00015876	8.88E-05	1432/9644/4654/7471/9149/8521/3565/4627/8536/928/963/10938/54209/3566/30846/7305/58494	17
GO:0051591	response to cAMP	24/1983	93/18862	2.35E-05	0.000162851	9.11E-05	1373/50507/3939/10498/6772/328/682/6546/6547/2185/5906/5294/5908/7430/2889/133522/196/9693/4327/1080/1843/7010/358/2354	24
GO:0072655	establishment of protein localization to mitochondrion	32/1983	142/18862	2.36E-05	0.000163124	9.12E-05	92609/3329/7534/1869/8626/9141/90427/3308/9804/56993/10953/3320/7157/55750/2931/10134/581/10971/55072/7161/51079/596/4137/665/207/9531/7323/3301/3002/64112/23368/5880	32
GO:0031668	cellular response to extracellular stimulus	46/1983	235/18862	2.37E-05	0.000163611	9.15E-05	83990/8644/875/51022/8805/5469/2950/7157/3952/55846/7486/4654/9024/596/8428/2475/5465/846/8658/84446/5595/150094/10533/81631/490/4217/2308/432/3676/5764/23235/8493/558/4067/8648/5587/3600/659/1030/2242/5287/1026/3162/2621/3383/5468	46
GO:0002702	positive regulation of production of molecular mediator of immune response	25/1983	99/18862	2.40E-05	0.00016535	9.25E-05	8140/4436/7292/170506/54106/7293/3596/3565/57506/10666/51744/2867/23586/7189/2625/26191/148022/8764/3606/3566/7099/5590/3553/948/3569	25
GO:0034349	glial cell apoptotic process	8/1983	14/18862	2.47E-05	0.000169546	9.48E-05	836/7157/5578/5925/5583/5580/2621/9590	8
GO:0070141	response to UV-A	8/1983	14/18862	2.47E-05	0.000169546	9.48E-05	4312/4318/4314/5481/1956/4313/207/4311	8
GO:0097284	hepatocyte apoptotic process	8/1983	14/18862	2.47E-05	0.000169546	9.48E-05	3856/1788/3875/5465/5925/6789/2934/5294	8
GO:0001844	protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	12/1983	30/18862	2.49E-05	0.000170446	9.53E-05	7534/1869/8626/90427/7157/581/10971/7161/596/3002/64112/23368	12
GO:0038111	interleukin-7-mediated signaling pathway	12/1983	30/18862	2.49E-05	0.000170446	9.53E-05	3667/6597/3718/3716/3561/6774/85480/6776/1154/3574/3575/8835	12
GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity	12/1983	30/18862	2.49E-05	0.000170446	9.53E-05	891/990/1163/1164/8851/4331/5716/904/1956/6714/207/896	12
GO:0032729	positive regulation of interferon-gamma production	19/1983	65/18862	2.51E-05	0.000171989	9.62E-05	8140/7292/3329/3265/246778/54106/10666/51744/9466/7294/26191/914/51284/10125/3606/7099/51311/3553/7098	19
GO:0043534	blood vessel endothelial cell migration	37/1983	175/18862	2.58E-05	0.000176254	9.86E-05	3728/27286/11235/7422/1460/498/4763/5578/6915/2260/4627/10000/8829/207/10014/2185/2876/5286/8503/7114/8817/4215/5587/161742/2624/54345/2113/6776/3164/4208/1948/7424/3162/2247/284/5468/9314	37
GO:0046683	response to organophosphorus	30/1983	130/18862	2.59E-05	0.000176982	9.90E-05	1373/50507/3939/7184/10498/6772/328/10518/682/3767/6872/6546/6547/10060/2185/5906/5294/5908/7430/2889/133522/1902/196/9693/4327/1080/1843/7010/358/2354	30
GO:0042593	glucose homeostasis	45/1983	229/18862	2.61E-05	0.00017832	9.97E-05	6566/5127/4760/5296/3667/3952/29085/3767/6597/3480/8655/65220/6927/3643/7054/9024/3172/846/2864/4035/3799/207/9324/9854/2867/7074/6774/2308/5894/5530/10891/5295/6934/2171/1050/1407/1408/1080/2621/3101/10497/55450/3383/5468/3569	45
GO:0090257	regulation of muscle system process	47/1983	243/18862	2.67E-05	0.000182067	0.000101811	3728/2017/100/5999/8877/1739/10539/3673/4878/2931/6198/816/6329/488/134/2475/5465/487/5578/6548/1613/6546/6547/6915/818/817/51196/140628/9475/490/287/5294/3759/9759/4660/2308/5530/4205/6588/10891/7402/10398/2702/3815/5350/9314/154	47
GO:0060998	regulation of dendritic spine development	18/1983	60/18862	2.77E-05	0.000188201	0.000105241	7804/547/3706/3066/23613/80823/5063/816/170506/2475/8997/5663/8536/7074/55607/1902/26052/4208	18
GO:1903078	positive regulation of protein localization to plasma membrane	18/1983	60/18862	2.77E-05	0.000188201	0.000105241	7429/1739/1956/342667/3767/8878/9495/4035/3799/207/2181/7430/3958/3675/5295/5583/6711/54209	18
GO:0043500	muscle adaptation	28/1983	118/18862	2.78E-05	0.000188489	0.000105402	5999/10539/2931/6198/816/4654/488/2475/5465/5578/6548/818/817/2934/140628/9475/23125/9759/2308/5530/4205/10891/7402/3600/3162/2627/3553/9314	28
GO:2000736	regulation of stem cell differentiation	27/1983	112/18862	2.84E-05	0.000192547	0.000107671	6662/5704/54888/5710/5716/5713/5700/5707/170506/865/7161/2668/3214/8463/388585/2623/2103/9861/9491/5008/6886/2625/5699/10413/5764/2624/2627	27
GO:0070646	protein modification by small protein removal	55/1983	300/18862	2.86E-05	0.000193747	0.000108342	983/890/7345/86/6472/8607/672/993/5704/6502/2873/2648/5710/8295/5716/5713/5700/5707/9804/10987/5423/8533/7157/64426/4798/29843/10920/2099/9861/7316/7874/8665/9491/4303/10010/2033/23586/7314/7189/2625/7375/10600/8975/5699/6737/9101/54764/8737/1540/4792/409/1080/8287/79589/154	55
GO:1901222	regulation of NIK/NF-kappaB signaling	26/1983	106/18862	2.88E-05	0.000194601	0.00010882	3654/8877/11331/1956/128178/54106/10913/2033/7189/91662/7114/10392/26191/3611/1540/4792/942/51284/3606/54209/7099/7097/3553/7098/9770/4306	26
GO:0060142	regulation of syncytium formation by plasma membrane fusion	11/1983	26/18862	2.90E-05	0.000196316	0.000109779	1432/4654/8521/3565/8536/963/10938/54209/3566/30846/7305	11
GO:0033500	carbohydrate homeostasis	45/1983	230/18862	2.93E-05	0.000197512	0.000110448	6566/5127/4760/5296/3667/3952/29085/3767/6597/3480/8655/65220/6927/3643/7054/9024/3172/846/2864/4035/3799/207/9324/9854/2867/7074/6774/2308/5894/5530/10891/5295/6934/2171/1050/1407/1408/1080/2621/3101/10497/55450/3383/5468/3569	45
GO:0045834	positive regulation of lipid metabolic process	33/1983	150/18862	2.98E-05	0.000201198	0.000112509	7291/930/5747/3667/3358/2046/134/2168/116986/2475/6714/5465/208/27329/2322/207/2185/2321/5159/2181/7376/4067/5587/10891/5580/3815/2247/3553/3491/7010/9104/5468/185	33
GO:1903428	positive regulation of reactive oxygen species biosynthetic process	17/1983	55/18862	2.99E-05	0.00020166	0.000112767	3326/3320/7755/3643/2902/2475/207/2185/9759/148022/3717/3689/7099/3553/3383/9314/948	17
GO:1902905	positive regulation of supramolecular fiber organization	41/1983	203/18862	3.03E-05	0.000203942	0.000114043	50507/6683/8851/2017/7429/11075/22843/1739/9026/133746/1496/51429/3984/10152/8976/4137/4771/2475/5663/5925/2934/10174/8829/4690/2185/88/9475/2876/2241/4641/9647/961/2316/1902/51466/30008/2242/6385/3055/1440/3383	41
GO:0010827	regulation of glucose transmembrane transport	21/1983	77/18862	3.07E-05	0.00020623	0.000115323	8218/3667/3952/2931/6198/7015/1432/3643/208/5458/673/26060/207/5906/5579/4205/5295/2171/2719/718/3553	21
GO:0032930	positive regulation of superoxide anion generation	9/1983	18/18862	3.09E-05	0.000207317	0.000115931	2950/1956/57126/4137/6850/5580/3689/3684/7305	9
GO:2000696	regulation of epithelial cell differentiation involved in kidney development	9/1983	18/18862	3.09E-05	0.000207317	0.000115931	4318/100133941/6772/2668/7849/2625/10413/3976/79633	9
GO:0035303	regulation of dephosphorylation	42/1983	210/18862	3.11E-05	0.00020834	0.000116503	7184/1741/9887/3326/3673/23381/5528/79660/8898/5478/80279/1740/134/5504/5521/2475/6714/23293/9863/4659/9475/9989/5159/23523/5525/5514/5764/3958/133522/116154/161742/84919/3717/5580/1827/4208/1408/945/221692/9104/10231/10395	42
GO:0072175	epithelial tube formation	29/1983	125/18862	3.16E-05	0.000209584	0.000117198	7291/6662/57216/10959/2648/836/9585/57534/54910/1856/5979/1950/2668/8463/388585/2253/7849/6789/585/7189/2625/10427/6497/57619/6385/2247/55081/4036/10395	29
GO:0002931	response to ischemia	16/1983	50/18862	3.16E-05	0.000209584	0.000117198	1728/10105/7157/3767/8878/596/6543/815/846/9475/4217/8864/1436/10891/2697/54209	16
GO:0075522	IRES-dependent viral translational initiation	7/1983	11/18862	3.16E-05	0.000209584	0.000117198	8562/8662/6741/28985/8664/8665/8661	7
GO:0099566	regulation of postsynaptic cytosolic calcium ion concentration	7/1983	11/18862	3.16E-05	0.000209584	0.000117198	8326/2915/6543/491/2911/6546/6547	7
GO:0060575	intestinal epithelial cell differentiation	10/1983	22/18862	3.17E-05	0.000209584	0.000117198	9139/5753/688/1045/6714/140628/60485/10413/1026/2627	10
GO:0006270	DNA replication initiation	14/1983	40/18862	3.17E-05	0.000209584	0.000117198	4171/990/4173/5427/4176/9134/81620/5557/55388/4172/4175/997/4683/29935	14
GO:0030521	androgen receptor signaling pathway	14/1983	40/18862	3.17E-05	0.000209584	0.000117198	3065/6597/1616/10013/8928/9612/51341/9667/9604/3275/7110/2033/9611/3301	14
GO:0032735	positive regulation of interleukin-12 production	14/1983	40/18862	3.17E-05	0.000209584	0.000117198	4192/7292/3329/23236/1432/54106/959/7189/6850/3603/7099/7097/7098/948	14
GO:0050856	regulation of T cell receptor signaling pathway	14/1983	40/18862	3.17E-05	0.000209584	0.000117198	7070/100/29085/84433/5074/5795/1845/53347/10666/5621/26191/7430/3958/5777	14
GO:0098760	response to interleukin-7	14/1983	40/18862	3.17E-05	0.000209584	0.000117198	3667/6597/1399/3718/3716/3561/6774/85480/6776/1154/3574/695/3575/8835	14
GO:0098761	cellular response to interleukin-7	14/1983	40/18862	3.17E-05	0.000209584	0.000117198	3667/6597/1399/3718/3716/3561/6774/85480/6776/1154/3574/695/3575/8835	14
GO:0010675	regulation of cellular carbohydrate metabolic process	32/1983	144/18862	3.17E-05	0.000209584	0.000117198	54541/2648/11266/5499/57486/3667/7157/3952/79660/2931/2784/3643/2875/2475/4923/6714/5465/208/2103/7874/150094/2033/51744/207/2185/9611/6095/9759/5208/10891/1407/9104	32
GO:0061515	myeloid cell development	19/1983	66/18862	3.19E-05	0.000210301	0.000117599	8600/5469/2068/2623/2056/6714/51341/2033/537/669/6886/5305/5926/604/5777/3815/7097/10019/7305	19
GO:0030001	metal ion transport	80/1983	486/18862	3.20E-05	0.000211081	0.000118035	7070/930/5999/1739/11331/3685/1950/578/6520/4878/7416/3358/2906/342667/7991/816/581/3208/10686/2775/489/116443/10463/488/54106/2902/596/6543/2056/3596/4923/487/6548/815/846/491/2905/2035/10730/6687/2864/2904/5663/6546/6547/785/818/817/7439/2185/490/5336/287/5159/5294/3759/9456/5621/3603/5530/3958/5579/2669/6588/4067/8671/2697/84959/5777/2534/409/945/2247/2621/5350/825/9104/4036/3383/2823	80
GO:0010828	positive regulation of glucose transmembrane transport	15/1983	45/18862	3.23E-05	0.000212726	0.000118955	8218/3667/7015/1432/3643/208/5458/673/26060/207/5906/4205/5295/2719/718	15
GO:0014911	positive regulation of smooth muscle cell migration	15/1983	45/18862	3.23E-05	0.000212726	0.000118955	4192/50507/3673/6198/7015/596/6714/4035/4303/8829/5159/9759/2254/1398/1902	15
GO:0033273	response to vitamin	23/1983	89/18862	3.37E-05	0.00022163	0.000123934	6696/1789/83990/429/100/1788/3673/8805/5469/2950/1956/3952/2056/6569/846/2934/5009/490/5764/3600/2242/2621/5468	23
GO:0021987	cerebral cortex development	26/1983	107/18862	3.42E-05	0.000224877	0.00012575	664/429/7804/1000/8851/5079/2290/8195/5454/581/23236/1399/284403/7054/3362/4763/5663/4035/585/10579/1398/2316/8648/6867/221692/79633	26
GO:2001056	positive regulation of cysteine-type endopeptidase activity	33/1983	151/18862	3.44E-05	0.000225578	0.000126142	26355/3329/10016/9141/578/9026/10134/581/29843/51079/489/2902/4137/2904/842/2934/23787/91662/10392/4217/6850/9647/8737/1285/6280/3717/2534/6279/3491/55081/10395/6505/5468	33
GO:0006839	mitochondrial transport	51/1983	274/18862	3.64E-05	0.00023859	0.000133418	664/10105/1468/92609/3329/7534/1869/8626/9141/90427/3308/7417/578/9804/56993/9026/292/10953/3320/7157/7416/23593/8326/55750/2931/10134/581/10971/1267/55186/7755/55072/7161/6993/51079/598/596/498/7352/6548/815/6687/5663/665/9531/7323/291/3002/64112/23368/5880	51
GO:0006949	syncytium formation	17/1983	56/18862	3.88E-05	0.000254058	0.000142068	1432/9644/4654/7471/9149/8521/3565/4627/8536/928/963/10938/54209/3566/30846/7305/58494	17
GO:0031960	response to corticosteroid	33/1983	152/18862	3.96E-05	0.000258662	0.000144642	54541/1789/1373/64754/8644/836/9076/2950/1956/6198/3351/4654/7054/596/2056/7352/6714/1446/2322/490/2308/9101/133522/1536/2908/687/1026/1843/6586/3383/358/3569/2354	33
GO:0046637	regulation of alpha-beta T cell differentiation	19/1983	67/18862	4.01E-05	0.000262023	0.000146522	7292/100/246778/865/3718/3565/9655/3707/5914/7535/2625/6850/57630/942/604/3606/3566/5590/7704	19
GO:0022898	regulation of transmembrane transporter activity	50/1983	268/18862	4.06E-05	0.000264693	0.000148015	4318/7291/10105/9368/1739/1741/11331/823/4878/65268/342667/3767/3208/54106/2902/2915/1740/596/2056/4923/487/6548/23072/2904/785/817/7881/3799/2185/88/5336/287/5923/7114/9456/5621/8737/2669/6588/10891/7402/2697/54209/2745/4208/1080/5350/57520/9104/154	50
GO:0008593	regulation of Notch signaling pathway	26/1983	108/18862	4.06E-05	0.000264924	0.000148144	429/4100/4323/11235/65989/8626/9139/1950/1746/1956/4854/388585/7471/6714/1387/51341/140628/2033/207/6774/10413/4792/604/84441/2624/3815	26
GO:0006457	protein folding	45/1983	233/18862	4.07E-05	0.00026517	0.000148281	1047/10105/7184/3329/9093/10856/5481/10598/8877/8195/9141/3326/5700/26973/10728/1460/4878/957/3320/1676/2784/79139/6000/4880/23759/5478/64714/2775/23770/6449/80331/8468/2779/7265/64215/11140/2580/5204/130872/9531/54557/3301/573/55664/1410	45
GO:0043255	regulation of carbohydrate biosynthetic process	24/1983	96/18862	4.13E-05	0.0002686	0.0001502	2648/5499/1950/57486/3667/3952/79660/2931/3643/2875/2475/4923/5465/208/2103/7874/150094/2033/51744/207/2185/10891/4790/1407	24
GO:0030224	monocyte differentiation	13/1983	36/18862	4.15E-05	0.000269156	0.000150511	8544/7422/5469/1021/8563/133396/22985/4627/3635/1436/56998/2242/5468	13
GO:0042092	type 2 immune response	13/1983	36/18862	4.15E-05	0.000269156	0.000150511	7292/3565/9655/255877/5914/9466/2625/942/604/3606/3566/5590/3569	13
GO:1902893	regulation of pri-miRNA transcription by RNA polymerase II	16/1983	51/18862	4.16E-05	0.000269578	0.000150746	6662/688/7157/6597/7015/5465/6774/2625/9759/26354/2624/2113/2908/2247/5468/9314	16
GO:0045580	regulation of T cell differentiation	32/1983	146/18862	4.23E-05	0.000273732	0.000153069	4192/7292/3559/2175/2648/100/7001/246778/84433/1493/8808/11221/865/3718/3565/9655/3707/5914/7535/2625/6850/914/57630/942/604/3600/3606/3566/3574/5590/3575/7704	32
GO:0035296	regulation of tube diameter	29/1983	127/18862	4.32E-05	0.000278893	0.000155955	1373/952/8195/4878/1956/3952/3351/134/3352/3350/155/846/6546/6915/207/9475/490/2876/5286/112/8864/2697/659/2702/153/3383/185/154/1910	29
GO:0097746	blood vessel diameter maintenance	29/1983	127/18862	4.32E-05	0.000278893	0.000155955	1373/952/8195/4878/1956/3952/3351/134/3352/3350/155/846/6546/6915/207/9475/490/2876/5286/112/8864/2697/659/2702/153/3383/185/154/1910	29
GO:0042088	T-helper 1 type immune response	14/1983	41/18862	4.35E-05	0.000280769	0.000157004	7292/3265/246778/3718/6693/2475/9655/9466/7189/3606/3566/7099/3553/9173	14
GO:0032409	regulation of transporter activity	52/1983	283/18862	4.39E-05	0.000282815	0.000158149	4318/7291/10105/9368/1739/1741/11331/823/4878/65268/342667/3767/3208/54106/2902/2915/1740/596/2056/4923/487/6548/23072/2904/785/817/7881/3799/2185/88/5336/287/5923/7114/9456/5621/8737/2669/6588/10891/7402/2697/5580/54209/2745/4208/1080/5350/57520/9104/5468/154	52
GO:0090200	positive regulation of release of cytochrome c from mitochondria	11/1983	27/18862	4.44E-05	0.0002858	0.000159818	4318/664/10105/26355/9141/90427/578/7157/581/5329/64112	11
GO:0035265	organ growth	35/1983	166/18862	4.47E-05	0.000287793	0.000160932	891/6662/1852/5999/3952/2931/7161/1432/4880/7059/9686/2253/596/2475/5915/5465/2099/6789/207/6416/5159/54796/60485/10413/2066/2697/7472/4208/3574/2627/1848/2247/10253/23414/1901	35
GO:0031023	microtubule organizing center organization	31/1983	140/18862	4.50E-05	0.000288884	0.000161542	3832/6790/983/4751/1111/55722/672/6566/10733/899/117178/2648/7517/115106/5902/22809/26973/1017/284403/84552/8409/1874/10432/9371/84446/585/5108/4659/9475/10015/2242	31
GO:0038094	Fc-gamma receptor signaling pathway	31/1983	140/18862	4.50E-05	0.000288884	0.000161542	5747/3326/5296/3320/3984/8976/1793/6714/5795/5595/26060/4651/4690/5906/5336/147179/7456/4641/6850/961/2212/2889/1398/4067/5295/5580/919/2534/9844/2207/3055	31
GO:0002312	B cell activation involved in immune response	21/1983	79/18862	4.65E-05	0.000298452	0.000166893	9156/4436/7292/930/2956/3329/100/4683/165918/9984/55846/3565/959/2185/9466/5336/23228/1880/604/7099/3569	21
GO:0010952	positive regulation of peptidase activity	40/1983	200/18862	4.75E-05	0.000304161	0.000170085	26355/3329/1365/10016/9141/578/9026/84168/10134/581/29843/6300/51079/489/2902/4137/2904/842/2934/10010/23787/9475/91662/6774/10392/4217/6850/9647/8737/1285/4067/6280/3717/2534/6279/3491/55081/10395/6505/5468	40
GO:0055123	digestive system development	30/1983	134/18862	4.77E-05	0.000305167	0.000170648	891/1373/429/2049/10736/100/8626/9139/5753/5979/688/9026/1956/1399/2300/1045/596/1990/5915/6714/5925/5009/140628/60485/10413/1026/3815/2627/79633/1910	30
GO:0032486	Rap protein signal transduction	8/1983	15/18862	4.80E-05	0.000305719	0.000170956	27352/5912/5911/5906/5908/2889/9693/7077	8
GO:0071732	cellular response to nitric oxide	8/1983	15/18862	4.80E-05	0.000305719	0.000170956	890/4314/1017/4548/2308/1398/2983/358	8
GO:0072160	nephron tubule epithelial cell differentiation	8/1983	15/18862	4.80E-05	0.000305719	0.000170956	100133941/6772/7849/2625/10413/3976/4208/79633	8
GO:1903799	negative regulation of production of miRNAs involved in gene silencing by miRNA	8/1983	15/18862	4.80E-05	0.000305719	0.000170956	7157/7015/9612/2099/9611/6774/5530/3569	8
GO:0007088	regulation of mitotic nuclear division	26/1983	109/18862	4.81E-05	0.000306301	0.000171282	891/6790/4751/1111/81620/9212/1104/5885/7517/9585/8877/995/1950/9587/996/54998/3643/2253/1613/5925/5159/685/2069/1843/3553/858	26
GO:0031295	T cell costimulation	17/1983	57/18862	4.99E-05	0.000317575	0.000177586	100133941/7292/5062/5063/84433/1493/1445/6714/959/207/8764/4067/5295/942/5777/2534/1326	17
GO:0045685	regulation of glial cell differentiation	19/1983	68/18862	5.02E-05	0.000319085	0.00017843	983/4192/5270/3065/3066/1746/11221/7161/388585/6009/4763/2475/23405/5764/3976/7097/1959/5468/3569	19
GO:0035150	regulation of tube size	29/1983	128/18862	5.03E-05	0.000319085	0.00017843	1373/952/8195/4878/1956/3952/3351/134/3352/3350/155/846/6546/6915/207/9475/490/2876/5286/112/8864/2697/659/2702/153/3383/185/154/1910	29
GO:1904385	cellular response to angiotensin	10/1983	23/18862	5.08E-05	0.000321861	0.000179983	990/83990/6714/815/88/9475/5580/4790/760/185	10
GO:0035270	endocrine system development	28/1983	122/18862	5.27E-05	0.000333866	0.000186696	4192/429/6662/1000/4760/999/578/1021/2931/5454/1399/3213/2253/6009/4763/3172/7849/5595/7067/207/2625/2308/5894/5087/2624/2113/2627/3569	28
GO:0010743	regulation of macrophage derived foam cell differentiation	12/1983	32/18862	5.32E-05	0.000334458	0.000187027	3685/5465/3690/5601/7376/4792/5583/3606/4790/5468/185/948	12
GO:0071312	cellular response to alkaloid	12/1983	32/18862	5.32E-05	0.000334458	0.000187027	890/5888/836/839/3351/7054/6569/6546/10533/840/10891/3383	12
GO:0071353	cellular response to interleukin-4	12/1983	32/18862	5.32E-05	0.000334458	0.000187027	4171/1019/3326/6175/3718/10376/3561/2625/6778/3566/146722/4360	12
GO:0090322	regulation of superoxide metabolic process	12/1983	32/18862	5.32E-05	0.000334458	0.000187027	1719/26574/2950/1956/57126/4137/6850/5580/3689/3684/7305/948	12
GO:0033005	positive regulation of mast cell activation	9/1983	19/18862	5.33E-05	0.000334458	0.000187027	3596/3565/8723/10666/6850/85480/2624/3566/9846	9
