##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Androgen/estrogene/progesterone biosynthesis	PANTHER	P02727	1	9	0.199512064718	0.250066513665	CYP19A1	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P02727
MET activates RAS signaling	Reactome	R-HSA-8851805	1	9	0.199512064718	0.250066513665	RANBP9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8851805
Signaling by activated point mutants of FGFR3	Reactome	R-HSA-1839130	1	9	0.199512064718	0.250066513665	FGF2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1839130
FGFR3c ligand binding and activation	Reactome	R-HSA-190372	1	9	0.199512064718	0.250066513665	FGF2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190372
Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	Reactome	R-HSA-159763	1	9	0.199512064718	0.250066513665	GAS6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-159763
Interleukin-9 signaling	Reactome	R-HSA-8985947	1	9	0.199512064718	0.250066513665	STAT5A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8985947
Interleukin-23 signaling	Reactome	R-HSA-9020933	1	9	0.199512064718	0.250066513665	JAK2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9020933
Phospholipase C-mediated cascade; FGFR3	Reactome	R-HSA-5654227	1	9	0.199512064718	0.250066513665	FGF2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654227
RHO GTPases Activate Rhotekin and Rhophilins	Reactome	R-HSA-5666185	1	9	0.199512064718	0.250066513665	RTKN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5666185
PI3K/AKT activation	Reactome	R-HSA-198203	1	9	0.199512064718	0.250066513665	PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-198203
FGFR3 ligand binding and activation	Reactome	R-HSA-190239	1	9	0.199512064718	0.250066513665	FGF2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190239
InlA-mediated entry of Listeria monocytogenes into host cells	Reactome	R-HSA-8876493	1	9	0.199512064718	0.250066513665	SRC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8876493
Frs2-mediated activation	Reactome	R-HSA-170968	1	9	0.199512064718	0.250066513665	RAPGEF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-170968
Transport of nucleotide sugars	Reactome	R-HSA-727802	1	9	0.199512064718	0.250066513665	SLC35A2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-727802
Diseases associated with surfactant metabolism	Reactome	R-HSA-5687613	1	9	0.199512064718	0.250066513665	CSF2RB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5687613
Signaling by FGFR3 fusions in cancer	Reactome	R-HSA-8853334	1	9	0.199512064718	0.250066513665	PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8853334
Integration of provirus	Reactome	R-HSA-162592	1	9	0.199512064718	0.250066513665	PPIA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162592
MET receptor recycling	Reactome	R-HSA-8875656	1	9	0.199512064718	0.250066513665	CRK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8875656
FGFR3 mutant receptor activation	Reactome	R-HSA-2033514	1	9	0.199512064718	0.250066513665	FGF2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2033514
CHL1 interactions	Reactome	R-HSA-447041	1	9	0.199512064718	0.250066513665	ANK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-447041
BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members	Reactome	R-HSA-111453	1	9	0.199512064718	0.250066513665	BCL2L1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111453
putrescine degradation III	BioCyc	PWY-0	1	9	0.199512064718	0.250066513665	MAOA	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-0
Collagen biosynthesis and modifying enzymes	Reactome	R-HSA-1650814	3	67	0.199921821769	0.250401368778	COL4A6|COL6A3|COL4A3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1650814
Formation of a pool of free 40S subunits	Reactome	R-HSA-72689	4	101	0.201024468026	0.251602969248	EIF3B|RPS18|RPL22|RPS14	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72689
Starch and sucrose metabolism	KEGG PATHWAY	hsa00500	2	36	0.203559021402	0.253870484078	MGAM|NLK	http://www.genome.jp/kegg-bin/show_pathway?hsa00500/hsa:8972%09red/hsa:2821%09red
Tyrosine metabolism	KEGG PATHWAY	hsa00350	2	36	0.203559021402	0.253870484078	GOT2|MAOA	http://www.genome.jp/kegg-bin/show_pathway?hsa00350/hsa:2806%09red/hsa:4128%09red
HIV elongation arrest and recovery	Reactome	R-HSA-167287	2	36	0.203559021402	0.253870484078	POLR2K|POLR2J	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-167287
Pausing and recovery of HIV elongation	Reactome	R-HSA-167290	2	36	0.203559021402	0.253870484078	POLR2K|POLR2J	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-167290
Glutathione conjugation	Reactome	R-HSA-156590	2	36	0.203559021402	0.253870484078	GGT1|HPGDS	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-156590
Glycolysis / Gluconeogenesis	KEGG PATHWAY	hsa00010	3	68	0.205591863862	0.256042065916	NLK|ALDOB|GAPDH	http://www.genome.jp/kegg-bin/show_pathway?hsa00010/hsa:2597%09red/hsa:2821%09red/hsa:229%09red
Diseases associated with O-glycosylation of proteins	Reactome	R-HSA-3906995	3	68	0.205591863862	0.256042065916	THBS2|CFP|ADAMTSL4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3906995
TCA cycle	PANTHER	P00051	1	10	0.217131299628	0.266817748178	CS	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00051
@@TCA cycle	BioCyc	PWY66-398	1	18	0.344831103083	0.384215366126	CS	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-398
Pyruvate metabolism	PANTHER	P02772	1	10	0.217131299628	0.266817748178	CS	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P02772
@@Pyruvate metabolism	Reactome	R-HSA-70268	1	30	0.498442726522	0.523797383467	SLC7A11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-70268
Reactions specific to the complex N-glycan synthesis pathway	Reactome	R-HSA-975578	1	10	0.217131299628	0.266817748178	MAN2A2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975578
Bicarbonate transporters	Reactome	R-HSA-425381	1	10	0.217131299628	0.266817748178	SLC4A4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-425381
Activated NTRK2 signals through FRS2 and FRS3	Reactome	R-HSA-9028731	1	10	0.217131299628	0.266817748178	FRS3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9028731
Dimerization of procaspase-8	Reactome	R-HSA-69416	1	10	0.217131299628	0.266817748178	RIPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69416
Neurotransmitter clearance	Reactome	R-HSA-112311	1	10	0.217131299628	0.266817748178	MAOA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112311
Adenylate cyclase activating pathway	Reactome	R-HSA-170660	1	10	0.217131299628	0.266817748178	ADCY7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-170660
Removal of aminoterminal propeptides from gamma-carboxylated proteins	Reactome	R-HSA-159782	1	10	0.217131299628	0.266817748178	GAS6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-159782
HDR through MMEJ (alt-NHEJ)	Reactome	R-HSA-5685939	1	10	0.217131299628	0.266817748178	FEN1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5685939
Removal of the Flap Intermediate from the C-strand	Reactome	R-HSA-174437	1	10	0.217131299628	0.266817748178	FEN1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174437
Activation of the AP-1 family of transcription factors	Reactome	R-HSA-450341	1	10	0.217131299628	0.266817748178	MAPK14	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450341
CASP8 activity is inhibited	Reactome	R-HSA-5218900	1	10	0.217131299628	0.266817748178	RIPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5218900
Regulation by c-FLIP	Reactome	R-HSA-3371378	1	10	0.217131299628	0.266817748178	RIPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3371378
Interleukin-21 signaling	Reactome	R-HSA-9020958	1	10	0.217131299628	0.266817748178	STAT5A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9020958
Gamma-carboxylation of protein precursors	Reactome	R-HSA-159740	1	10	0.217131299628	0.266817748178	GAS6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-159740
noradrenaline and adrenaline degradation	BioCyc	PWY-6342	1	10	0.217131299628	0.266817748178	MAOA	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-6342
purine nucleotides degradation	BioCyc	PWY-6353	1	10	0.217131299628	0.266817748178	ADA	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-6353
Phase I - Functionalization of compounds	Reactome	R-HSA-211945	4	105	0.219381336005	0.269173016703	AHR|MAOA|NCOA1|CYP19A1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-211945
Class C/3 (Metabotropic glutamate/pheromone receptors)	Reactome	R-HSA-420499	2	38	0.219750573351	0.269173016703	GRM1|CASR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-420499
Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation	Reactome	R-HSA-8950505	2	38	0.219750573351	0.269173016703	MSN|PPIA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8950505
tRNA charging	BioCyc	TRNA-CHARGING-PWY	2	38	0.219750573351	0.269173016703	SARS2|TARS	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=TRNA-CHARGING-PWY
Influenza Life Cycle	Reactome	R-HSA-168255	5	141	0.219814411135	0.269173016703	RPL22|RPS18|POLR2K|POLR2J|RPS14	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168255
Diseases of glycosylation	Reactome	R-HSA-3781865	5	143	0.227799105282	0.278475315698	SDC4|GPC3|THBS2|CFP|ADAMTSL4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3781865
Carboxyterminal post-translational modifications of tubulin	Reactome	R-HSA-8955332	2	39	0.22788669058	0.278475315698	TUBA1B|TUBA1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8955332
mTOR signalling	Reactome	R-HSA-165159	2	39	0.22788669058	0.278475315698	AKT2|MTOR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-165159
Fructose galactose metabolism	PANTHER	P02744	1	11	0.234363153811	0.281974341863	ALDOB	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P02744
Ubiquinone and other terpenoid-quinone biosynthesis	KEGG PATHWAY	hsa00130	1	11	0.234363153811	0.281974341863	NQO1	http://www.genome.jp/kegg-bin/show_pathway?hsa00130/hsa:1728%09red
Taurine and hypotaurine metabolism	KEGG PATHWAY	hsa00430	1	11	0.234363153811	0.281974341863	GGT1	http://www.genome.jp/kegg-bin/show_pathway?hsa00430/hsa:2678%09red
Vitamin D (calciferol) metabolism	Reactome	R-HSA-196791	1	11	0.234363153811	0.281974341863	LRP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-196791
SUMOylation of immune response proteins	Reactome	R-HSA-4755510	1	11	0.234363153811	0.281974341863	NFKBIA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4755510
Metallothioneins bind metals	Reactome	R-HSA-5661231	1	11	0.234363153811	0.281974341863	MT2A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5661231
Formation of annular gap junctions	Reactome	R-HSA-196025	1	11	0.234363153811	0.281974341863	GJA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-196025
Formation of apoptosome	Reactome	R-HSA-111458	1	11	0.234363153811	0.281974341863	CASP9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111458
Regulation of the apoptosome activity	Reactome	R-HSA-9627069	1	11	0.234363153811	0.281974341863	CASP9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9627069
Interleukin-27 signaling	Reactome	R-HSA-9020956	1	11	0.234363153811	0.281974341863	JAK2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9020956
Transport of organic anions	Reactome	R-HSA-879518	1	11	0.234363153811	0.281974341863	LST1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-879518
TICAM1,TRAF6-dependent induction of TAK1 complex	Reactome	R-HSA-9014325	1	11	0.234363153811	0.281974341863	TLR3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9014325
Activation of the phototransduction cascade	Reactome	R-HSA-2485179	1	11	0.234363153811	0.281974341863	GNAT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2485179
Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	Reactome	R-HSA-159854	1	11	0.234363153811	0.281974341863	GAS6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-159854
Processive synthesis on the C-strand of the telomere	Reactome	R-HSA-174414	1	11	0.234363153811	0.281974341863	FEN1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174414
Digestion of dietary carbohydrate	Reactome	R-HSA-189085	1	11	0.234363153811	0.281974341863	MGAM	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-189085
androgen biosynthesis	BioCyc	PWY66-378	1	11	0.234363153811	0.281974341863	AKR1C3	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-378
guanosine deoxyribonucleotides de novo biosynthesis	BioCyc	PWY-7226	1	11	0.234363153811	0.281974341863	RRM2B	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7226
adenosine deoxyribonucleotides de novo biosynthesis	BioCyc	PWY-7227	1	11	0.234363153811	0.281974341863	RRM2B	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7227
folate transformations I	BioCyc	PWY-2201	1	11	0.234363153811	0.281974341863	SHMT2	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-2201
reactive oxygen species degradation	BioCyc	DETOX1-PWY-1	1	11	0.234363153811	0.281974341863	GPX7	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=DETOX1-PWY-1
Condensation of Prophase Chromosomes	Reactome	R-HSA-2299718	3	73	0.234443359408	0.281974341863	CDK1|CCNB1|NCAPG2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2299718
PRC2 methylates histones and DNA	Reactome	R-HSA-212300	3	73	0.234443359408	0.281974341863	DNMT3B|MTF2|DNMT3A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-212300
Ferroptosis	KEGG PATHWAY	hsa04216	2	40	0.236042926868	0.283122527036	CYBB|HMOX1	http://www.genome.jp/kegg-bin/show_pathway?hsa04216/hsa:3162%09red/hsa:1536%09red
Activation of gene expression by SREBF (SREBP)	Reactome	R-HSA-2426168	2	40	0.236042926868	0.283122527036	NCOA1|PPARA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2426168
Beta defensins	Reactome	R-HSA-1461957	2	40	0.236042926868	0.283122527036	TLR2|TLR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1461957
Viral Messenger RNA Synthesis	Reactome	R-HSA-168325	2	40	0.236042926868	0.283122527036	POLR2K|POLR2J	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168325
RNA polymerase II transcribes snRNA genes	Reactome	R-HSA-6807505	3	74	0.240299687913	0.288031571314	SNAPC1|POLR2K|POLR2J	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6807505
Sphingolipid de novo biosynthesis	Reactome	R-HSA-1660661	2	41	0.244214463373	0.291728297744	PRKD1|SGMS1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1660661
Dual Incision in GG-NER	Reactome	R-HSA-5696400	2	41	0.244214463373	0.291728297744	ERCC3|POLE2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5696400
Binding and Uptake of Ligands by Scavenger Receptors	Reactome	R-HSA-2173782	2	41	0.244214463373	0.291728297744	CD163|CD36	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2173782
Diseases associated with glycosaminoglycan metabolism	Reactome	R-HSA-3560782	2	41	0.244214463373	0.291728297744	GPC3|SDC4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3560782
protein ubiquitylation	BioCyc	PWY-7511	2	41	0.244214463373	0.291728297744	RNF216|UBE2N	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7511
L13a-mediated translational silencing of Ceruloplasmin expression	Reactome	R-HSA-156827	4	111	0.247689788457	0.295667247206	EIF3B|RPS18|RPL22|RPS14	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-156827
Glutathione synthesis and recycling	Reactome	R-HSA-174403	1	12	0.25121613487	0.295667247206	GGT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174403
TICAM1-dependent activation of IRF3/IRF7	Reactome	R-HSA-9013973	1	12	0.25121613487	0.295667247206	TLR3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9013973
Regulation of glycolysis by fructose 2,6-bisphosphate metabolism	Reactome	R-HSA-9634600	1	12	0.25121613487	0.295667247206	PFKFB2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9634600
NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	Reactome	R-HSA-933543	1	12	0.25121613487	0.295667247206	RIPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-933543
Gap junction degradation	Reactome	R-HSA-190873	1	12	0.25121613487	0.295667247206	GJA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190873
Butyrophilin (BTN) family interactions	Reactome	R-HSA-8851680	1	12	0.25121613487	0.295667247206	CD209	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8851680
Ionotropic activity of kainate receptors	Reactome	R-HSA-451306	1	12	0.25121613487	0.295667247206	GRIK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-451306
Interleukin-35 Signalling	Reactome	R-HSA-8984722	1	12	0.25121613487	0.295667247206	JAK2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8984722
SHC-mediated cascade:FGFR3	Reactome	R-HSA-5654704	1	12	0.25121613487	0.295667247206	FGF2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654704
Aspartate and asparagine metabolism	Reactome	R-HSA-8963693	1	12	0.25121613487	0.295667247206	GOT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8963693
NOTCH2 intracellular domain regulates transcription	Reactome	R-HSA-2197563	1	12	0.25121613487	0.295667247206	GZMB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2197563
Hormone ligand-binding receptors	Reactome	R-HSA-375281	1	12	0.25121613487	0.295667247206	TSHR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-375281
TP53 Regulates Transcription of Caspase Activators and Caspases	Reactome	R-HSA-6803207	1	12	0.25121613487	0.295667247206	TP73	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6803207
CaMK IV-mediated phosphorylation of CREB	Reactome	R-HSA-111932	1	12	0.25121613487	0.295667247206	CAMK2A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111932
Activation of Ca-permeable Kainate Receptor	Reactome	R-HSA-451308	1	12	0.25121613487	0.295667247206	GRIK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-451308
cholesterol biosynthesis III (via desmosterol)	BioCyc	PWY66-4	1	12	0.25121613487	0.295667247206	DHCR24	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-4
terminal O-glycans residues modification	BioCyc	PWY-7434	1	12	0.25121613487	0.295667247206	ST8SIA2	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7434
UDP-N-acetyl-D-galactosamine biosynthesis II	BioCyc	PWY-5514	1	12	0.25121613487	0.295667247206	NLK	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-5514
superpathway of melatonin degradation	BioCyc	PWY-6402	1	12	0.25121613487	0.295667247206	MAOA	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-6402
cholesterol biosynthesis I	BioCyc	PWY66-341	1	12	0.25121613487	0.295667247206	DHCR24	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-341
cholesterol biosynthesis II (via 24,25-dihydrolanosterol)	BioCyc	PWY66-3	1	12	0.25121613487	0.295667247206	DHCR24	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-3
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	Reactome	R-HSA-5693565	3	76	0.252082599367	0.296365612012	CHEK2|APBB1|UBE2N	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693565
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	Reactome	R-HSA-381676	2	42	0.252396683129	0.296365612012	GNG4|GNGT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-381676
TNF signaling	Reactome	R-HSA-75893	2	42	0.252396683129	0.296365612012	RIPK1|CYLD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75893
GTP hydrolysis and joining of the 60S ribosomal subunit	Reactome	R-HSA-72706	4	112	0.252484598844	0.296365612012	EIF3B|RPS18|RPL22|RPS14	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72706
Meiotic synapsis	Reactome	R-HSA-1221632	3	77	0.258005366953	0.302441538298	SMC1A|SYNE1|RAD21	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1221632
DNA Double Strand Break Response	Reactome	R-HSA-5693606	3	77	0.258005366953	0.302441538298	CHEK2|APBB1|UBE2N	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693606
Transport of vitamins, nucleosides, and related molecules	Reactome	R-HSA-425397	2	43	0.260585164512	0.305261873838	LST1|SLC35A2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-425397
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	Reactome	R-HSA-446193	3	78	0.263946515284	0.308993387226	ST6GALNAC6|PMM1|ST8SIA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446193
Influenza Infection	Reactome	R-HSA-168254	5	152	0.264686992096	0.309058959882	RPL22|RPS18|POLR2K|POLR2J|RPS14	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168254
Nonsense-Mediated Decay (NMD)	Reactome	R-HSA-927802	4	115	0.266979920217	0.309058959882	RPS18|RPL22|PNRC2|RPS14	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-927802
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	Reactome	R-HSA-975957	4	115	0.266979920217	0.309058959882	RPS18|RPL22|PNRC2|RPS14	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975957
