From	To	Species	Gene Name
7871	SLMAP	Homo sapiens	sarcolemma associated protein(SLMAP)
64221	ROBO3	Homo sapiens	roundabout guidance receptor 3(ROBO3)
64220	STRA6	Homo sapiens	stimulated by retinoic acid 6(STRA6)
7873	MANF	Homo sapiens	mesencephalic astrocyte derived neurotrophic factor(MANF)
10480	EIF3M	Homo sapiens	eukaryotic translation initiation factor 3 subunit M(EIF3M)
64223	MLST8	Homo sapiens	MTOR associated protein, LST8 homolog(MLST8)
5211	PFKL	Homo sapiens	phosphofructokinase, liver type(PFKL)
10482	NXF1	Homo sapiens	nuclear RNA export factor 1(NXF1)
154810	AMOTL1	Homo sapiens	angiomotin like 1(AMOTL1)
10481	HOXB13	Homo sapiens	homeobox B13(HOXB13)
94097	SFXN5	Homo sapiens	sideroflexin 5(SFXN5)
6535	SLC6A8	Homo sapiens	solute carrier family 6 member 8(SLC6A8)
5204	PFDN5	Homo sapiens	prefoldin subunit 5(PFDN5)
6534	SLC6A7	Homo sapiens	solute carrier family 6 member 7(SLC6A7)
10485	C1orf61	Homo sapiens	chromosome 1 open reading frame 61(C1orf61)
10488	CREB3	Homo sapiens	cAMP responsive element binding protein 3(CREB3)
5208	PFKFB2	Homo sapiens	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2(PFKFB2)
6538	SLC6A11	Homo sapiens	solute carrier family 6 member 11(SLC6A11)
7869	SEMA3B	Homo sapiens	semaphorin 3B(SEMA3B)
5209	PFKFB3	Homo sapiens	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3(PFKFB3)
10489	LRRC41	Homo sapiens	leucine rich repeat containing 41(LRRC41)
7881	KCNAB1	Homo sapiens	potassium voltage-gated channel subfamily A member regulatory beta subunit 1(KCNAB1)
6553	SLC9A5	Homo sapiens	solute carrier family 9 member A5(SLC9A5)
7884	SLBP	Homo sapiens	stem-loop binding protein(SLBP)
128553	TSHZ2	Homo sapiens	teashirt zinc finger homeobox 2(TSHZ2)
5223	PGAM1	Homo sapiens	phosphoglycerate mutase 1(PGAM1)
91851	CHRDL1	Homo sapiens	chordin like 1(CHRDL1)
64236	PDLIM2	Homo sapiens	PDZ and LIM domain 2(PDLIM2)
5224	PGAM2	Homo sapiens	phosphoglycerate mutase 2(PGAM2)
286205	SCAI	Homo sapiens	suppressor of cancer cell invasion(SCAI)
90522	YIF1B	Homo sapiens	Yip1 interacting factor homolog B, membrane trafficking protein(YIF1B)
286207	CFAP157	Homo sapiens	cilia and flagella associated protein 157(CFAP157)
23764	MAFF	Homo sapiens	MAF bZIP transcription factor F(MAFF)
23765	IL17RA	Homo sapiens	interleukin 17 receptor A(IL17RA)
23767	FLRT3	Homo sapiens	fibronectin leucine rich transmembrane protein 3(FLRT3)
10459	MAD2L2	Homo sapiens	MAD2 mitotic arrest deficient-like 2 (yeast)(MAD2L2)
10458	BAIAP2	Homo sapiens	BAI1 associated protein 2(BAIAP2)
5214	PFKP	Homo sapiens	phosphofructokinase, platelet(PFKP)
6546	SLC8A1	Homo sapiens	solute carrier family 8 member A1(SLC8A1)
10450	PPIE	Homo sapiens	peptidylprolyl isomerase E(PPIE)
6548	SLC9A1	Homo sapiens	solute carrier family 9 member A1(SLC9A1)
5217	PFN2	Homo sapiens	profilin 2(PFN2)
10452	TOMM40	Homo sapiens	translocase of outer mitochondrial membrane 40(TOMM40)
10455	ECI2	Homo sapiens	enoyl-CoA delta isomerase 2(ECI2)
158376	LINC00961	Homo sapiens	long intergenic non-protein coding RNA 961(LINC00961)
6549	SLC9A2	Homo sapiens	solute carrier family 9 member A2(SLC9A2)
10456	HAX1	Homo sapiens	HCLS1 associated protein X-1(HAX1)
64241	ABCG8	Homo sapiens	ATP binding cassette subfamily G member 8(ABCG8)
346389	MACC1	Homo sapiens	MACC1, MET transcriptional regulator(MACC1)
5230	PGK1	Homo sapiens	phosphoglycerate kinase 1(PGK1)
5232	PGK2	Homo sapiens	phosphoglycerate kinase 2(PGK2)
6564	SLC15A1	Homo sapiens	solute carrier family 15 member 1(SLC15A1)
6563	SLC14A1	Homo sapiens	solute carrier family 14 member 1 (Kidd blood group)(SLC14A1)
10460	TACC3	Homo sapiens	transforming acidic coiled-coil containing protein 3(TACC3)
10469	TIMM44	Homo sapiens	translocase of inner mitochondrial membrane 44(TIMM44)
5225	PGC	Homo sapiens	progastricsin(PGC)
6557	SLC12A1	Homo sapiens	solute carrier family 12 member 1(SLC12A1)
10462	CLEC10A	Homo sapiens	C-type lectin domain family 10 member A(CLEC10A)
6556	SLC11A1	Homo sapiens	solute carrier family 11 member 1(SLC11A1)
91833	WDR20	Homo sapiens	WD repeat domain 20(WDR20)
5228	PGF	Homo sapiens	placental growth factor(PGF)
6558	SLC12A2	Homo sapiens	solute carrier family 12 member 2(SLC12A2)
10463	SLC30A9	Homo sapiens	solute carrier family 30 member 9(SLC30A9)
10465	PPIH	Homo sapiens	peptidylprolyl isomerase H(PPIH)
10468	FST	Homo sapiens	follistatin(FST)
10467	ZNHIT1	Homo sapiens	zinc finger HIT-type containing 1(ZNHIT1)
6571	SLC18A2	Homo sapiens	solute carrier family 18 member A2(SLC18A2)
23746	AIPL1	Homo sapiens	aryl hydrocarbon receptor interacting protein like 1(AIPL1)
5241	PGR	Homo sapiens	progesterone receptor(PGR)
5243	ABCB1	Homo sapiens	ATP binding cassette subfamily B member 1(ABCB1)
5244	ABCB4	Homo sapiens	ATP binding cassette subfamily B member 4(ABCB4)
5245	PHB	Homo sapiens	prohibitin(PHB)
6576	SLC25A1	Homo sapiens	solute carrier family 25 member 1(SLC25A1)
23741	EID1	Homo sapiens	EP300 interacting inhibitor of differentiation 1(EID1)
169044	COL22A1	Homo sapiens	collagen type XXII alpha 1 chain(COL22A1)
23743	BHMT2	Homo sapiens	betaine--homocysteine S-methyltransferase 2(BHMT2)
10436	EMG1	Homo sapiens	EMG1, N1-specific pseudouridine methyltransferase(EMG1)
10439	OLFM1	Homo sapiens	olfactomedin 1(OLFM1)
5236	PGM1	Homo sapiens	phosphoglucomutase 1(PGM1)
91869	RFT1	Homo sapiens	RFT1 homolog(RFT1)
5239	PGM5	Homo sapiens	phosphoglucomutase 5(PGM5)
6569	SLC34A1	Homo sapiens	solute carrier family 34 member 1(SLC34A1)
10435	CDC42EP2	Homo sapiens	CDC42 effector protein 2(CDC42EP2)
10434	LYPLA1	Homo sapiens	lysophospholipase I(LYPLA1)
5250	SLC25A3	Homo sapiens	solute carrier family 25 member 3(SLC25A3)
5251	PHEX	Homo sapiens	phosphate regulating endopeptidase homolog, X-linked(PHEX)
6584	slc22a5	Homo sapiens	solute carrier family 22 member 5(SLC22A5)
23759	PPIL2	Homo sapiens	peptidylprolyl isomerase like 2(PPIL2)
5253	PHF2	Homo sapiens	PHD finger protein 2(PHF2)
6583	SLC22A4	Homo sapiens	solute carrier family 22 member 4(SLC22A4)
6586	SLIT3	Homo sapiens	slit guidance ligand 3(SLIT3)
5255	PHKA1	Homo sapiens	phosphorylase kinase regulatory subunit alpha 1(PHKA1)
6585	SLIT1	Homo sapiens	slit guidance ligand 1(SLIT1)
5256	PHKA2	Homo sapiens	phosphorylase kinase regulatory subunit alpha 2(PHKA2)
6588	SLN	Homo sapiens	sarcolipin(SLN)
91862	MARVELD3	Homo sapiens	MARVEL domain containing 3(MARVELD3)
116535	MRGPRF	Homo sapiens	MAS related GPR family member F(MRGPRF)
220441	RNF152	Homo sapiens	ring finger protein 152(RNF152)
23753	SDF2L1	Homo sapiens	stromal cell derived factor 2 like 1(SDF2L1)
115209	OMA1	Homo sapiens	OMA1 zinc metallopeptidase(OMA1)
10447	FAM3C	Homo sapiens	family with sequence similarity 3 member C(FAM3C)
10449	ACAA2	Homo sapiens	acetyl-CoA acyltransferase 2(ACAA2)
116541	MRPL54	Homo sapiens	mitochondrial ribosomal protein L54(MRPL54)
6579	SLCO1A2	Homo sapiens	solute carrier organic anion transporter family member 1A2(SLCO1A2)
6578	SLCO2A1	Homo sapiens	solute carrier organic anion transporter family member 2A1(SLCO2A1)
90527	DUOXA1	Homo sapiens	dual oxidase maturation factor 1(DUOXA1)
10446	LRRN2	Homo sapiens	leucine rich repeat neuronal 2(LRRN2)
94005	PIGS	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis class S(PIGS)
6595	SMARCA2	Homo sapiens	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2(SMARCA2)
5264	PHYH	Homo sapiens	phytanoyl-CoA 2-hydroxylase(PHYH)
5265	serpina1	Homo sapiens	serpin family A member 1(SERPINA1)
6597	SMARCA4	Homo sapiens	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4(SMARCA4)
30817	ADGRE2	Homo sapiens	adhesion G protein-coupled receptor E2(ADGRE2)
6596	HLTF	Homo sapiens	helicase like transcription factor(HLTF)
30816	ERVW-1	Homo sapiens	endogenous retrovirus group W member 1(ERVW-1)
5267	SERPINA4	Homo sapiens	serpin family A member 4(SERPINA4)
5268	SERPINB5	Homo sapiens	serpin family B member 5(SERPINB5)
6598	SMARCB1	Homo sapiens	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1(SMARCB1)
30818	KCNIP3	Homo sapiens	potassium voltage-gated channel interacting protein 3(KCNIP3)
6590	SLPI	Homo sapiens	secretory leukocyte peptidase inhibitor(SLPI)
139135	PASD1	Homo sapiens	PAS domain containing 1(PASD1)
30820	KCNIP1	Homo sapiens	potassium voltage-gated channel interacting protein 1(KCNIP1)
5272	SERPINB9	Homo sapiens	serpin family B member 9(SERPINB9)
5277	PIGA	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis class A(PIGA)
154754	PRSS3P2	Homo sapiens	protease, serine 3 pseudogene 2(PRSS3P2)
5270	SERPINE2	Homo sapiens	serpin family E member 2(SERPINE2)
84679	SLC9A7	Homo sapiens	solute carrier family 9 member A7(SLC9A7)
84676	TRIM63	Homo sapiens	tripartite motif containing 63(TRIM63)
84675	TRIM55	Homo sapiens	tripartite motif containing 55(TRIM55)
256435	ST6GALNAC3	Homo sapiens	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3(ST6GALNAC3)
54802	TRIT1	Homo sapiens	tRNA isopentenyltransferase 1(TRIT1)
84671	znf347	Homo sapiens	zinc finger protein 347(ZNF347)
30815	ST6GALNAC6	Homo sapiens	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6(ST6GALNAC6)
5284	PIGR	Homo sapiens	polymeric immunoglobulin receptor(PIGR)
54808	DYM	Homo sapiens	dymeclin(DYM)
5286	PIK3C2A	Homo sapiens	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha(PIK3C2A)
94025	MUC16	Homo sapiens	mucin 16, cell surface associated(MUC16)
5289	PIK3C3	Homo sapiens	phosphatidylinositol 3-kinase catalytic subunit type 3(PIK3C3)
129787	TMEM18	Homo sapiens	transmembrane protein 18(TMEM18)
29802	VPREB3	Homo sapiens	pre-B lymphocyte 3(VPREB3)
57088	PLSCR4	Homo sapiens	phospholipid scramblase 4(PLSCR4)
57089	ENTPD7	Homo sapiens	ectonucleoside triphosphate diphosphohydrolase 7(ENTPD7)
57082	KNL1	Homo sapiens	kinetochore scaffold 1(KNL1)
5281	PIGF	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis class F(PIGF)
57084	SLC17A6	Homo sapiens	solute carrier family 17 member 6(SLC17A6)
54812	AFTPH	Homo sapiens	aftiphilin(AFTPH)
5295	PIK3R1	Homo sapiens	phosphoinositide-3-kinase regulatory subunit 1(PIK3R1)
5296	PIK3R2	Homo sapiens	phosphoinositide-3-kinase regulatory subunit 2(PIK3R2)
57091	cass4	Homo sapiens	Cas scaffolding protein family member 4(CASS4)
57099	AVEN	Homo sapiens	apoptosis and caspase activation inhibitor(AVEN)
166752	FREM3	Homo sapiens	FRAS1 related extracellular matrix 3(FREM3)
5290	PIK3CA	Homo sapiens	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha(PIK3CA)
5291	pik3cb	Homo sapiens	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta(PIK3CB)
57094	cpa6	Homo sapiens	carboxypeptidase A6(CPA6)
5292	PIM1	Homo sapiens	Pim-1 proto-oncogene, serine/threonine kinase(PIM1)
5293	PIK3CD	Homo sapiens	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta(PIK3CD)
116461	tsen15	Homo sapiens	tRNA splicing endonuclease subunit 15(TSEN15)
54820	NDE1	Homo sapiens	nudE neurodevelopment protein 1(NDE1)
54828	BCAS3	Homo sapiens	BCAS3, microtubule associated cell migration factor(BCAS3)
54825	CDHR2	Homo sapiens	cadherin related family member 2(CDHR2)
130752	MDH1B	Homo sapiens	malate dehydrogenase 1B(MDH1B)
54830	NUP62CL	Homo sapiens	nucleoporin 62 C-terminal like(NUP62CL)
54839	LRRC49	Homo sapiens	leucine rich repeat containing 49(LRRC49)
54836	BSPRY	Homo sapiens	B-box and SPRY domain containing(BSPRY)
94032	CAMK2N2	Homo sapiens	calcium/calmodulin dependent protein kinase II inhibitor 2(CAMK2N2)
115196	ZNF554	Homo sapiens	zinc finger protein 554(ZNF554)
54842	MFSD6	Homo sapiens	major facilitator superfamily domain containing 6(MFSD6)
54845	ESRP1	Homo sapiens	epithelial splicing regulatory protein 1(ESRP1)
54843	SYTL2	Homo sapiens	synaptotagmin like 2(SYTL2)
54849	DEF8	Homo sapiens	differentially expressed in FDCP 8 homolog(DEF8)
54847	SIDT1	Homo sapiens	SID1 transmembrane family member 1(SIDT1)
10391	CORO2B	Homo sapiens	coronin 2B(CORO2B)
54853	WDR55	Homo sapiens	WD repeat domain 55(WDR55)
54851	ANKRD49	Homo sapiens	ankyrin repeat domain 49(ANKRD49)
54850	FBXL12	Homo sapiens	F-box and leucine rich repeat protein 12(FBXL12)
1719	DHFR	Homo sapiens	dihydrofolate reductase(DHFR)
54856	GON4L	Homo sapiens	gon-4 like(GON4L)
10395	DLC1	Homo sapiens	DLC1 Rho GTPase activating protein(DLC1)
1718	DHCR24	Homo sapiens	24-dehydrocholesterol reductase(DHCR24)
54855	FAM46C	Homo sapiens	family with sequence similarity 46 member C(FAM46C)
10398	MYL9	Homo sapiens	myosin light chain 9(MYL9)
1717	DHCR7	Homo sapiens	7-dehydrocholesterol reductase(DHCR7)
54854	FAM83E	Homo sapiens	family with sequence similarity 83 member E(FAM83E)
10397	NDRG1	Homo sapiens	N-myc downstream regulated 1(NDRG1)
347733	TUBB2B	Homo sapiens	tubulin beta 2B class IIb(TUBB2B)
54859	ELP6	Homo sapiens	elongator acetyltransferase complex subunit 6(ELP6)
128486	FITM2	Homo sapiens	fat storage inducing transmembrane protein 2(FITM2)
94056	SYAP1	Homo sapiens	synapse associated protein 1(SYAP1)
54862	cc2d1a	Homo sapiens	coiled-coil and C2 domain containing 1A(CC2D1A)
54861	SNRK	Homo sapiens	SNF related kinase(SNRK)
54866	PPP1R14D	Homo sapiens	protein phosphatase 1 regulatory inhibitor subunit 14D(PPP1R14D)
1728	NQO1	Homo sapiens	NAD(P)H quinone dehydrogenase 1(NQO1)
1727	cyb5r3	Homo sapiens	cytochrome b5 reductase 3(CYB5R3)
54869	EPS8L1	Homo sapiens	EPS8 like 1(EPS8L1)
27248	ERLEC1	Homo sapiens	endoplasmic reticulum lectin 1(ERLEC1)
1734	DIO2	Homo sapiens	deiodinase, iodothyronine type II(DIO2)
27241	BBS9	Homo sapiens	Bardet-Biedl syndrome 9(BBS9)
1733	DIO1	Homo sapiens	deiodinase, iodothyronine type I(DIO1)
27242	TNFRSF21	Homo sapiens	TNF receptor superfamily member 21(TNFRSF21)
27240	SIT1	Homo sapiens	signaling threshold regulating transmembrane adaptor 1(SIT1)
1730	DIAPH2	Homo sapiens	diaphanous related formin 2(DIAPH2)
27244	SESN1	Homo sapiens	sestrin 1(SESN1)
112950	MED8	Homo sapiens	mediator complex subunit 8(MED8)
27258	LSM3	Homo sapiens	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated(LSM3)
27253	PCDH17	Homo sapiens	protocadherin 17(PCDH17)
1743	DLST	Homo sapiens	dihydrolipoamide S-succinyltransferase(DLST)
27250	PDCD4	Homo sapiens	programmed cell death 4 (neoplastic transformation inhibitor)(PDCD4)
1741	DLG3	Homo sapiens	discs large MAGUK scaffold protein 3(DLG3)
1740	DLG2	Homo sapiens	discs large MAGUK scaffold protein 2(DLG2)
124930	ANKRD13B	Homo sapiens	ankyrin repeat domain 13B(ANKRD13B)
27257	LSM1	Homo sapiens	LSM1 homolog, mRNA degradation associated(LSM1)
255189	PLA2G4F	Homo sapiens	phospholipase A2 group IVF(PLA2G4F)
27255	CNTN6	Homo sapiens	contactin 6(CNTN6)
1749	DLX5	Homo sapiens	distal-less homeobox 5(DLX5)
1748	DLX4	Homo sapiens	distal-less homeobox 4(DLX4)
1747	DLX3	Homo sapiens	distal-less homeobox 3(DLX3)
124935	SLC43A2	Homo sapiens	solute carrier family 43 member 2(SLC43A2)
152185	SPICE1	Homo sapiens	spindle and centriole associated protein 1(SPICE1)
57001	SDHAF3	Homo sapiens	succinate dehydrogenase complex assembly factor 3(SDHAF3)
29887	SNX10	Homo sapiens	sorting nexin 10(SNX10)
84617	TUBB6	Homo sapiens	tubulin beta 6 class V(TUBB6)
353500	BMP8A	Homo sapiens	bone morphogenetic protein 8a(BMP8A)
27229	TUBGCP4	Homo sapiens	tubulin gamma complex associated protein 4(TUBGCP4)
84619	ZGPAT	Homo sapiens	zinc finger CCCH-type and G-patch domain containing(ZGPAT)
200010	SLC5A9	Homo sapiens	solute carrier family 5 member 9(SLC5A9)
57002	YAE1D1	Homo sapiens	Yae1 domain containing 1(YAE1D1)
57003	CCDC47	Homo sapiens	coiled-coil domain containing 47(CCDC47)
1750	DLX6	Homo sapiens	distal-less homeobox 6(DLX6)
84623	KIRREL3	Homo sapiens	kin of IRRE like 3 (Drosophila)(KIRREL3)
1758	DMP1	Homo sapiens	dentin matrix acidic phosphoprotein 1(DMP1)
1757	SARDH	Homo sapiens	sarcosine dehydrogenase(SARDH)
1770	DNAH9	Homo sapiens	dynein axonemal heavy chain 9(DNAH9)
57010	CABP4	Homo sapiens	calcium binding protein 4(CABP4)
29899	GPSM2	Homo sapiens	G-protein signaling modulator 2(GPSM2)
112939	NACC1	Homo sapiens	nucleus accumbens associated 1(NACC1)
27237	ARHGEF16	Homo sapiens	Rho guanine nucleotide exchange factor 16(ARHGEF16)
200014	CC2D1B	Homo sapiens	coiled-coil and C2 domain containing 1B(CC2D1B)
353514	LILRA5	Homo sapiens	leukocyte immunoglobulin like receptor A5(LILRA5)
112936	VPS26B	Homo sapiens	VPS26, retromer complex component B(VPS26B)
57017	COQ9	Homo sapiens	coenzyme Q9(COQ9)
57018	CCNL1	Homo sapiens	cyclin L1(CCNL1)
27231	NMRK2	Homo sapiens	nicotinamide riboside kinase 2(NMRK2)
57019	CIAPIN1	Homo sapiens	cytokine induced apoptosis inhibitor 1(CIAPIN1)
653361	NCF1	Homo sapiens	neutrophil cytosolic factor 1(NCF1)
28560	Trbv27	Homo sapiens	T cell receptor beta variable 27(TRBV27)
1763	DNA2	Homo sapiens	DNA replication helicase/nuclease 2(DNA2)
27235	COQ2	Homo sapiens	coenzyme Q2, polyprenyltransferase(COQ2)
1760	DMPK	Homo sapiens	dystrophia myotonica protein kinase(DMPK)
57016	AKR1B10	Homo sapiens	aldo-keto reductase family 1 member B10(AKR1B10)
27233	SULT1C4	Homo sapiens	sulfotransferase family 1C member 4(SULT1C4)
1781	DYNC1I2	Homo sapiens	dynein cytoplasmic 1 intermediate chain 2(DYNC1I2)
57020	c16orf62	Homo sapiens	chromosome 16 open reading frame 62(C16orf62)
84647	PLA2G12B	Homo sapiens	phospholipase A2 group XIIB(PLA2G12B)
1776	DNASE1L3	Homo sapiens	deoxyribonuclease 1 like 3(DNASE1L3)
60678	EEFSEC	Homo sapiens	eukaryotic elongation factor, selenocysteine-tRNA specific(EEFSEC)
1775	DNASE1L2	Homo sapiens	deoxyribonuclease 1 like 2(DNASE1L2)
60676	PAPPA2	Homo sapiens	pappalysin 2(PAPPA2)
1773	DNASE1	Homo sapiens	deoxyribonuclease 1(DNASE1)
60675	prok2	Homo sapiens	prokineticin 2(PROK2)
152137	CCDC50	Homo sapiens	coiled-coil domain containing 50(CCDC50)
154796	AMOT	Homo sapiens	angiomotin(AMOT)
84628	NTNG2	Homo sapiens	netrin G2(NTNG2)
200035	NUDT17	Homo sapiens	nudix hydrolase 17(NUDT17)
727897	MUC5B	Homo sapiens	mucin 5B, oligomeric mucus/gel-forming(MUC5B)
1789	DNMT3B	Homo sapiens	DNA methyltransferase 3 beta(DNMT3B)
124975	GGT6	Homo sapiens	gamma-glutamyltransferase 6(GGT6)
1786	DNMT1	Homo sapiens	DNA methyltransferase 1(DNMT1)
124976	SPNS2	Homo sapiens	sphingolipid transporter 2(SPNS2)
84634	KISS1R	Homo sapiens	KISS1 receptor(KISS1R)
60682	SMAP1	Homo sapiens	small ArfGAP 1(SMAP1)
60681	FKBP10	Homo sapiens	FK506 binding protein 10(FKBP10)
60680	CELF5	Homo sapiens	CUGBP, Elav-like family member 5(CELF5)
339287	MSL1	Homo sapiens	male specific lethal 1 homolog(MSL1)
28514	DLL1	Homo sapiens	delta like canonical Notch ligand 1(DLL1)
28513	CDH19	Homo sapiens	cadherin 19(CDH19)
28516	Trdv3	Homo sapiens	T cell receptor delta variable 3(TRDV3)
84669	USP32	Homo sapiens	ubiquitin specific peptidase 32(USP32)
1798	DPAGT1	Homo sapiens	dolichyl-phosphate N-acetylglucosaminephosphotransferase 1(DPAGT1)
1797	DXO	Homo sapiens	decapping exoribonuclease(DXO)
1795	DOCK3	Homo sapiens	dedicator of cytokinesis 3(DOCK3)
57047	PLSCR2	Homo sapiens	phospholipid scramblase 2(PLSCR2)
28511	NKIRAS2	Homo sapiens	NFKB inhibitor interacting Ras like 2(NKIRAS2)
29841	GRHL1	Homo sapiens	grainyhead like transcription factor 1(GRHL1)
1794	DOCK2	Homo sapiens	dedicator of cytokinesis 2(DOCK2)
1793	DOCK1	Homo sapiens	dedicator of cytokinesis 1(DOCK1)
124961	ZFP3	Homo sapiens	ZFP3 zinc finger protein(ZFP3)
84661	DPY30	Homo sapiens	dpy-30, histone methyltransferase complex regulatory subunit(DPY30)
30846	EHD2	Homo sapiens	EH domain containing 2(EHD2)
30845	EHD3	Homo sapiens	EH domain containing 3(EHD3)
84662	GLIS2	Homo sapiens	GLIS family zinc finger 2(GLIS2)
340267	COL28A1	Homo sapiens	collagen type XXVIII alpha 1 chain(COL28A1)
30844	EHD4	Homo sapiens	EH domain containing 4(EHD4)
29855	UBN1	Homo sapiens	ubinuclein 1(UBN1)
57050	UTP3	Homo sapiens	UTP3, small subunit processome component homolog (S. cerevisiae)(UTP3)
493753	COA5	Homo sapiens	cytochrome c oxidase assembly factor 5(COA5)
84658	ADGRE3	Homo sapiens	adhesion G protein-coupled receptor E3(ADGRE3)
123624	AGBL1	Homo sapiens	ATP/GTP binding protein like 1(AGBL1)
340252	ZNF680	Homo sapiens	zinc finger protein 680(ZNF680)
902	CCNH	Homo sapiens	cyclin H(CCNH)
30833	NT5C	Homo sapiens	5', 3'-nucleotidase, cytosolic(NT5C)
908	CCT6A	Homo sapiens	chaperonin containing TCP1 subunit 6A(CCT6A)
909	CD1A	Homo sapiens	CD1a molecule(CD1A)
64397	ZNF106	Homo sapiens	zinc finger protein 106(ZNF106)
64399	HHIP	Homo sapiens	hedgehog interacting protein(HHIP)
51081	MRPS7	Homo sapiens	mitochondrial ribosomal protein S7(MRPS7)
51085	MLXIPL	Homo sapiens	MLX interacting protein like(MLXIPL)
10536	P3H3	Homo sapiens	prolyl 3-hydroxylase 3(P3H3)
252983	STXBP4	Homo sapiens	syntaxin binding protein 4(STXBP4)
10535	RNASEH2A	Homo sapiens	ribonuclease H2 subunit A(RNASEH2A)
51087	YBX2	Homo sapiens	Y-box binding protein 2(YBX2)
10538	BATF	Homo sapiens	basic leucine zipper ATF-like transcription factor(BATF)
51086	TNNI3K	Homo sapiens	TNNI3 interacting kinase(TNNI3K)
51088	KLHL5	Homo sapiens	kelch like family member 5(KLHL5)
10539	GLRX3	Homo sapiens	glutaredoxin 3(GLRX3)
910	CD1B	Homo sapiens	CD1b molecule(CD1B)
912	CD1D	Homo sapiens	CD1d molecule(CD1D)
10534	SSSCA1	Homo sapiens	Sjogren syndrome/scleroderma autoantigen 1(SSSCA1)
10533	ATG7	Homo sapiens	autophagy related 7(ATG7)
919	CD247	Homo sapiens	CD247 molecule(CD247)
90673	PPP1R3E	Homo sapiens	protein phosphatase 1 regulatory subunit 3E(PPP1R3E)
51090	PLLP	Homo sapiens	plasmolipin(PLLP)
51092	SIDT2	Homo sapiens	SID1 transmembrane family member 2(SIDT2)
51094	ADIPOR1	Homo sapiens	adiponectin receptor 1(ADIPOR1)
51096	UTP18	Homo sapiens	UTP18, small subunit processome component(UTP18)
10549	PRDX4	Homo sapiens	peroxiredoxin 4(PRDX4)
51097	SCCPDH	Homo sapiens	saccharopine dehydrogenase (putative)(SCCPDH)
10548	TM9SF1	Homo sapiens	transmembrane 9 superfamily member 1(TM9SF1)
