##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
RNA degradation	KEGG PATHWAY	hsa03018	4	79	0.144488131223	0.211416579967	EDC3|HSPA9|MPP6|BTG1	http://www.genome.jp/kegg-bin/show_pathway?hsa03018/hsa:694%09red/hsa:10200%09red/hsa:80153%09red/hsa:3313%09red
RMTs methylate histone arginines	Reactome	R-HSA-3214858	4	79	0.144488131223	0.211416579967	H2AFX|RBBP7|SMARCA4|SMARCB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3214858
Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	Reactome	R-HSA-5693554	2	26	0.148207638649	0.215956176217	BRCA1|BRIP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693554
Miscellaneous transport and binding events	Reactome	R-HSA-5223345	2	26	0.148207638649	0.215956176217	ADD2|TUSC3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5223345
Negative regulation of FGFR1 signaling	Reactome	R-HSA-5654726	2	26	0.148207638649	0.215956176217	PPP2CA|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654726
stearate biosynthesis	BioCyc	PWY-5972	2	26	0.148207638649	0.215956176217	MECR|ACSL3	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-5972
superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	BioCyc	PWY-7211	2	26	0.148207638649	0.215956176217	NME3|CAD	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7211
Neuroactive ligand-receptor interaction	KEGG PATHWAY	hsa04080	12	338	0.150098449707	0.218529356894	AVPR1B|AVPR1A|GHR|PRLR|AVPR2|THRB|THRA|GRIN2B|ADRB2|GRM5|P2RX4|GRM2	http://www.genome.jp/kegg-bin/show_pathway?hsa04080/hsa:2690%09red/hsa:7067%09red/hsa:154%09red/hsa:5025%09red/hsa:2912%09red/hsa:2915%09red/hsa:2904%09red/hsa:553%09red/hsa:552%09red/hsa:554%09red/hsa:5618%09red/hsa:7068%09red
Fatty acid elongation	KEGG PATHWAY	hsa00062	2	27	0.156747915289	0.225996084503	MECR|THEM4	http://www.genome.jp/kegg-bin/show_pathway?hsa00062/hsa:51102%09red/hsa:117145%09red
Glutamate binding, activation of AMPA receptors and synaptic plasticity	Reactome	R-HSA-399721	2	27	0.156747915289	0.225996084503	AKAP5|CAMK2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-399721
Endogenous sterols	Reactome	R-HSA-211976	2	27	0.156747915289	0.225996084503	NCOA1|RXRA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-211976
RNA Polymerase III Transcription Initiation From Type 3 Promoter	Reactome	R-HSA-76071	2	27	0.156747915289	0.225996084503	BRF2|TBP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-76071
@@RNA Polymerase III Transcription Initiation From Type 2 Promoter	Reactome	R-HSA-76066	1	26	0.486333055055	0.531594532383	TBP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-76066
@@RNA Polymerase III Transcription Initiation From Type 1 Promoter	Reactome	R-HSA-76061	1	27	0.498856218625	0.542909441912	TBP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-76061
Downregulation of ERBB2 signaling	Reactome	R-HSA-8863795	2	27	0.156747915289	0.225996084503	AKT1|AKT3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8863795
Trafficking of AMPA receptors	Reactome	R-HSA-399719	2	27	0.156747915289	0.225996084503	AKAP5|CAMK2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-399719
Negative regulation of FGFR4 signaling	Reactome	R-HSA-5654733	2	27	0.156747915289	0.225996084503	PPP2CA|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654733
Arginine biosynthesis	PANTHER	P02728	1	6	0.158584681012	0.225996084503	CAD	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P02728
@@Arginine biosynthesis	KEGG PATHWAY	hsa00220	1	21	0.418869140585	0.476296943486	GLS2	http://www.genome.jp/kegg-bin/show_pathway?hsa00220/hsa:27165%09red
Loss of Function of TGFBR1 in Cancer	Reactome	R-HSA-3656534	1	6	0.158584681012	0.225996084503	TGFBR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3656534
Estrogen-stimulated signaling through PRKCZ	Reactome	R-HSA-9634635	1	6	0.158584681012	0.225996084503	MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9634635
Negative feedback regulation of MAPK pathway	Reactome	R-HSA-5674499	1	6	0.158584681012	0.225996084503	MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5674499
Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA	Reactome	R-HSA-77346	1	6	0.158584681012	0.225996084503	MECR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-77346
Activated NTRK3 signals through RAS	Reactome	R-HSA-9034864	1	6	0.158584681012	0.225996084503	NTRK3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9034864
Vitamins	Reactome	R-HSA-211916	1	6	0.158584681012	0.225996084503	VDR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-211916
TLR3-mediated TICAM1-dependent programmed cell death	Reactome	R-HSA-9013957	1	6	0.158584681012	0.225996084503	TLR3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9013957
Synthesis of 15-eicosatetraenoic acid derivatives	Reactome	R-HSA-2142770	1	6	0.158584681012	0.225996084503	PTGS2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2142770
Loss of Function of SMAD2/3 in Cancer	Reactome	R-HSA-3304349	1	6	0.158584681012	0.225996084503	TGFBR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3304349
Phenylalanine metabolism	Reactome	R-HSA-8964208	1	6	0.158584681012	0.225996084503	PCBD1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8964208
@@Phenylalanine metabolism	KEGG PATHWAY	hsa00360	1	17	0.358579354263	0.422283896339	MAOA	http://www.genome.jp/kegg-bin/show_pathway?hsa00360/hsa:4128%09red
SOS-mediated signalling	Reactome	R-HSA-112412	1	6	0.158584681012	0.225996084503	IRS2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112412
RUNX1 regulates estrogen receptor mediated transcription	Reactome	R-HSA-8931987	1	6	0.158584681012	0.225996084503	CBFB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8931987
Activated NTRK2 signals through CDK5	Reactome	R-HSA-9032845	1	6	0.158584681012	0.225996084503	TIAM1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9032845
RUNX1 regulates transcription of genes involved in WNT signaling	Reactome	R-HSA-8939256	1	6	0.158584681012	0.225996084503	CBFB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8939256
glutathione redox reactions I	BioCyc	PWY-4081	1	6	0.158584681012	0.225996084503	GPX7	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-4081
urea cycle	BioCyc	PWY-4984	1	6	0.158584681012	0.225996084503	CAD	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-4984
sucrose degradation	BioCyc	PWY66-373	1	6	0.158584681012	0.225996084503	ALDOB	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-373
Oxytocin receptor mediated signaling pathway	PANTHER	P04391	3	54	0.161834464274	0.230252286569	PRKCH|PRKCE|PLCG2	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P04391
Fanconi anemia pathway	KEGG PATHWAY	hsa03460	3	54	0.161834464274	0.230252286569	BRCA1|BRIP1|ERCC4	http://www.genome.jp/kegg-bin/show_pathway?hsa03460/hsa:672%09red/hsa:2072%09red/hsa:83990%09red
@@Fanconi Anemia Pathway	Reactome	R-HSA-6783310	2	40	0.272888527158	0.342212731174	ERCC4|DCLRE1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6783310
Taste transduction	KEGG PATHWAY	hsa04742	4	83	0.162802852794	0.231441910958	SCNN1G|ADCY8|SCNN1B|SCNN1A	http://www.genome.jp/kegg-bin/show_pathway?hsa04742/hsa:6337%09red/hsa:114%09red/hsa:6338%09red/hsa:6340%09red
Nicotine pharmacodynamics pathway	PANTHER	P06587	2	28	0.165377983741	0.234151676008	CACNA1G|PPP1CA	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P06587
Negative regulation of FGFR2 signaling	Reactome	R-HSA-5654727	2	28	0.165377983741	0.234151676008	PPP2CA|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654727
Activation of AMPK downstream of NMDARs	Reactome	R-HSA-9619483	2	28	0.165377983741	0.234151676008	TUBA1A|TUBA8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9619483
EPHA-mediated growth cone collapse	Reactome	R-HSA-3928663	2	28	0.165377983741	0.234151676008	MYH10|FYN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3928663
Interconversion of nucleotide di- and triphosphates	Reactome	R-HSA-499943	2	28	0.165377983741	0.234151676008	AK1|NME3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-499943
HSP90 chaperone cycle for steroid hormone receptors (SHR)	Reactome	R-HSA-3371497	3	55	0.167779845938	0.237360331763	TUBA1A|TUBA8|DLC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3371497
Serotonergic synapse	KEGG PATHWAY	hsa04726	5	115	0.169608573787	0.239753638229	TRPC1|PTGS2|MAOA|MAPK1|GNG11	http://www.genome.jp/kegg-bin/show_pathway?hsa04726/hsa:4128%09red/hsa:2791%09red/hsa:5594%09red/hsa:7220%09red/hsa:5743%09red
Glucose metabolism	Reactome	R-HSA-70326	4	85	0.172259918215	0.243304969231	PPP2CA|PPP2R5D|ALDOB|TPR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-70326
Thyrotropin-releasing hormone receptor signaling pathway	PANTHER	P04394	3	56	0.17378778202	0.244899294956	PRKCH|PRKCE|PLCG2	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P04394
GABA receptor activation	Reactome	R-HSA-977443	3	56	0.17378778202	0.244899294956	KCNJ2|ADCY8|ADCY3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-977443
Microautophagy	Reactome	R-HSA-9615710	2	29	0.1740884131	0.244899294956	CHMP4B|CHMP4C	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9615710
TNFs bind their physiological receptors	Reactome	R-HSA-5669034	2	29	0.1740884131	0.244899294956	TNFSF13|TNFRSF17	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5669034
Tight junction interactions	Reactome	R-HSA-420029	2	29	0.1740884131	0.244899294956	PARD6A|CRB3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-420029
Cardiac muscle contraction	KEGG PATHWAY	hsa04260	4	86	0.177058434212	0.248142691211	TNNT2|TPM3|TNNI3|TNNC1	http://www.genome.jp/kegg-bin/show_pathway?hsa04260/hsa:7137%09red/hsa:7170%09red/hsa:7139%09red
Insulin secretion	KEGG PATHWAY	hsa04911	4	86	0.177058434212	0.248142691211	CREB5|ADCY8|CAMK2B|ADCY3	http://www.genome.jp/kegg-bin/show_pathway?hsa04911/hsa:816%09red/hsa:109%09red/hsa:9586%09red/hsa:114%09red
Selenoamino acid metabolism	Reactome	R-HSA-2408522	5	117	0.17771495568	0.248142691211	EPRS|IARS|AIMP2|EEF1E1|RARS	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2408522
Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	Reactome	R-HSA-2660826	1	7	0.179088125142	0.248142691211	ADAM17	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2660826
Activation of NIMA Kinases NEK9, NEK6, NEK7	Reactome	R-HSA-2980767	1	7	0.179088125142	0.248142691211	CCNB2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2980767
Neurofascin interactions	Reactome	R-HSA-447043	1	7	0.179088125142	0.248142691211	NRCAM	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-447043
Displacement of DNA glycosylase by APEX1	Reactome	R-HSA-110357	1	7	0.179088125142	0.248142691211	MPG	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-110357
Lectin pathway of complement activation	Reactome	R-HSA-166662	1	7	0.179088125142	0.248142691211	MBL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166662
CREB phosphorylation	Reactome	R-HSA-199920	1	7	0.179088125142	0.248142691211	RPS6KA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199920
NrCAM interactions	Reactome	R-HSA-447038	1	7	0.179088125142	0.248142691211	NRCAM	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-447038
SHC-related events triggered by IGF1R	Reactome	R-HSA-2428933	1	7	0.179088125142	0.248142691211	IGF1R	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2428933
Signaling by TGF-beta Receptor Complex in Cancer	Reactome	R-HSA-3304351	1	7	0.179088125142	0.248142691211	TGFBR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3304351
Nef and signal transduction	Reactome	R-HSA-164944	1	7	0.179088125142	0.248142691211	FYN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-164944
Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	Reactome	R-HSA-2660825	1	7	0.179088125142	0.248142691211	ADAM17	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2660825
Fructose metabolism	Reactome	R-HSA-5652084	1	7	0.179088125142	0.248142691211	ALDOB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5652084
SUMO is transferred from E1 to E2 (UBE2I, UBC9)	Reactome	R-HSA-3065678	1	7	0.179088125142	0.248142691211	UBE2I	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3065678
N-end rule pathway I (eukaryotic)	BioCyc	PWY-7799	1	7	0.179088125142	0.248142691211	METAP2	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7799
superpathway of choline degradation to L-serine	BioCyc	PWY66-414	1	7	0.179088125142	0.248142691211	SHMT2	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-414
glycogenolysis	BioCyc	PWY-5941	1	7	0.179088125142	0.248142691211	MGAM	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-5941
Pyrimidine metabolism	KEGG PATHWAY	hsa00240	3	57	0.179855254114	0.248811616364	NME3|TK1|CAD	http://www.genome.jp/kegg-bin/show_pathway?hsa00240/hsa:7083%09red/hsa:790%09red/hsa:4832%09red
E3 ubiquitin ligases ubiquitinate target proteins	Reactome	R-HSA-8866654	3	57	0.179855254114	0.248811616364	VCP|WAC|UBE2D3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8866654
Citrate cycle (TCA cycle)	KEGG PATHWAY	hsa00020	2	30	0.182870177841	0.252383920522	DLST|SUCLG1	http://www.genome.jp/kegg-bin/show_pathway?hsa00020/hsa:8802%09red/hsa:1743%09red
Pyruvate metabolism	Reactome	R-HSA-70268	2	30	0.182870177841	0.252383920522	LDHA|RXRA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-70268
@@Pyruvate metabolism	KEGG PATHWAY	hsa00620	1	39	0.627342386494	0.657394716386	LDHA	http://www.genome.jp/kegg-bin/show_pathway?hsa00620/hsa:3939%09red
EGFR downregulation	Reactome	R-HSA-182971	2	30	0.182870177841	0.252383920522	PTPN3|SH3GL1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-182971
Ribosomal scanning and start codon recognition	Reactome	R-HSA-72702	3	58	0.1859792671	0.256270643642	EIF3I|EIF3B|EIF2S1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72702
Translation initiation complex formation	Reactome	R-HSA-72649	3	58	0.1859792671	0.256270643642	EIF3I|EIF3B|EIF2S1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72649
Metabolism of water-soluble vitamins and cofactors	Reactome	R-HSA-196849	5	120	0.190139957967	0.261797739137	PTGS2|BST1|SHMT2|PARP10|AASDHPPT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-196849
PERK regulates gene expression	Reactome	R-HSA-381042	2	31	0.191714643697	0.262728478282	NFYB|EIF2S1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-381042
Transferrin endocytosis and recycling	Reactome	R-HSA-917977	2	31	0.191714643697	0.262728478282	ATP6V1E1|MCOLN1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-917977
Activated NOTCH1 Transmits Signal to the Nucleus	Reactome	R-HSA-2122948	2	31	0.191714643697	0.262728478282	ADAM17|ARRB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2122948
HS-GAG biosynthesis	Reactome	R-HSA-2022928	2	31	0.191714643697	0.262728478282	AGRN|EXT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2022928
Macroautophagy	Reactome	R-HSA-1632852	4	89	0.191716723867	0.262728478282	DLC1|CHMP4B|CHMP4C|TSC2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1632852
B-WICH complex positively regulates rRNA expression	Reactome	R-HSA-5250924	4	89	0.191716723867	0.262728478282	TBP|DDX21|H2AFX|KAT2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5250924
Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	Reactome	R-HSA-72662	3	59	0.192156851893	0.263125579666	EIF3I|EIF3B|EIF2S1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72662
Metabolism of vitamins and cofactors	Reactome	R-HSA-196854	7	186	0.193054958562	0.264148692324	PTGS2|PARP10|AGRN|AKT1|BST1|SHMT2|AASDHPPT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-196854
Long-term depression	KEGG PATHWAY	hsa04730	3	60	0.198385068004	0.269877439839	PPP2CA|IGF1R|MAPK1	http://www.genome.jp/kegg-bin/show_pathway?hsa04730/hsa:5515%09red/hsa:3480%09red/hsa:5594%09red
Netrin mediated repulsion signals	Reactome	R-HSA-418886	1	8	0.199092442761	0.269877439839	SRC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418886
RUNX1 regulates transcription of genes involved in differentiation of keratinocytes	Reactome	R-HSA-8939242	1	8	0.199092442761	0.269877439839	CBFB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8939242
AMPK inhibits chREBP transcriptional activation activity	Reactome	R-HSA-163680	1	8	0.199092442761	0.269877439839	ADIPOR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163680
HuR (ELAVL1) binds and stabilizes mRNA	Reactome	R-HSA-450520	1	8	0.199092442761	0.269877439839	TNFSF13	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450520
Release of Hh-Np from the secreting cell	Reactome	R-HSA-5362798	1	8	0.199092442761	0.269877439839	ADAM17	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5362798
TRAIL  signaling	Reactome	R-HSA-75158	1	8	0.199092442761	0.269877439839	CFLAR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75158
Sema4D mediated inhibition of cell attachment and migration	Reactome	R-HSA-416550	1	8	0.199092442761	0.269877439839	RRAS	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-416550
ROBO receptors bind AKAP5	Reactome	R-HSA-9010642	1	8	0.199092442761	0.269877439839	AKAP5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9010642
Cross-presentation of particulate exogenous antigens (phagosomes)	Reactome	R-HSA-1236973	1	8	0.199092442761	0.269877439839	NCF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236973
urate biosynthesis/inosine 5'-phosphate degradation	BioCyc	PWY-5695	1	8	0.199092442761	0.269877439839	IMPDH2	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-5695
serotonin degradation	BioCyc	PWY-6313	1	8	0.199092442761	0.269877439839	MAOA	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-6313
Plasma lipoprotein clearance	Reactome	R-HSA-8964043	2	32	0.200613553984	0.271308902219	CLTA|NR1H2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8964043
Amino acid transport across the plasma membrane	Reactome	R-HSA-352230	2	32	0.200613553984	0.271308902219	SIT1|SLC38A2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-352230
Nuclear Pore Complex (NPC) Disassembly	Reactome	R-HSA-3301854	2	32	0.200613553984	0.271308902219	CCNB2|TPR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3301854
MHC class II antigen presentation	Reactome	R-HSA-2132295	5	123	0.202863307085	0.274139604168	CLTA|TUBA1A|TUBA8|DLC1|KIF18A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2132295
Post-translational modification: synthesis of GPI-anchored proteins	Reactome	R-HSA-163125	4	92	0.206738822659	0.279161218869	PLAUR|LY6E|BST1|GAB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163125
Base excision repair	KEGG PATHWAY	hsa03410	2	33	0.20955901636	0.282098675869	MPG|HMGB1	http://www.genome.jp/kegg-bin/show_pathway?hsa03410/hsa:3146%09red/hsa:4350%09red
@@Base Excision Repair	Reactome	R-HSA-73884	2	89	0.6535274554	0.680757766042	MPG|H2AFX	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73884
Apoptosis - multiple species	KEGG PATHWAY	hsa04215	2	33	0.20955901636	0.282098675869	MAPK8|BIRC2	http://www.genome.jp/kegg-bin/show_pathway?hsa04215/hsa:329%09red/hsa:5599%09red
Resolution of D-loop Structures through Holliday Junction Intermediates	Reactome	R-HSA-5693568	2	33	0.20955901636	0.282098675869	BRCA1|BRIP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693568
Synthesis of bile acids and bile salts	Reactome	R-HSA-192105	2	33	0.20955901636	0.282098675869	NCOA1|RXRA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-192105
Nicotinic acetylcholine receptor signaling pathway	PANTHER	P00044	4	93	0.211820281742	0.284923515025	STX11|MYH10|SLC6A8|MYO7A	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00044
RHO GTPases activate PKNs	Reactome	R-HSA-5625740	4	94	0.216936375336	0.289823561718	SFN|MYH10|H2AFX|CDC25C	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5625740
Cell-cell junction organization	Reactome	R-HSA-421270	3	63	0.217344576728	0.289823561718	CDH5|PARD6A|CRB3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-421270
Propanoate metabolism	KEGG PATHWAY	hsa00640	2	34	0.218543490004	0.289823561718	SUCLG1|LDHA	http://www.genome.jp/kegg-bin/show_pathway?hsa00640/hsa:8802%09red/hsa:3939%09red
Resolution of D-Loop Structures	Reactome	R-HSA-5693537	2	34	0.218543490004	0.289823561718	BRCA1|BRIP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693537
Axonal growth inhibition (RHOA activation)	Reactome	R-HSA-193634	1	9	0.218609772267	0.289823561718	RTN4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193634
Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	Reactome	R-HSA-159763	1	9	0.218609772267	0.289823561718	GAS6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-159763
Interleukin-23 signaling	Reactome	R-HSA-9020933	1	9	0.218609772267	0.289823561718	TYK2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9020933
ATF6 (ATF6-alpha) activates chaperone genes	Reactome	R-HSA-381183	1	9	0.218609772267	0.289823561718	NFYB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-381183
InlA-mediated entry of Listeria monocytogenes into host cells	Reactome	R-HSA-8876493	1	9	0.218609772267	0.289823561718	SRC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8876493
