source	target	w
RELA	RXRA	0.014101
RELA	ETHE1	0.015558
RELA	SP1	0.094604
RELA	GTF2B	0.031471
RELA	NFKB1	0.15078
RELA	STAT6	0.089511
RELA	IRAK1BP1	0.0042254
RELA	HEXIM1	0.0019224
RELA	AES	0.058581
RELA	TP53BP2	0.001707
RELA	SIRT1	0.001372
RELA	REPS2	4.1982e-05
RELA	NFKBIA	0.013177
RELA	REL	0.044562
RELA	BTK	0.0002922
RELA	PGR	7.0076e-05
RELA	PPP2CA	0.0012901
RELA	NR3C1	7.9965e-05
RELA	TGM2	0.23017
RELA	CEBPB	0.052624
RELA	TSC22D3	0.076264
RELA	PRKCZ	0.00067182
RELA	JUN	0.020712
RELA	PIAS1	0.0030164
RELA	KAT2B	0.00027262
RELA	IRF1	0.020354
RELA	EGR1	0.010131
RELA	MAP3K8	0.0010634
RELA	MYC	0.04825
RELA	CEBPD	0.032051
RELA	FOS	0.027628
PIAS2	GTF2IRD1	0.0069609
PIAS2	PARK7	0.0019601
PIAS2	MSX2	0.0043637
PIAS2	HDAC3	0.026061
PIAS2	CHMP4B	0.01687
PIAS2	UBE2I	0.079813
PIAS2	PIAS1	0.029029
ZC3H7A	COL7A1	0.036064
TLN1	PTK2	0.0079307
TLN1	ITGA2B	0.0050304
TLN1	VCL	0.0047031
TLN1	LRP2	0.0034182
TLN1	PXN	0.0026373
TLN1	ITGA1	0.0093638
HOXA7	GMNN	0.020626
HOXA7	MEIS1	0.085221
PIK3CD	ASCC2	0.0012119
PIK3CD	PIK3R2	0.0080031
PIK3CD	RALY	0.0018899
PIK3CD	IRS2	0.00018163
PIK3CD	PIK3R1	0.00023507
SPEF1	ZBED1	0.0045825
HDHD2	LUC7L2	0.015828
HDHD2	TARBP2	0.01663
HDHD2	DVL1	0.0064594
HDHD2	EPHB6	0.0012615
HDHD2	CFD	0.016319
NUP98	RCC1	0.0051108
NUP98	TNPO1	0.013327
NUP98	RAE1	8.3848e-05
NUP98	SEC13	0.0029838
NUP98	NUP88	0.0051766
NUP98	CREBBP	0.00015049
NUP98	NXF1	0.00038739
NUP98	TPR	0.008644
PER2	TIMELESS	0.0019771
PER2	CSNK1D	0.0044376
PER2	CRY2	0.048014
PER2	CRY1	0.028021
KAT5	CCNB1	0.023288
KAT5	CDK1	0.0090929
KAT5	POLE2	0.02203
KAT5	PLA2G4A	0.021488
KAT5	BARD1	0.044134
KAT5	HDAC1	0.027703
KAT5	GAPDH	0.003137
KAT5	CSTF2	0.00032588
KAT5	TELO2	0.01557
KAT5	SNAPIN	0.0020485
KAT5	TRIB3	3.1404e-06
KAT5	EFNA1	0.004723
KAT5	PITX2	0.0055144
KAT5	TP53	0.0056742
KAT5	SNRPD2	0.019564
KAT5	E2F1	0.002349
KAT5	MAD2L1BP	0.01284
KAT5	CBX8	0.010401
KAT5	GEMIN7	0.0098422
KAT5	APP	0.0088323
KAT5	CCT7	8.2246e-07
KAT5	NDUFV2	0.0098615
KAT5	IL9R	0.001294
KAT5	CREBBP	0.0010048
KAT5	HDAC7	0.010168
KAT5	HABP4	0.024961
KAT5	IK	0.019545
KAT5	HNRNPH3	0.012114
KAT5	PTPN4	0.0043542
KAT5	LMNA	0.0057371
KAT5	NFKB1	0.027875
KAT5	GSTO1	3.066e-06
KAT5	APBB1	0.047019
KAT5	ZNF24	0.077977
KAT5	EDNRA	0.048083
KAT5	MYC	0.0010441
CACNA1C	CACNB3	0.012662
CACNA1C	RYR2	0.15406
ANXA2	CEACAM1	0.0097476
ANXA2	CTSB	0.0024786
ANXA2	LYPLA1	0.0011242
ANXA2	PHB	8.4269e-05
ANXA2	SRC	8.0689e-05
ANXA2	MAP3K4	0.0019119
ANXA2	DYSF	0.028829
ANXA2	PRKCB	0.0028648
ANXA2	S100A10	0.007672
ANXA2	MYOC	0.018544
ANXA2	S100A4	0.048332
ANXA2	PLA1A	0.0050966
RIPK1	EGFR	0.0023979
RIPK1	FADD	0.0088156
RIPK1	SQSTM1	0.023
RIPK1	PTK2	0.0055758
RIPK1	TAX1BP1	0.023318
RIPK1	TRADD	0.028205
RIPK1	TRAF5	0.027833
RIPK1	HSP90AA1	2.2378e-07
RIPK1	IKBKG	0.0028908
RIPK1	TRPC4AP	0.0011474
RIPK1	RNF216	4.4294e-05
RIPK1	TICAM1	0.034846
RIPK1	CRADD	0.01558
RIPK1	NFKB1	0.17592
RIPK1	RNF11	0.049269
RIPK1	TNFRSF1A	0.014344
RIPK1	MAP3K14	0.027292
RIPK1	MAP3K3	0.0012137
RIPK1	CFLAR	0.058183
RIPK1	FAS	0.081422
RIPK1	CCDC50	0.030692
RIPK1	TNFAIP3	0.06574
RIPK1	MAP3K8	0.019443
MOAP1	BAX	0.012811
MOAP1	UBQLN4	0.00025956
MOAP1	MAGEH1	0.057114
MOAP1	TNFRSF1A	4.6204e-05
MOAP1	RASSF1	0.00088949
VPS36	VPS25	0.030256
VPS36	SNF8	0.018248
ELAVL1	TNPO1	0.0018095
ELAVL1	CARM1	0.013682
ELAVL1	ANP32A	0.0070383
SRF	ETV4	0.012951
SRF	FHL2	1.415e-05
SRF	CASP6	0.096284
SRF	HMGA1	0.00046829
SRF	HOPX	0.024972
SRF	CASP3	0.0096815
SRF	PRKDC	0.00095122
SRF	OGT	0.019044
SRF	FHL3	0.010037
SRF	TCF3	4.3109e-05
SRF	SSRP1	0.0002751
SRF	CSNK2A1	0.0072837
SRF	MYOD1	0.00011383
SRF	SRC	0.00021138
SRF	NKX2-5	0.0022472
SRF	CREBBP	0.027789
SRF	RELA	0.056767
SRF	RXRA	0.02958
SRF	RXRG	0.0022021
SRF	CEBPB	0.079969
SRF	NCOA1	0.024112
SRF	MYOCD	0.002231
SRF	FLI1	0.021876
SRF	FHL5	0.020049
SRF	FHL1	0.027071
KIR2DL4	FCER1G	0.042965
CDK9	SERPINH1	0.010484
CDK9	MYBL2	0.039436
CDK9	HEXIM2	0.036542
CDK9	TP53	7.4578e-08
CDK9	STK36	0.017936
CDK9	HTATSF1	0.0046239
CDK9	CDC34	0.00030332
CDK9	CCNK	0.017371
CDK9	RELA	0.019661
CDK9	RB1	0.0072259
CDK9	NFKB1	0.0054155
CDK9	HEXIM1	0.0010461
SEC62	SEC63	0.10732
ZDHHC17	SYT1	0.00064641
ZDHHC17	SNAP25	0.019364
CD40	HSPA4	0.018544
CD40	TRAF5	0.034856
CD40	XRCC6	0.040503
CD40	JAK3	0.0069859
CD40	TRAF3IP2	0.001946
CD40	TRAF6	0.0011304
CD40	BIRC2	0.00063658
CD40	RIPK2	0.039756
CD40	IL4R	0.036059
CD40	BIRC3	0.036392
CD40	PIK3R1	0.0009842
CD40	MAP3K8	0.0016475
CD40	CAV1	0.007071
CLEC4M	ITGAM	0.011576
PEX5	PEX10	0.0018728
PEX5	PEX7	0.0011595
PEX5	SIRT3	0.01559
PEX5	SSTR5	0.0047124
PEX5	SNUPN	0.0045086
PRKCE	GAD1	0.0010852
PRKCE	KRT18	0.00080132
PRKCE	RPS6KB2	0.00055081
PRKCE	COPB1	0.00108
PRKCE	GRIN2D	0.039897
PRKCE	COPB2	0.0085683
PRKCE	ADAP1	0.017621
PRKCE	SLC4A3	0.0085423
PRKCE	OPRD1	0.0034189
PRKCE	SRC	0.064603
PRKCE	GRM5	0.0015472
PRKCE	CHAT	0.04309
PRKCE	CFTR	0.0056578
PRKCE	PRKD1	0.012264
PRKCE	RAF1	0.022377
PRKCE	SLC25A4	0.016105
PRKCE	TIAM1	0.0013326
PRKCE	MAPK1	0.02232
PRKCE	MYH2	0.004642
PRKCE	BTK	0.0136
PRKCE	GNA13	0.0088732
PRKCE	CNN1	0.013901
PRKCE	GJA1	1.4907e-05
PRKCE	FYN	0.033421
PRKCE	PECAM1	0.05006
MYOT	ACTN1	0.034657
MYOT	FLNC	0.055575
GFRA1	RET	0.038119
GFRA1	GDNF	0.00048492
GFRA1	NCAM1	0.034419
CBLL1	CDH1	0.0051391
ACTN2	ADAM12	0.051728
ACTN2	EPS8L1	0.029278
ACTN2	MED14	0.060035
ACTN2	CAPN1	0.0046812
ACTN2	COIL	0.048037
ACTN2	RAVER1	0.0011579
ACTN2	NR1I2	6.9956e-07
ACTN2	GRIN2B	0.0011554
ACTN2	KCNA4	0.00055871
ACTN2	MYOZ2	0.027492
ACTN2	NCOR1	0.0043333
ACTN2	ATXN2	0.021981
ACTN2	MYOZ1	0.068245
ACTN2	PALLD	0.0073604
ACTN2	PKD2	0.015991
ACTN2	UTRN	0.0022132
ACTN2	KCNA5	0.051495
ACTN2	PDLIM1	0.085926
ACTN2	KAT2B	0.041254
ACTN2	SELE	0.0036062
ERP44	ITPR1	0.020587
CDKN2D	CDK4	0.002098
SIGLEC11	PTPN6	0.029308
RNF34	DNAJA3	0.0076891
DCTN3	PBX2	0.017595
LYAR	ZHX1	0.012219
LYAR	ZBTB16	4.4209e-05
TMF1	SMARCA4	0.040789
TMF1	GFI1B	0.026016
TMF1	FER	0.0040249
PRKD3	KPNA2	0.015689
PRKD3	GSK3A	0.036452
PRKD3	VAMP2	0.0016876
PRKD3	BCL6	0.016049
XPO4	EIF5A	0.00061363
NCOR1	MYBL2	0.063175
NCOR1	HDAC3	0.038343
NCOR1	ZBTB33	0.00030853
NCOR1	PPARD	0.012979
NCOR1	PHB	0.030567
NCOR1	CBFA2T2	0.022493
NCOR1	TXNRD2	0.029158
NCOR1	PTMA	0.006748
NCOR1	THRA	0.031959
NCOR1	HDAC5	0.00096463
NCOR1	ACTN2	0.0043333
NCOR1	RUNX1T1	0.025718
NCOR1	NR1H2	0.010761
NCOR1	SP1	0.02775
NCOR1	SKI	0.0031208
NCOR1	MECP2	0.034724
NCOR1	PDCD2	0.077401
NCOR1	HEY2	0.014824
NCOR1	NR3C1	0.016311
NCOR1	THRB	0.11669
NCOR1	ETS2	0.010654
NCOR1	BCL6	3.0718e-06
NCOR1	PPARG	0.05745
NCOR1	ETS1	0.02873
NCOR1	DACH1	0.017091
NCOR1	ZBTB16	0.00039797
GNG2	CACNA1H	0.012429
GNG2	SMURF2	0.0033226
GNG2	BTK	0.032143
EPC1	TRIM27	0.060943
EPC1	E2F6	6.929e-05
RANBP10	MEGF10	0.036466
BIRC2	CASP3	0.0020818
BIRC2	JUP	0.054081
BIRC2	TRADD	0.015168
BIRC2	DIABLO	0.018814
BIRC2	IKBKG	0.027573
BIRC2	LTBR	0.032993
BIRC2	CD40	0.00063658
BIRC2	RIPK2	0.088478
BIRC2	FBXO7	0.0065778
BIRC2	GAS1	0.0032729
CD81	PTGFRN	0.02918
CD81	CD19	0.0043898
CD81	SHC1	0.0035145
CD81	DLG5	0.0067219
CD81	IGSF8	1.4579e-05
CD81	INO80B	0.0019634
CD81	RBBP6	2.7147e-05
CD81	TSPAN4	0.13221
CD81	ITGA4	3.7923e-05
CD81	KIT	0.0036521
CD81	MYOC	0.016966
CD81	ZBTB16	0.1213
DNAI1	PAFAH1B1	0.0010669
CLUAP1	CLU	0.017831
ACSL3	NDRG1	0.0025675
SRGAP1	RHOA	0.015113
IFITM2	PTCD3	8.2634e-05
SGTB	EFEMP2	0.0029034
SGTB	RAI2	0.067611
ZBTB43	MCM10	0.039132
ZBTB43	ARRB1	0.0029156
PAN3	PABPC1	0.007416
NFATC2	NFATC2IP	0.0016813
NFATC2	FOXP3	0.0014242
NFATC2	IRF4	0.00035868
NFATC2	CREBBP	0.0093199
NFATC2	VIM	0.029397
NFATC2	PRKCZ	0.00080672
NFATC2	EGR1	0.023409
RPS27	ENOPH1	0.077393
HDLBP	ADAR	0.0034752
HDLBP	XPOT	0.027655
SNX3	SCNN1A	0.0093052
SNX3	STX11	0.073261
UFSP2	CAPN1	0.099226
ICAM5	ITGAL	0.012744
GGA2	SORL1	0.0010131
GGA2	CLINT1	0.055778
GGA2	SYNRG	0.00034355
GGA2	RABGEF1	0.067683
GGA2	AFTPH	0.013243
GGA2	LRP3	0.020781
AZI2	IKBKE	0.0282
AZI2	TICAM1	0.029674
PSMD9	PSMC6	0.0082172
PSMD9	TCF3	0.0023794
ROCK2	STAU1	0.063773
ROCK2	PPP1R12A	0.068837
PLXND1	MACF1	0.022966
RAB8A	RABIF	0.012477
RAB8A	PQBP1	0.0025794
RAB8A	OCRL	0.0062544
RAB8A	RIMS2	0.0032922
RAB8A	RAB3IP	0.0014386
RAB8A	MAP4K2	0.015706
RAB8A	SYTL4	0.00016031
RAB8A	OPTN	0.03904
MYH9	MEN1	0.010513
MYH9	OVGP1	0.0082708
MYH9	ASCC2	0.00046995
MYH9	TUFM	0.01347
MYH9	MYOM1	0.0020769
MYH9	PTPN6	0.0066659
MYH9	MYL9	0.020403
MYH9	MYOM2	0.00064846
MYH9	CD163	0.001832
MYH9	MYH10	0.0072913
MYH9	S100A4	0.0056017
LIMK2	CDC42BPA	0.0096894
LIMK2	LIMK1	0.00070636
LIMK2	PARD3	0.0057265
TNF	PDIK1L	0.026226
TNF	BGN	0.00497
TNF	MMP17	0.00041417
TNF	ADAM17	0.010217
TNF	IFNG	0.061386
TNF	TNFRSF1A	0.018132
TNF	TNFRSF1B	0.069242
TNF	DCN	0.0083824
PTPN6	BLNK	0.0034701
PTPN6	CEACAM1	0.025641
PTPN6	HOXA10	0.0093726
PTPN6	CD79A	0.018077
PTPN6	EGFR	0.016889
PTPN6	SHC1	0.0049956
PTPN6	ACTN1	0.0049868
PTPN6	KHDRBS1	0.0051181
PTPN6	TLR10	0.026581
PTPN6	TYK2	0.026371
PTPN6	SRC	0.0025573
PTPN6	JAK3	0.00052389
PTPN6	TRAF6	0.0016786
PTPN6	STAT5B	0.00039688
PTPN6	SIGLEC11	0.029308
PTPN6	MYH9	0.0066659
PTPN6	NOS1	0.0024665
PTPN6	LAIR1	0.06065
PTPN6	ZAP70	0.15957
PTPN6	SIRPA	0.088596
PTPN6	STAT6	0.0059358
PTPN6	KIR2DL3	0.010002
PTPN6	CD33	0.1278
PTPN6	TNFRSF1A	0.026938
PTPN6	IL4R	0.010539
PTPN6	IL2RB	0.075826
PTPN6	IRS2	0.00085574
PTPN6	CLEC4A	0.039663
PTPN6	LCP2	0.076086
PTPN6	PIK3R1	0.0028924
PTPN6	PAG1	0.0044919
PTPN6	JAK2	0.008282
PTPN6	GAB2	0.028529
PTPN6	PILRA	0.053084
PTPN6	CD300LF	0.16339
PTPN6	CD247	0.12077
PTPN6	KIT	0.00042725
PTPN6	PTPRC	0.04759
PTPN6	MS4A2	0.0036086
PTPN6	FAS	0.00017598
PTPN6	LILRB2	0.074715
PTPN6	CSF2RB	0.05715
PTPN6	KDR	8.965e-05
PTPN6	LIFR	0.00030467
PTPN6	PECAM1	0.0050911
PTPN6	GHR	0.0039534
PTPN6	CAV1	0.0081503
RAF1	PBK	0.030399
RAF1	OIP5	0.016813
RAF1	KRT8	0.0087789
RAF1	PAK1	0.078593
RAF1	CNKSR1	0.0042728
RAF1	KRT18	0.0004507
RAF1	HSPA4	0.12222
RAF1	CDC25A	0.0044532
RAF1	TIMM50	0.04663
RAF1	AKT1	0.036407
RAF1	HSP90AA1	0.032565
RAF1	YWHAG	0.0073592
RAF1	PHB	0.043871
RAF1	NUDT14	0.014137
RAF1	GNG4	0.035147
RAF1	SRC	0.10976
RAF1	RAP2A	0.0074362
RAF1	KSR2	0.013898
RAF1	KSR1	0.045836
RAF1	MAPK7	0.030759
RAF1	TBXA2R	0.0013474
RAF1	PRKG1	0.018387
RAF1	PEBP1	0.007402
RAF1	PRKCE	0.022377
RAF1	CPS1	0.0027375
RAF1	RB1	0.071238
RAF1	DMPK	0.021172
RAF1	MAPK1	0.024721
RAF1	MRAS	0.00021225
RAF1	ARRB2	0.0076741
RAF1	SHOC2	0.0001078
RAF1	BAG1	1.204e-05
RAF1	SPRY2	8.9151e-05
RAF1	IL2RB	0.0083486
RAF1	NR3C1	0.00028414
RAF1	RAP1A	0.021298
RAF1	SPRY4	0.013438
RAF1	TSC22D3	0.018556
RAF1	CFLAR	4.3064e-05
RAF1	PRKCZ	0.018154
RAF1	JAK2	0.0013993
RAF1	FYN	0.0053115
RAF1	MYC	0.010382
RAF1	EFEMP1	0.0041761
RAF1	AGTR1	0.016871
ZNF148	TP53	1.0411e-06
ZNF148	PTRF	0.01242
RP2	ARL3	0.0064756
FLT3LG	PFN2	0.023337
DLL4	NOTCH4	0.046531
GATA5	HNF1A	0.019472
SIN3B	HDAC1	0.057058
SIN3B	MAD1L1	0.00080292
SIN3B	SETDB1	0.0081536
SIN3B	MXI1	0.013527
SIN3B	MXD1	0.00057825
SIN3B	ZBTB16	0.10909
SP100	CBX3	0.0077226
SP100	UBE2I	0.012591
SP100	ETS1	0.061164
SYT4	SYNCRIP	0.0036825
SYT4	SYT1	0.005131
SYT4	STX4	0.015683
SYT4	STX2	0.021113
SYT4	STX3	0.019633
NDRG1	CDH1	0.04463
NDRG1	AP1M2	0.014891
NDRG1	SHMT2	0.024265
NDRG1	LDHA	0.00016787
NDRG1	RPN2	0.00060038
NDRG1	S100B	0.01341
NDRG1	HSPA5	0.0004853
NDRG1	DLST	0.0031728
NDRG1	PSMD2	0.016342
NDRG1	ILF3	0.0070891
NDRG1	TARS	0.0040887
NDRG1	COPB2	0.034774
NDRG1	HSP90AA1	0.0092633
NDRG1	RUVBL2	0.0031861
NDRG1	PABPC1	0.0079546
NDRG1	VCP	1.3827e-07
NDRG1	ACSL3	0.0025675
NDRG1	PPP2R2A	0.028486
NDRG1	KIF5B	0.015702
NDRG1	HNRNPU	2.0305e-05
NDRG1	DDX5	0.0047374
NDRG1	MAOA	0.0010007
NDRG1	MME	0.0095141
PHLDB2	YWHAG	0.0069701
PHLDB2	FLNC	0.031458
AKAP11	PPP1CA	0.041695
AKAP11	GSK3B	0.011088
AKAP11	PRKAR2B	0.021371
MCOLN1	TRIM27	0.00039318
PTEN	CHGB	0.00020433
PTEN	SLC9A3R1	0.011144
PTEN	MVP	0.039472
PTEN	TP53	0.0058816
PTEN	COPS6	0.010488
PTEN	MAST1	0.012956
PTEN	UTP14A	9.1833e-06
PTEN	AKT1	0.012331
PTEN	PPP1CA	0.072751
PTEN	CSNK2A1	0.00022196
PTEN	UBE2I	0.029308
PTEN	MAGI3	0.0048407
PTEN	MAST3	0.0019024
PTEN	PXN	0.0011488
PTEN	CAV1	0.0083061
CHRM3	GNAQ	0.011625
CHRM3	GPRASP1	0.0065355
CHRM3	GZMB	6.0002e-05
SNAI1	CTDSP2	0.000864
SNAI1	GSK3B	0.0092969
SNAI1	CTDSP1	0.0024788
CYBB	NCF4	0.13444
CYBB	NCF1	0.093112
CYBB	NCF2	0.23914
CMA1	MMP1	0.0028996
CMA1	AGT	0.0035706
CMA1	EDN3	0.005744
CMA1	SERPINA3	0.014798
CMA1	EDN1	0.0024627
SLC25A4	BAX	0.0037107
SLC25A4	PRKCE	0.016105
SLC25A4	NFKBIA	0.0027019
SLC25A4	NR3C1	0.020619
GTF2H1	MCM2	0.0039849
GTF2H1	CDK7	0.095008
GTF2H1	TP53	0.08542
GTF2H1	E2F1	0.023613
GTF2H1	ERCC2	0.028793
GTF2H1	ERCC4	0.0031712
GTF2H1	ATF7IP	0.084541
GTF2H1	GTF2E1	0.011473
GTF2H1	CCNH	0.025146
GTF2H1	XPA	0.001321
GTF2H1	XPC	0.0035878
GTF2H1	HNRNPU	0.033713
GTF2H1	PIK3R1	0.0023105
MAPK10	CDK5	0.015454
MAPK10	STMN2	0.0081215
MAPK10	TP53	0.0045315
MAPK10	UNC119	0.027718
MAPK10	GTF3C1	0.0092157
MAPK10	DUSP10	0.0089062
MAPK10	BCL2L11	0.047282
MAPK10	ARRB2	0.0063737
MAPK10	JUN	0.019037
MAPK10	SH3BP5	0.016062
RAPGEF3	MAP1A	0.00375
FEZ2	PRKCZ	0.022222
FEZ2	FEZ1	0.019774
ZNF510	SMAD1	0.013156
JPH2	CAV3	0.025277
RABGAP1	CARM1	0.0099215
PTGDR	GNAS	0.0379
NOS1	SNTA1	0.0015816
NOS1	HSP90AA1	0.0011724
NOS1	NOS1AP	0.009037
NOS1	CTBP1	0.031986
NOS1	VAC14	5.1436e-06
NOS1	DLG2	0.0020548
NOS1	PTPRN	0.0045858
NOS1	ARG1	0.053182
NOS1	ADRA1A	0.05438
NOS1	CAV3	0.062132
NOS1	PTPN6	0.0024665
NOS1	HMOX1	0.00037751
NOS1	ATP2B4	0.018681
NOS1	ADRB1	0.070379
NOS1	ADRB2	0.050075
COL13A1	ITGA1	0.0033599
ASGR1	DHFR	0.01333
ASGR1	HSP90B1	0.0030976
ASGR1	HSP90AA1	0.016784
ASGR1	TG	0.013527
CSDE1	STT3A	0.0037051
CSDE1	SYNCRIP	0.0014588
CSDE1	PABPC1	0.0042458
MTM1	MTMR12	0.094522
AVPR2	GNAS	0.026266
AVPR2	C1QTNF1	0.019914
AVPR2	ARRB2	0.045874
AVPR2	GRK5	0.10653
WNT7A	FZD9	0.015851
WNT7A	FZD5	0.023096
ANP32A	XPO1	0.019186
ANP32A	APEX1	0.014025
ANP32A	KPNA6	0.0054813
ANP32A	E4F1	0.047275
ANP32A	ADAP1	0.0068866
ANP32A	ELAVL1	0.0070383
ANP32A	KPNA5	0.039551
ANP32A	HSPB3	0.0026314
ANP32A	PTPRC	0.0039463
DUSP22	MAPK8	0.019662
PEA15	FADD	0.00073414
PEA15	LUC7L2	0.027906
PEA15	AKT1	0.023864
PEA15	PLD2	0.0076709
PEA15	MAPK1	0.03576
HMGB1	FOXA3	0.016919
HMGB1	PPP2R3A	0.015478
HMGB1	DNMT1	0.033662
HMGB1	CASP3	0.0013921
HMGB1	PRKDC	0.0045503
HMGB1	TP53	0.0011121
HMGB1	UNC119	0.063858
HMGB1	HR	0.0093732
HMGB1	TP73	0.067297
HMGB1	SIX5	0.017041
HMGB1	TAF1	0.0018658
HMGB1	CTCF	0.0080832
HMGB1	RAG1	0.020358
HMGB1	TBP	0.00011982
HMGB1	RELA	6.2035e-06
HMGB1	RB1	0.075636
HMGB1	TLE1	0.016314
HMGB1	NFKB1	0.0010524
HMGB1	MECP2	0.012688
HMGB1	TLE2	0.0039109
HMGB1	AES	0.0060714
HMGB1	CEBPB	0.00089756
HMGB1	SOX18	0.072876
HMGB1	TLR4	0.053516
HMGB1	ZFP36	0.020985
HMGB1	AGER	0.03301
SH2D2A	TXK	0.0059744
SH2D2A	ITK	0.03879
SH2D2A	KDR	0.00035947
PRPF38A	GTF3C1	0.0002863
ZBTB2	CREBBP	0.0012833
RPS6KA5	PLA2G4A	0.0081535
RPS6KA5	EIF4EBP1	0.050209
RPS6KA5	HMGN1	0.0086128
RPS6KA5	HIST3H2A	0.0079687
RPS6KA5	CREBBP	0.0026156
RPS6KA5	MAPK11	0.0013149
RPS6KA5	RELA	0.0038988
RPS6KA5	ATF1	0.0027134
RPS6KA5	NR4A1	0.012946
RPS6KA5	CEBPB	0.017435
RPS6KA5	HSPB2	0.01335
DGKH	DGKD	0.0088595
COPS2	GPS1	0.098228
COPS2	GFER	0.049181
COPS2	NIF3L1	0.017861
COPS2	TP53	0.012394
COPS2	COPS6	0.011653
COPS2	THRA	0.01375
COPS2	RXRA	0.011317
COPS2	MAPK8	0.1031
COPS2	IRF8	0.0051545
COPS2	THRB	0.042017
COPS2	NR2F1	0.0032282
NASP	HIST1H1C	0.021738
NASP	LUC7L2	2.1576e-05
NASP	ULK2	0.0095908
APOL1	APOA1	0.0017319
MED4	ATF7IP	0.021558
ATXN2	CHGB	0.0011705
ATXN2	ACTN1	0.0008023
ATXN2	PABPC1	0.017546
ATXN2	GFI1B	0.0036873
ATXN2	NCOA4	0.00033124
ATXN2	ACTN2	0.021981
ATXN2	TDRD7	2.6818e-05
ATXN2	LCP1	0.0071506
ATXN2	SH3GL2	0.023444
BRD4	CLDN1	0.0048593
BRD4	RFC4	0.059552
BRD4	RFC1	0.00082895
MTMR12	MTM1	0.094522
TPM3	S100A2	0.014432
TPM3	SUMO4	0.011482
TPM3	TMOD2	0.070719
TPM3	CNN1	0.014204
TPM3	TMOD1	0.045328
TPM3	S100A4	0.02047
SMAD2	RAB38	6.5014e-06
SMAD2	PIAS3	0.0080563
SMAD2	HDAC1	0.000594
SMAD2	PAK1	0.00087521
SMAD2	RHOD	0.04259
SMAD2	CDK4	0.017208
SMAD2	SQSTM1	0.079341
SMAD2	ST5	0.042802
SMAD2	RANBP9	0.00046065
SMAD2	AP1B1	0.15251
SMAD2	BRCA1	0.0028323
SMAD2	PLIN3	0.040566
SMAD2	SNAPIN	0.0011609
SMAD2	RUNX2	0.011417
SMAD2	TP53	0.00047959
SMAD2	DNAJC7	0.014836
SMAD2	TRIM62	0.0053608
SMAD2	ARFGAP3	0.0012327
SMAD2	AKT1	0.013265
SMAD2	TP73	0.068332
SMAD2	KHDRBS1	0.022973
SMAD2	DVL1	0.02066
SMAD2	TSC2	0.082259
SMAD2	GSC	0.048229
SMAD2	HGS	0.10121
SMAD2	HNF4A	0.030286
SMAD2	STUB1	0.04393
SMAD2	GRIPAP1	0.021995
SMAD2	E2F4	0.15296
SMAD2	ZNF8	0.00024995
SMAD2	HOXD13	0.003214
SMAD2	LHX9	0.022598
SMAD2	RPS14	0.0065496
SMAD2	TGFBRAP1	4.973e-08
SMAD2	FOXH1	0.034369
SMAD2	CREBBP	7.4656e-05
SMAD2	RNF123	0.020336
SMAD2	ANTXR2	0.061978
SMAD2	ZFYVE9	0.0057053
SMAD2	STAG1	0.061983
SMAD2	TBC1D1	0.0026093
SMAD2	RXRA	0.012071
SMAD2	HUWE1	0.019853
SMAD2	PARD3	0.042565
SMAD2	SMURF2	0.029284
SMAD2	SP1	0.0093271
SMAD2	SKI	0.0019074
SMAD2	LITAF	0.00549
SMAD2	MAPK8	0.070469
SMAD2	MAPK1	0.025122
SMAD2	MEF2C	0.0236
SMAD2	FOXO3	0.01278
SMAD2	NOTCH4	0.012879
SMAD2	TGM2	0.002567
SMAD2	MEF2A	0.063309
SMAD2	NEDD9	0.0013769
SMAD2	JUN	0.017134
SMAD2	LMO2	0.042532
SMAD2	KAT2B	0.069198
SMAD2	SMAD9	0.10346
SMAD2	ARHGEF6	0.050106
SMAD2	ZEB2	0.03385
SMAD2	MYC	0.037368
SMAD2	RHOJ	0.01464
MID1	IGBP1	0.0033384
MID1	PPP2CB	0.00013096
MID1	MID1IP1	0.00025562
SIN3A	HDAC1	0.0061122
SIN3A	MAD1L1	0.066201
SIN3A	RBBP7	0.017749
SIN3A	SETDB1	0.03414
SIN3A	PHF12	0.0058058
SIN3A	TP53	0.00075964
SIN3A	OGT	0.0044953
SIN3A	RBBP4	0.0016535
SIN3A	PHB	0.060752
SIN3A	CBFA2T2	0.0057461
SIN3A	HCFC1	0.069511
SIN3A	CTBP1	0.01258
SIN3A	PTMA	0.00015366
SIN3A	HDAC7	0.00013206
SIN3A	RBP1	0.0081424
SIN3A	RELA	0.0015975
SIN3A	HBP1	0.020032
SIN3A	RUNX1T1	0.01837
SIN3A	ARID4A	0.045359
SIN3A	SKI	0.054523
SIN3A	NFKB1	0.01817
SIN3A	MECP2	0.10301
SIN3A	HEY2	0.0025269
SIN3A	MXI1	0.0096732
SIN3A	REL	0.098391
SIN3A	KLF11	0.028999
SIN3A	BCL6	0.00052383
SIN3A	TAL1	0.056433
SIN3A	SAP18	0.03499
SIN3A	MXD1	0.036358
SIN3A	DACH1	0.02076
SIN3A	ZBTB16	7.2398e-05
PDGFA	PDAP1	0.0033604
PDGFA	DUSP3	0.00059453
PDGFA	A2M	0.031181
LANCL1	STOM	0.068777
CCNH	CDK7	0.03204
CCNH	MCM7	0.074379
CCNH	MTA1	0.048252
CCNH	TP53	0.0026076
CCNH	SSSCA1	0.00013972
CCNH	PSMA1	0.020865
