source	target	weight
MMP2	THBS1	0.0066081
MMP2	LGALS3	0.0032247
MMP2	A2M	0.011065
MMP2	TIMP2	0.0030893
MMP2	PZP	0.016349
MMP2	DCN	0.00034302
MMP2	CXCL12	0.001958
MMP2	TIMP3	0.0013394
MMP2	IL1B	9.162e-07
AP1AR	AP1G1	0.019317
AP1AR	GGA1	0.035009
OLIG2	NKX2-2	0.045117
OLIG2	SOX10	0.077135
OLIG2	EP300	0.028551
RXRB	TAF11	0.0039854
RXRB	NCOA3	0.0042578
RXRB	NR1I2	0.0022235
RXRB	RARB	0.0035446
RXRB	NR2E3	0.00056476
RXRB	THRA	0.0070719
RXRB	RARA	0.00084967
RXRB	NR0B2	0.00053412
RXRB	NR1H2	0.00094873
RXRB	TACC2	0.004786
RXRB	MAP4	0.005251
RXRB	NCOA1	0.0013747
RXRB	AKAP13	0.0040608
RXRB	THRB	0.02666
RXRB	NR4A2	0.017061
RXRB	PPARG	0.0066737
SEMG2	KLK2	0.025825
SEMG2	KLK3	0.035043
SEMG2	PRKCA	0.0026623
SEMG2	PRKAR2A	0.0027887
SEMG2	TGM1	0.0013904
ESRRB	NCOA3	0.00025419
DNTT	PCNA	0.0096321
DNTT	PRPF19	0.024461
DNTT	XRCC6	0.0084272
DAPK3	AATF	0.019267
DAPK3	PAWR	5.6215e-05
DAPK3	DAXX	0.0032265
DAPK3	ATF4	0.0033847
DAPK3	CDKN1A	0.0032684
DAPK3	PRKCZ	0.0012131
RHAG	ANK1	0.023567
RHAG	CD47	0.0039699
RHAG	ICAM4	0.0066892
IL4	PIK3CD	0.0031666
IL4	IL2RG	0.00011287
IL4	CD53	0.0040137
IL4	IL4R	0.016768
PIK3R4	MAPRE1	0.0016155
PIK3R4	PIK3C3	3.8394e-05
ABCB11	HAX1	0.041739
TNXB	VEGFA	0.00018905
DAZL	DAZAP1	0.0022003
DAZL	PUM2	0.008525
SORCS1	FURIN	0.0014786
SHMT1	CSNK2B	8.982e-05
SHMT1	PRSS23	0.0044577
SHMT1	PIM1	0.004547
GRIN2C	DLG3	0.00072951
GRIN2C	IL16	0.0047528
NXPH2	NRXN1	0.0086651
EPB41	KPNA2	0.022267
EPB41	DLG1	0.0016465
EPB41	CASK	0.00049319
EPB41	EGFR	0.0076186
EPB41	U2AF2	0.0085098
EPB41	SPTB	0.029511
EPB41	CLNS1A	0.01025
EPB41	YWHAQ	0.00018869
EPB41	CENPJ	0.0016743
EPB41	GDI1	0.00012824
EPB41	DRD2	0.047311
EPB41	MACROD1	0.0017343
EPB41	TPM1	0.028741
EPB41	C2CD2L	0.00019642
EPB41	SEC14L1	0.0017279
EPB41	TJP2	0.0020647
EPB41	SPTAN1	0.0044315
EPB41	PRKCB	0.0014288
EPB41	CD44	0.010719
EPB41	SPTBN1	0.022082
EPB41	CRYAB	0.012729
EPB41	GYPC	0.0056289
RPL22	CSE1L	0.031942
RPL22	NSFL1C	9.3158e-05
PDC	YWHAZ	0.0010742
PDC	CRX	0.0033639
PDC	CAMK2A	0.005339
GRM1	GAPDH	0.02066
GRM1	TUBB	0.011792
GRM1	ADORA1	0.011473
GRM1	PRKCA	0.005175
GRM1	HOMER1	0.019323
GRM1	GRASP	0.00023718
GRM1	EFNB2	0.02445
GRM1	ITPR1	0.010431
GRM1	GPRASP1	0.030848
REG3A	FN1	0.012401
REG3A	SDC2	0.021216
REG3A	TRHDE	0.010793
REG3A	ANXA3	0.028645
YME1L1	PSEN1	0.0079201
ANGPTL3	ITGAV	0.0010542
ANGPTL3	ITGB3	0.029474
ANGPTL3	ITGA5	0.0078655
SMC1A	NDC80	0.014083
SMC1A	BLM	0.0074467
SMC1A	MCM7	0.02023
SMC1A	MSH2	0.020626
SMC1A	BRCA1	0.022196
SMC1A	MCM6	0.013079
SMC1A	RAD21	0.038494
SMC1A	SMC3	0.0074274
SMC1A	MDC1	0.028315
SMC1A	POLA1	0.014336
SMC1A	RFC1	0.0036621
SMC1A	RPGR	0.0037028
CYP19A1	FANCG	0.016364
SLC6A2	PPP2R1A	0.0049025
SLC9A5	ARRB2	0.0016712
SLC9A5	ARRB1	0.0079901
ITGB3	COL1A2	0.0057923
ITGB3	THY1	0.016715
ITGB3	ITGB3BP	0.0019656
ITGB3	SHC1	0.037171
ITGB3	PTK2	0.0020829
ITGB3	ITGAV	0.0013399
ITGB3	CAPN1	0.0014203
ITGB3	DAB1	0.0042302
ITGB3	SRC	0.062465
ITGB3	ANGPTL3	0.029474
ITGB3	TLN1	0.0024563
ITGB3	AKT1	4.804e-06
ITGB3	DOK1	0.0016876
ITGB3	FN1	0.00064383
ITGB3	PTK2B	0.0026977
ITGB3	TGM2	0.012254
ITGB3	PDGFRB	0.0042661
ITGB3	EPS8	0.0004239
ITGB3	NUMB	0.0037366
ITGB3	THBS1	0.0055212
ITGB3	ILK	0.00010143
ITGB3	ITGA5	0.0038497
ITGB3	DAB2	0.0074227
ITGB3	PECAM1	0.0088524
ITGB3	KDR	0.0030114
ITGB3	FGG	0.001811
ITGB3	CD36	0.015086
KLHL1	TGFBR1	0.0045448
DLGAP2	NOS1	0.020421
DLGAP2	SORBS2	1.9249e-05
DLGAP2	NLGN4X	0.0015265
DLGAP2	ADRB1	0.0041816
DLGAP2	GRK5	0.0050747
SPG7	TRIM28	0.012121
SPG7	MDFI	0.018892
SPG7	PLSCR1	0.010099
CSN1S1	HTRA2	0.00019054
CSN1S1	PPM1J	0.0048673
CSN1S1	TTBK1	0.0069564
CSN1S1	STK4	0.00028536
MLNR	MLN	0.0088358
MLNR	GHRHR	0.014938
MLNR	GHRL	0.013579
MLNR	GPRASP1	0.046437
CSN2	HTRA2	0.0028895
CSN2	CELA1	0.021842
CSN2	NEK1	7.9589e-07
SYT9	TUBB	0.0035389
SYT9	SYNCRIP	0.0015687
SYT9	NRXN1	0.04287
SYT9	CSNK1A1	0.0031335
FFAR1	GNAQ	0.023096
CRP	LEP	0.030405
CRP	SNRNP70	0.019621
CRP	FN1	0.01469
CRP	FCGR2A	0.0048451
CRP	CFH	0.029789
CCDC120	KRT15	0.0020747
CCDC120	MDFI	0.047842
NR1I3	MED1	0.0095187
NR1I3	NR0B2	0.00036919
NR1I3	CHD9	0.0096505
NR1I3	RXRA	0.0024857
NR1I3	MAP4	0.010669
NR1I3	NCOA1	0.0049577
NR1I3	PPARGC1A	0.0011246
HTN1	CCNT1	0.0073625
ABCB5	PSMB5	0.019051
EIF4A2	EIF4G1	0.0039224
EIF4A2	CLNS1A	0.01644
EIF4A2	EIF4G2	0.0048995
CLTC	TFAP2A	0.011571
CLTC	NDRG1	5.6768e-05
CLTC	YWHAG	0.0098375
CLTC	OCRL	0.012929
CLTC	HIP1R	0.00037444
CLTC	AMPH	0.00027537
CLTC	GRIN2D	0.0030228
CLTC	HGS	0.0015708
CLTC	SNX9	0.0014791
CLTC	SCYL2	0.0016278
CLTC	AP1G1	0.011036
CLTC	EPN1	0.0032036
CLTC	GRIN1	0.0020434
CLTC	MAP3K10	0.003134
CLTC	ARR3	0.0046322
CLTC	XRCC6	0.011642
CLTC	TNK2	3.7305e-05
CLTC	GGA1	0.001831
CLTC	GAK	0.0091862
CLTC	PXN	0.029263
CLTC	TOM1	0.016117
CLTC	GGA2	0.012838
CLTC	LDLRAP1	0.0005562
CLTC	VCL	0.014973
CLTC	HIP1	0.0063459
CLTC	NCALD	0.01047
CLTC	ARRB2	0.03199
CLTC	KIT	0.0011059
CLTC	ARRB1	0.019628
GABRA1	DRD4	0.020215
GABRA1	PPP3CA	0.034321
GABRA1	PRKCD	0.036436
RXFP2	RLN2	0.00030786
RXFP2	INSL3	0.010699
HS1BP3	HCLS1	0.00037953
OPRM1	GNAO1	0.075625
OPRM1	OPRD1	0.029102
OPRM1	CALM1	0.0015316
OPRM1	GNAI2	0.0031253
OPRM1	FLNA	0.010529
OPRM1	DNAJB4	0.0075535
OPRM1	PPL	0.017878
OPRM1	GPRASP1	0.029352
SNTG1	DTNB	0.016363
SNTG1	DMD	0.0029091
SNTG1	TGFBR1	0.002439
GRIN2B	EPHB2	0.014086
GRIN2B	DLG1	0.00096043
GRIN2B	DLG3	0.0012873
GRIN2B	AP2M1	5.1246e-07
GRIN2B	AP4M1	2.4002e-05
GRIN2B	CAPN1	0.0027007
GRIN2B	CAMK2B	0.053573
GRIN2B	EXOC4	0.01242
GRIN2B	GRIN3A	0.021107
GRIN2B	GRIN1	0.034228
GRIN2B	LIN7B	0.0027943
GRIN2B	DLG2	0.00052234
GRIN2B	SYNGAP1	0.01777
GRIN2B	SRC	0.026485
GRIN2B	PRKCA	0.001388
GRIN2B	CAMK2A	0.032764
GRIN2B	AP1M1	0.007211
GRIN2B	CAMK2G	0.020965
GRIN2B	CAMK2D	1.2549e-06
GRIN2B	LIN7A	0.00027009
GRIN2B	ACTN2	0.0064686
GRIN2B	IL16	0.0081888
GRIN2B	MAGI3	0.046816
GRIN2B	PRKCB	0.0084941
GRIN2B	FYN	0.02135
GRIN2B	CAMK2N1	0.039085
MCF2	TNK2	0.027105
MCF2	RHOA	0.022659
MCF2	RHOG	0.0054836
BCL2L14	BCL2L1	0.000432
BCL2L14	BCL2	0.030267
DPPA4	SH3GL1	0.011156
DPPA4	LDOC1	0.0010595
DPPA4	EMD	0.0065375
DPPA4	DPPA2	0.0066934
DPPA4	CRK	0.010153
DPPA4	VIM	0.015712
EAF2	TCEA1	0.00826
ARHGEF12	LPAR2	0.0049764
ARHGEF12	IGF1R	0.0014824
ARHGEF12	RHOA	0.0021228
ARHGEF12	CD44	0.0034985
ARHGEF12	LPAR1	0.0051236
ADRA1A	BMP1	0.024271
ADRA1A	NOS1	0.063316
ADRA1A	FLNC	0.010461
ADRA1A	ABR	0.0045073
ADRA1A	CXCR1	0.0107
ADRA1A	RGS2	0.0023034
ADRA1A	CXCR2	0.0050927
TNKS	POT1	0.0021252
TNKS	TERF1	9.5421e-05
TNKS	VPS33A	0.0010702
TNKS	LNPEP	0.001075
TNKS	TNKS1BP1	0.001243
TNKS	FNBP1	8.3164e-06
TNKS	MCL1	0.0061059
SLC24A1	CNGA1	0.00056598
SLCO1C1	PDZD3	0.00017944
TLL1	CHRD	0.0018766
PTPN5	MAPK3	0.025114
PTPN5	FYN	0.00074595
KALRN	EPHB2	0.0021001
KALRN	COIL	0.00030796
PTPRJ	JUP	0.010074
PTPRJ	NOP2	0.0040098
PTPRJ	EGFR	0.0026081
PTPRJ	IL2RG	0.014573
PTPRJ	PDGFRB	0.00029244
PTPRJ	LAT	0.018978
PTPRJ	SDCBP	0.0054038
RPP30	RPP40	0.00024694
RPP30	POP4	0.0089325
RPP30	POP1	0.028492
MAP3K2	YWHAZ	0.0076645
MAP3K2	SMURF1	0.00081856
MAP3K2	YWHAG	0.0012826
MAP3K2	MAP2K7	0.010602
MAP3K2	MAP2K4	0.021109
MAP3K2	MAP3K5	0.014487
MAP3K2	NFKBIA	0.0012188
MAML3	NOTCH3	0.0012211
MAML3	NOTCH2	0.0095025
MAML3	NOTCH4	0.035927
ITSN1	DNM1	0.0019892
ITSN1	EPHB2	0.0042561
ITSN1	UNC119	0.028171
ITSN1	HRAS	0.0031714
ITSN1	SCAMP1	0.00030987
ITSN1	STON2	0.00021528
ITSN1	SNX5	0.0061518
ITSN1	SOS1	0.0011747
ITSN1	WASL	0.00026942
ITSN1	KIF5A	0.0019339
ITSN1	DISC1	2.0711e-06
ITSN1	SYNJ1	0.0031918
ITSN1	EEF1A1	0.015098
ITSN1	SNAP23	1.8488e-06
ITSN1	EPS15	0.029351
PSMD6	TRAF6	0.016055
VPS53	VPS52	6.8521e-05
ATF7	TAF12	0.00091666
ATF7	TAF4	0.0095734
ATF7	MAPK9	1.4978e-05
ATF7	PTP4A1	0.011441
ATF7	FOS	0.0002764
PSEN1	JUP	7.4962e-05
PSEN1	PSENEN	0.014142
PSEN1	CDK5	0.0041928
PSEN1	CASP3	0.00018223
PSEN1	CDH1	0.035877
PSEN1	FLNB	0.0089792
PSEN1	UBQLN1	0.0015683
PSEN1	APH1A	0.02673
PSEN1	CASP6	0.0035031
PSEN1	NOTCH3	0.0035428
PSEN1	CTNND2	0.00025675
PSEN1	PKP4	0.0048458
PSEN1	GDI1	0.015229
PSEN1	DOCK3	0.0041847
PSEN1	BCL2L1	0.047075
PSEN1	CIB1	0.033742
PSEN1	FBXW7	0.01282
PSEN1	KCNIP3	0.0014938
PSEN1	BCL2	0.011805
PSEN1	NCSTN	0.02333
PSEN1	MAPT	0.0059481
PSEN1	GFAP	0.005393
PSEN1	YME1L1	0.0079201
PSEN1	METTL2B	0.008359
PSEN1	ICAM5	0.001176
PSEN1	MTCH1	8.2978e-06
PSEN1	CASP7	0.026209
PSEN1	CTNNA1	0.083704
PSEN1	NOTCH2	0.004169
PSEN1	FLNA	0.0080614
PSEN1	RAB11A	0.027323
PSEN1	PIK3R1	0.003307
PSEN1	APH1B	0.0054685
PSEN1	TCF7L2	0.010946
PSEN1	NOTCH4	0.00789
PSEN1	CASP4	0.022835
PSEN1	EFNB2	0.001323
PSEN1	CASP1	0.0307
PSEN1	PRKCZ	0.009164
GRIK4	GRIK2	0.00080298
SPG21	CTPS2	0.00066126
SPG21	TRAF2	6.1399e-05
SPG21	PRPS1	0.0034922
SPG21	AKIRIN2	0.006484
SPG21	GGA2	0.0080425
SPG21	CUTC	0.0067857
SPG21	CD4	0.01274
SPG21	RTN4	8.8945e-06
SPG21	MTMR9	0.005087
FBXO3	SKP1	0.021744
EIF4ENIF1	SPAG5	0.0014139
EIF4ENIF1	EIF3E	0.0039319
EIF4ENIF1	EIF4E2	0.00069153
EIF4ENIF1	ATXN1	0.0035051
GIT2	PAK1	0.00012378
GIT2	YWHAG	0.011981
GIT2	PAK3	0.00086434
GIT2	GIT1	0.005264
GIT2	PXN	0.0071604
GIT2	TGFB1I1	0.00013753
CASP9	DSP	0.012122
CASP9	BIRC5	0.014312
CASP9	HSPD1	0.00038012
CASP9	CASP3	9.7687e-05
CASP9	DIABLO	0.00086502
CASP9	MAP2K2	0.0012055
CASP9	BCL2L1	0.01269
CASP9	APAF1	0.0046
CASP9	RB1	0.00022124
CASP9	MAPK3	0.01227
CASP9	BIRC2	0.0030198
CASP9	SRF	3.9542e-05
CASP9	GMEB1	0.00022994
CASP9	AKT1	0.00019675
CASP9	NOD1	0.0013893
CASP9	GZMB	0.0013597
CASP9	NLRP1	8.2035e-05
CASP9	ILK	0.007086
CASP9	CAPN2	0.0059545
CASP9	HIP1	0.00045234
CASP9	LYN	0.0043725
CASP9	CARD8	0.0015122
CASP9	NAIP	0.0022931
CASP9	BIRC3	0.0076144
CASP9	PRKCZ	0.0047844
CASP9	VIM	0.0005721
EVI5	FBXO5	0.017748
SLC8A1	YWHAQ	0.017043
SLC8A1	TRPC3	0.0028799
SYNJ1	EPHB2	0.012997
SYNJ1	CDK5	0.0071405
SYNJ1	PACSIN3	0.024594
SYNJ1	SH3GL1	0.013297
SYNJ1	PACSIN1	0.00083402
SYNJ1	AMPH	0.0017965
SYNJ1	ITSN1	0.0031918
SYNJ1	BIN1	0.0037154
SYNJ1	SORBS2	0.0047287
SYNJ1	PPP3CA	0.022561
SYNJ1	SH3KBP1	0.003744
SYNJ1	EPS15	0.034006
EVC2	SMAD9	0.0079598
WDTC1	DDB1	1.4057e-05
UBC	UCHL1	0.010237
UBC	DENR	0.016469
UBC	PSMD4	0.027251
UBC	YWHAZ	0.0083568
UBC	YWHAG	0.0018848
UBC	HGS	0.0022988
UBC	IGF1R	0.0042058
UBC	DLGAP4	0.0013665
UBC	HDAC6	4.7402e-05
UBC	FSHR	0.001704
UBC	HDAC5	0.0056329
UBC	FIS1	0.0089854
UBC	RNF11	0.060553
UBC	PPARGC1A	0.008817
TRPC3	PLCB1	0.0034226
TRPC3	PRKCA	0.0033215
TRPC3	SLC8A1	0.0028799
TRPC3	ITPR3	0.0059487
TRPC3	PLCB2	0.022457
TRPC3	VAMP2	0.0031939
TRPC3	NAPA	7.3178e-06
TRPC3	MX1	0.0055351
TRPC3	TRPC1	0.0024603
TRPC3	ORAI1	0.0011762
TRPC3	PRKG1	0.011137
TRPC3	GNA11	0.0028401
TRPC3	CALM1	0.0045619
TRPC3	STX3	0.0011047
TRPC3	ITPR1	0.00013641
TRPC3	TRPC6	0.0086937
ST3GAL2	ENO2	0.0078738
ROCK1	PFN2	0.015705
ROCK1	CDC25A	0.013616
ROCK1	CASP3	0.0035803
ROCK1	PTK2	0.0026714
ROCK1	CDC34	0.0085415
ROCK1	IRS1	0.00776
ROCK1	CRMP1	0.0025267
ROCK1	LIMK1	0.0025355
ROCK1	GFAP	0.0068543
ROCK1	PPP1R12A	0.0090219
ROCK1	RND3	0.01087
ROCK1	RHOA	0.058944
ROCK1	RDX	0.062506
ROCK1	EZR	0.049286
ROCK1	ADD1	0.028132
ROCK1	MSN	0.018733
ROCK1	DES	0.017057
ROCK1	VIM	0.014813
ROCK1	DPYSL2	0.0072587
CLDN11	TSPAN4	0.0057422
NOS1	PTPRN	4.7616e-06
NOS1	HSP90AA1	0.0089617
NOS1	SNTA1	0.00024129
NOS1	ZDHHC23	0.014326
NOS1	NOSIP	0.0041682
NOS1	DYNLL1	0.0024638
NOS1	NOS1AP	0.0091576
NOS1	DLG2	5.0183e-08
NOS1	VAC14	4.452e-05
NOS1	PRKCA	7.5481e-06
NOS1	CAMK2A	0.012907
NOS1	DLGAP2	0.020421
NOS1	ADRA1A	0.063316
NOS1	CTBP1	3.6846e-06
NOS1	CAMK1	0.00025444
NOS1	ATP2B4	0.0031622
NOS1	PTPN6	0.0051543
NOS1	ADRB1	0.03741
NOS1	HMOX1	0.00024851
NOS1	ADRB2	0.015754
CDK20	GTF2IRD1	0.0021426
CDK20	CSNK2B	0.0056779
CDK20	CDK2	0.00049326
CDK20	CCNH	0.00041615
GLYCTK	TRIP13	0.031318
HERC4	HERC6	0.0020576
RHOB	FNTA	0.0054138
RHOB	ARHGDIG	0.00026439
RHOB	PPP2CA	0.0084588
RHOB	ARHGEF3	0.012334
FRS2	PTPRF	0.0069396
FRS2	PAK1	0.012315
FRS2	RET	0.0031497
FRS2	INSR	0.00042896
FRS2	SOS1	0.0029327
FRS2	SRC	0.00050157
FRS2	FGFR1	0.001261
FRS2	NCK1	0.0013569
FRS2	CRK	0.018387
FRS2	GAB1	0.013373
FRS2	PRKCZ	0.00014246
FRS2	RND1	0.0099285
FRS2	KDR	0.0021168
ELANE	F5	0.00092658
ELANE	F2RL1	0.0060025
ELANE	SERPINB13	0.00029978
ELANE	TGFA	0.0053251
ELANE	LRP1	0.019856
ELANE	NOTCH2NL	1.4404e-05
ELANE	THBS1	0.0056971
ELANE	SERPINA3	0.0024363
ELANE	ELN	0.019123
ELANE	CAMP	0.016132
ELANE	GRN	0.0020975
ELANE	SERPINB1	0.0020642
ELANE	CXCL12	0.0058357
ELANE	CSF3R	0.014141
ELANE	SERPING1	0.0026843
ELANE	SERPIND1	0.0039675
ELANE	TFPI	0.0036548
ELANE	ITGAM	0.0032284
ELANE	CSF3	0.01557
ELANE	SLPI	0.00030426
RNF141	SMURF1	0.0028755
SLC8A3	YWHAQ	0.0021814
CREBBP	FOXM1	0.0064779
CREBBP	MYBL2	0.013788
CREBBP	KPNA2	0.012575
CREBBP	HOXB7	4.4133e-05
CREBBP	FHL2	0.023189
CREBBP	MSH2	0.0070886
CREBBP	HOXA10	0.0059525
CREBBP	HMGA1	0.006745
CREBBP	BRCA1	0.011216
CREBBP	SOX9	0.00154
CREBBP	CSNK2A1	0.01318
CREBBP	CDH2	0.0061239
CREBBP	PROX1	0.00082729
CREBBP	HDAC1	0.01629
CREBBP	CARM1	0.00090493
CREBBP	STAT1	0.048694
CREBBP	MSH6	0.00091878
CREBBP	KAT2A	0.0099216
CREBBP	E2F5	0.0037887
CREBBP	TDG	0.0040382
CREBBP	HOXD10	0.018763
CREBBP	PAX5	0.012845
CREBBP	E2F1	0.01145
CREBBP	SUV39H1	0.0045728
CREBBP	SND1	0.022699
CREBBP	HIF1A	0.015266
CREBBP	HOXB9	0.0031515
CREBBP	TCF3	0.0005468
CREBBP	NPAS2	0.021754
CREBBP	TGS1	0.0024954
CREBBP	KLF5	0.0017813
CREBBP	SH3GL1	0.0099523
CREBBP	SS18L1	0.0012303
CREBBP	ALX1	0.0009465
CREBBP	TP53	0.00021773
CREBBP	IRF3	0.019487
CREBBP	MDC1	0.0013558
CREBBP	HSF1	0.014775
CREBBP	CNOT3	0.010196
CREBBP	KHDRBS1	0.004853
CREBBP	HOXA11	0.0029847
CREBBP	ZNF639	4.3595e-06
CREBBP	ELK1	0.0058701
CREBBP	HOXB2	0.0016814
CREBBP	MAFG	0.0011379
CREBBP	PTMA	0.00011135
CREBBP	TRERF1	0.004387
CREBBP	PHOX2A	2.034e-06
CREBBP	RBCK1	0.0068434
CREBBP	EIF2B1	0.00025944
CREBBP	CENPJ	0.00051169
CREBBP	TP73	0.0047563
CREBBP	HOXB3	0.010532
CREBBP	HOXB4	0.00074448
CREBBP	HNF1A	2.0621e-05
CREBBP	NLK	0.00081846
CREBBP	HOXD4	0.00040013
CREBBP	UBTF	0.0010533
CREBBP	NCOA3	0.0079038
CREBBP	CDK5RAP3	0.006287
CREBBP	MYOD1	0.003355
CREBBP	HDAC3	0.012334
CREBBP	DAXX	5.8628e-07
CREBBP	GATA1	0.00031661
CREBBP	CSK	0.008981
CREBBP	CDX2	0.00013417
CREBBP	STAT2	0.010737
CREBBP	NCOA6	0.00053899
CREBBP	ZBTB17	0.0013629
CREBBP	SRCAP	7.3614e-05
CREBBP	HOXB1	0.0015818
CREBBP	ONECUT1	0.0026213
CREBBP	GCM1	0.0025349
CREBBP	MBD2	0.0010137
CREBBP	HNF4A	0.00099487
CREBBP	CRX	0.00088491
CREBBP	ESR1	0.001505
CREBBP	MAF	0.013249
CREBBP	YWHAH	0.0015995
CREBBP	CTBP1	0.0016625
CREBBP	CSNK2A2	0.0020401
CREBBP	TRIP4	0.0028101
CREBBP	HOXB6	0.005924
CREBBP	FGFR1	0.0087205
CREBBP	SMAD4	0.0053625
CREBBP	FOXO4	0.027969
CREBBP	CUX1	0.022752
CREBBP	SRF	0.0052973
CREBBP	THRA	0.014739
CREBBP	MGMT	0.0094877
CREBBP	GAK	0.0077943
CREBBP	ACTA2	0.0038576
CREBBP	GMEB1	0.0021014
CREBBP	SERTAD3	0.00022945
CREBBP	EP300	0.024156
CREBBP	SNIP1	0.0023307
CREBBP	NUP98	6.9818e-07
CREBBP	EID3	0.0019211
CREBBP	ZBTB2	0.00015963
CREBBP	GTF2B	0.001758
CREBBP	MECOM	0.0099862
CREBBP	RXRG	0.017165
CREBBP	STAT3	0.0008183
CREBBP	KAT5	2.9359e-07
CREBBP	HNF1B	0.0076874
CREBBP	TCF12	0.0082867
CREBBP	MSX1	0.00077807
CREBBP	HTT	0.021878
CREBBP	RPS6KA5	0.014381
CREBBP	TACC2	0.021275
CREBBP	NFATC2	0.00034422
CREBBP	FOXO1	0.0088716
CREBBP	KLF13	0.0011213
CREBBP	CREM	0.0066812
CREBBP	TRIP10	0.0053222
CREBBP	STAT6	0.0042292
CREBBP	NCOA1	0.042042
CREBBP	RPS6KA3	0.0050658
CREBBP	CEBPB	0.00010542
CREBBP	ELF3	0.0081374
CREBBP	MAML2	0.0075261
CREBBP	JUN	0.019915
CREBBP	CALCOCO1	0.010911
CREBBP	ETS1	4.9652e-05
CREBBP	EBF1	0.0050974
CREBBP	PRKCD	0.00085556
CREBBP	NFE2	0.00042273
CREBBP	NR3C1	0.010051
CREBBP	PIAS1	0.0073976
CREBBP	CEBPA	0.0045723
CREBBP	JDP2	0.011379
CREBBP	NFIA	0.043187
CREBBP	RPS6KA1	0.0016272
CREBBP	STAT4	0.0045128
CREBBP	SPI1	3.1738e-05
CREBBP	SERTAD1	0.0011007
CREBBP	DDX5	0.023346
CREBBP	NKX2-1	0.0035152
CREBBP	EGR1	0.012544
CREBBP	CITED2	0.0040473
CREBBP	ETS2	0.0066147
CREBBP	KAT2B	0.0027461
CREBBP	CEBPD	0.009442
CREBBP	DACH1	0.019715
CREBBP	HLF	0.016419
CREBBP	KLF4	0.022732
TPM3	S100A2	0.00016941
TPM3	SUMO4	0.0015136
TPM3	ACTB	0.047745
TPM3	TMOD2	0.001711
TPM3	TMOD1	0.012432
TPM3	CNN1	0.0041506
TPM3	S100A4	0.039641
EPHA3	TP53	0.0022746
EPHA3	EFNA2	0.000346
EPHA3	RUFY2	0.0022326
EPHA3	RUFY1	0.021457
EPHA3	STAT3	0.01067
EPHA3	PIM1	0.0019223
EPHA3	CRK	0.019285
EPHA3	EFNB2	0.00014417
ZBTB7A	SP3	0.0022068
ZBTB7A	BCL6	0.01949
KCNQ4	KCNQ3	1.4467e-05
BACH1	RBCK1	0.005363
BACH1	PATZ1	0.0020775
BACH1	MAFK	0.0082657
CD40LG	TP53	0.00060625
CD40LG	CD5L	0.02509
CD40LG	CD40	0.027074
CD40LG	RNF128	0.0015946
NECAP2	AP2B1	0.0039976
NECAP2	TRAF2	0.022484
NECAP2	PLSCR1	0.00026002
MLX	MAD1L1	0.0043501
MLX	MLXIP	4.3786e-09
MLX	GABARAPL2	0.023423
RCOR1	KDM1A	0.00012331
RCOR1	HDAC2	0.00044782
RCOR1	PHF21A	0.0015987
RCOR1	SMARCE1	7.6585e-07
ADCYAP1R1	CALM1	0.00046484
NFASC	NRCAM	0.003855
NFASC	DCX	0.0094412
NFASC	ANK1	0.017239
NFASC	SDCBP	0.0031215
NFASC	SCNN1B	0.0084711
SOX5	SMAD5	0.0011819
SOX5	SMAD7	0.0029781
TEC	PLK4	0.0019654
TEC	SHC1	0.0017648
TEC	PIP5K1A	0.0020227
TEC	TP53	0.00024655
TEC	PRLR	0.0005777
TEC	PTPN18	0.001151
TEC	WAS	0.0023267
TEC	DOK1	0.01028
TEC	JAK1	0.00097792
TEC	PLCG2	0.022011
TEC	PIP4K2A	0.015564
TEC	PIK3R3	0.00072921
TEC	PTPN21	0.004403
TEC	LYN	0.0015038
TEC	VAV1	0.015706
TEC	PIK3R1	0.0011642
TEC	BMX	0.0024797
TEC	JAK2	0.00016554
TEC	KIT	0.00076647
TEC	BTK	0.016119
CSNK1A1	KPNA2	0.0038863
CSNK1A1	RCC1	3.9497e-06
CSNK1A1	YWHAZ	0.01655
CSNK1A1	FADD	0.017222
CSNK1A1	HMGB2	0.021171
CSNK1A1	EIF2B5	0.011398
CSNK1A1	HNRNPC	0.00075754
CSNK1A1	KPNB1	0.01134
CSNK1A1	TP53	0.0029609
CSNK1A1	ERF	0.00094847
CSNK1A1	YWHAQ	0.00013448
CSNK1A1	CHRM3	0.00063902
CSNK1A1	SYT9	0.0031335
CSNK1A1	PSEN2	0.0038212
CSNK1A1	ACTB	0.007128
CSNK1A1	TGFBR1	0.013395
CSNK1A1	ADAP1	0.0035078
CSNK1A1	PPP2R5A	0.020795
CSNK1A1	NFATC3	0.0012071
CSNK1A1	LGALS3	0.029892
CSNK1A1	CREM	0.021808
CSNK1A1	SLC18A2	0.012246
CSNK1A1	TNFRSF1B	0.0011505
CSNK1A1	OCLN	0.016111
DICER1	TARBP2	0.027789
DICER1	PRKRA	0.00036054
DICER1	PIWIL2	0.0041818
DICER1	PIWIL1	0.0026123
DICER1	PIWIL4	0.0028537
SYCP3	PABPC1	0.0011994
AKAP9	CEP55	0.0093255
AKAP9	TACC3	0.013833
AKAP9	PPP1CA	0.00475
AKAP9	PPP2R1B	0.00049519
AKAP9	GRIN1	0.019021
AKAP9	TSNAX	0.00036814
AKAP9	PRKAR2A	2.2417e-05
AKAP9	PRKCE	7.4084e-05
AKAP9	FNBP1	0.011881
AKAP9	TRIP10	0.0020749
