gene	p
BAG5	0.016621
XKR6	4.41e-07
CLCF1	0.049475
TRAF3IP1	0.0010566
HOXA2	0.0060275
SLC27A6	0.0034961
ADGRA2	0.042647
DMPK	0.0013796
TBRG4	2.45e-05
WAS	0.0014806
ITGA9	0.0002272
CLEC12B	9.68e-09
NMRK1	0.0013669
SPECC1	0.0012331
NUDT7	0.0045304
fam53c	0.0013336
TTLL1	0.0083575
SOCS6	0.049085
POPDC2	3.38e-06
NCOA7	2.94e-06
TMEM204	0.0043353
IKBKB	0.01396
SRBD1	0.0090898
TANGO2	0.0051775
KIR2DS5	0.0076952
BCL6B	1.14e-05
lacc1	0.00025622
RBPJ	0.0010225
SUOX	0.0046463
FOXO4	0.0013437
BTN2A2	0.00050382
ACAT1	9.93e-09
MAT2B	0.00031651
CCDC65	0.00015181
ZNF700	0.034264
MIGA1	0.039893
ZC4H2	0.0072864
SENP7	0.0046234
SCTR	4.21e-08
DNAJB2	0.018254
TDRD6	4.27e-05
ADPGK	0.017523
NFAM1	0.0018858
DPYD	1.32e-06
CTF1	0.003516
DUSP3	0.0076499
CUX1	0.028327
PSIP1	0.01936
DRAM2	0.013047
PEPD	0.018764
NDUFAF4	0.023558
MYH14	0.035589
GSN	1.12e-07
RBM15B	0.00050635
SRF	4.95e-05
INPP5E	0.003379
CUL2	0.0038339
VPS28	0.0031209
ARPIN	0.00063497
SMDT1	0.00096353
MAPK9	0.0073163
ALDH9A1	0.0022301
CORO7	0.0023897
CTR9	0.0020775
DYNLT3	0.031751
UBA3	0.0019965
KCNAB1	6.18e-07
ARHGEF10L	0.000738
NUDT6	0.019565
elmo2	0.00011278
CCNL2	0.0048253
KLHL8	0.0055236
PITPNM2	5.09e-05
ADGRG3	0.015582
PLCB2	1.08e-06
MDFIC	0.023431
SLC6A20	0.04043
PDZD8	0.018696
LHX6	0.0021043
DTNBP1	0.00065791
FBXL17	7.02e-07
PDPR	0.012431
HELQ	8.65e-08
EIF3L	5.59e-05
SLC25A23	0.0055425
ME3	0.00023403
BRAF	0.013831
CMKLR1	0.029166
SRFBP1	0.025085
AHI1	4.8e-05
abl1	0.02391
THRA	2.24e-06
HIGD1A	0.0071562
WDR19	8.57e-07
ICAM5	0.0010569
MAFK	0.012608
ATG7	0.00010311
EHBP1L1	0.008337
VPS26A	6.49e-12
LAMA4	0.00031295
TP53I11	0.0010882
SHISA5	0.0043319
PIK3CD	0.0040052
vash1	0.00015155
BNIP3L	0.0024088
MAP3K11	1.85e-05
ITPKB	0.0016366
SLAMF1	0.029399
ZNF32	0.0062065
CLCN4	3.29e-06
PATL2	0.0017853
NME6	0.013904
TMC6	0.020721
TRIM8	2.98e-06
MAP1LC3B	0.0023597
MGMT	0.049281
ZCCHC8	0.00097277
B9D2	0.00031932
SCAMP2	0.00016269
GALNT11	0.02107
RAP2C	0.015513
GAK	0.00068678
SYNPO2L	0.00030564
DOT1L	5.9e-05
ZNF804A	0.014734
CSPP1	0.0014914
FBXO30	0.00078755
PLEKHA2	0.0215
LEAP2	0.0019299
zbtb18	0.0051414
DZIP1L	0.016317
KIF5B	0.00026525
HIF3A	0.0056462
NRP2	0.0012234
AKT3	0.00089487
MAGI2	0.0024731
MARK3	1.66e-05
GNG2	0.00019786
RC3H1	6.59e-05
AFF3	6.66e-08
CMTR2	0.018554
NDEL1	1.83e-07
TTC17	0.00033791
LEPR	5.89e-05
NEO1	0.013299
scaf8	9.83e-05
notch1	4.81e-05
TAF3	0.00010113
GTF2H5	4.18e-09
cxorf21	0.0073463
DYNC2H1	0.017926
STXBP5	0.00089994
PARP9	0.025255
ZNF471	2.1e-08
RECK	7.86e-08
FBXO9	8.37e-06
UNC45B	3.17e-05
PGAP3	0.006495
INPP5D	0.0087358
LARGE1	0.00015732
USP20	0.0037974
taf7	0.00078651
osbpl5	0.0015262
VAMP2	0.017806
GNS	0.018984
SETD2	7.16e-05
GATAD2B	0.0072331
KIAA1033	0.0020522
TBCK	0.0083984
SCO2	0.044487
PPP6R2	6.95e-06
PRPH2	0.0029381
LTK	0.0046662
TAF1C	6.73e-05
OXSR1	0.00093244
LGI4	5.7e-07
ADGRE2	0.013862
NRBF2	0.012578
DNAJA2	0.0012653
C3orf38	0.0018646
ASAP1	0.0051927
PLIN2	0.00043654
PELO	1.43e-10
ARMC4	0.0012417
SCRG1	0.0027364
TCN2	0.026353
WDR82	2.3e-06
ETV3	6.24e-06
IKZF1	0.00029461
MBP	1.84e-07
AP2A2	7.78e-05
C6orf120	0.0022285
EAF1	0.0080415
KANK2	1.56e-07
EBAG9	0.0010146
NXPH3	0.00014169
TRMT10A	0.00011875
SIGLEC9	0.0026593
SNX18	9.41e-06
SLC25A38	0.002017
KLHL18	1.09e-08
GJD3	3.75e-06
ZNF615	0.01136
RCHY1	4.01e-05
IFT80	0.00016145
COQ10A	0.0073226
RAB8A	0.028388
KIF21B	0.0068229
AGFG1	0.00016767
CDC16	0.00056326
TGM1	0.018825
VPS51	0.0031124
TRIM13	0.0054884
ZCCHC6	6.47e-05
TBC1D2B	1.37e-09
SRR	0.00090687
NBEAL2	6.42e-05
CCDC66	3.14e-05
HNRNPA3	0.00024282
SPEN	0.00041467
SNRNP35	0.00021825
BBOF1	0.0042491
PELI2	0.0017309
RBM5	0.0002133
RNF14	0.00026561
NDST1	7.5e-07
LIN7A	0.00016355
DSTYK	3.59e-06
DCAF5	2.72e-08
STOML3	0.0043933
CDKL1	2.21e-12
BBS4	0.0072371
mbd5	0.00020098
MUL1	2.97e-05
FASTKD2	0.00022656
PFDN5	2.03e-06
GNE	0.021604
BMP2K	0.00041934
UBASH3A	0.029637
BTD	2.93e-05
ELF2	1.49e-05
RPS28	2.55e-09
DMTN	0.0048497
PLSCR1	0.020324
S1PR2	3.44e-07
DENND4B	0.00083114
JKAMP	0.0015904
FBXO25	0.0028151
ZFYVE16	0.00042073
KAT6A	0.0007614
TMEM80	0.0038241
TMEM219	0.00029843
SHB	0.0049608
FAAH	0.007413
OTC	1.54e-07
MPRIP	1.02e-09
NINJ1	0.019961
RABEP1	9.76e-05
BTAF1	0.0010687
PLCE1	2.5e-12
MAPK7	0.00063008
ZNF575	0.0016052
CARMIL1	1.03e-05
DEGS1	0.00256
TMEM127	2.13e-07
OSM	0.013377
ACTA2	0.0082261
SLC25A44	0.0025308
SHC2	0.012929
RHOF	0.003511
LAMA5	0.020978
DDX46	0.00022926
SEC16A	0.00029825
GMEB1	5.63e-06
CASZ1	8.31e-06
TET2	0.00068046
UBAP1	0.0028899
TNKS1BP1	0.042482
CDS2	4.1e-06
LAMTOR1	0.0006005
NFKBID	7.89e-05
ZNF704	5.67e-06
APPL1	0.00080597
KLKB1	1.82e-06
HDAC7	3.54e-11
GCC2	1.76e-08
MYCBP2	0.0014055
SKP1	2.53e-06
NRG3	0.00032508
RGP1	0.00093238
MORC3	0.001662
RANBP6	0.0040713
FRYL	4.71e-05
DZIP1	0.019501
STX17	8.94e-06
AKIRIN2	0.00095107
ARHGAP12	0.027406
NFX1	0.00032447
MIF4GD	0.00036337
MYO10	0.0057931
ARL11	0.00016709
MICU1	8.26e-06
RBM23	0.00019941
GNG7	2.2e-05
ATP8A1	0.0026004
SIPA1	0.0083674
MUT	0.0028951
L3MBTL4	0.0015546
KIN	1.56e-08
SELENON	0.0023292
FBXW2	9.16e-11
ERCC6L2	8.61e-08
SORBS3	0.0032814
KCNN3	0.0010442
COMT	0.00031182
STAM2	5.06e-06
TRAPPC12	0.00043869
SIN3A	2e-07
B2M	5.19e-08
SPOCD1	0.0083819
MYL6	1.57e-10
RLIM	0.001308
BTBD1	4.49e-05
TAPBPL	0.022662
PHLDA3	0.011031
ABHD2	0.014385
EFNB1	0.0018977
kif1bp	0.0055596
ZMYND11	0.0008151
TRAPPC11	0.0001602
SOX13	0.0097789
PIWIL4	0.0037306
Uqcr10	7.79e-06
TANK	0.00087349
HNRNPDL	6.3e-08
ANKRD13A	0.00053145
ZBTB24	0.0079832
AP5M1	1.7e-05
ZMIZ1	1.01e-08
PQLC1	3.95e-07
TBC1D1	1.07e-12
PRKAR1A	0.0010856
DNAH7	9.99e-06
DET1	0.00016988
RAB9A	0.0020696
CHRAC1	0.00063391
MMGT1	0.0036656
TRAF3IP2	8.99e-06
KCNK6	0.005563
NSMCE4A	6.99e-07
btnl8	0.0001912
RARA	1.09e-06
SCARB2	0.015676
AK9	4.92e-05
NAA60	0.00066576
INTS12	0.001678
RNPC3	0.0076127
c14orf159	1.16e-06
LILRB1	0.046262
PXN	0.00039285
ABHD17A	0.005831
ERVFRD-1	2.91e-06
ATG4C	0.0064298
OAS2	0.022907
NRP1	1.96e-05
CAMK1	9.84e-06
SPARC	0.046374
DIS3L2	0.00021078
PRMT2	2.52e-07
TFEB	0.0047309
CSDE1	2.2e-06
TMF1	0.00059789
NDUFAF1	0.0003658
PRKCE	1.5e-06
IFT74	0.001607
EIF3H	0.0041579
PIH1D2	0.037936
ABCC9	6.07e-11
GFRA2	3.11e-06
KHDRBS2	1.31e-05
NCK1	0.010135
CAND2	0.0003019
RNF185	5.67e-07
PAN2	0.0023124
INSC	0.00071354
fktn	0.0082281
SF3A3	0.00056958
ALDH7A1	0.035261
ATP2C1	0.0065259
TMEM129	0.00020834
CELF6	4.49e-05
GATA5	0.00036258
PLPPR1	0.0064584
CCNY	1.57e-07
SRGAP2	0.025212
MYH2	0.00014715
DYRK3	1.16e-05
HADH	0.001024
FDFT1	0.01044
BLOC1S1	6.9e-05
SUPT7L	4.1e-05
ARPC2	4.35e-06
MAP4K3	0.019831
CD226	1.71e-05
PRSS23	0.030731
MAP6	0.0010396
SGSH	0.00047092
TGOLN2	7.13e-07
TWF2	4.16e-05
MCCC1	0.046083
ZNF571	0.016835
gemin8	0.0001222
MR1	0.00065756
ttc21a	1.91e-07
GSDMD	0.00022238
CD1B	0.0035797
BRINP3	9.44e-07
GOLGB1	0.00012879
MLLT3	0.0037892
STX19	0.0040393
ZHX1	0.00223
PI4K2A	7.46e-06
KLHL3	3.36e-08
TRIM5	2.27e-06
SGSM2	2.79e-05
SNN	0.0002488
BIN1	0.0018757
ppwd1	2.75e-06
ACO1	0.00090439
SERTAD3	0.015314
SBF2	0.00048186
LPCAT3	2.3e-07
EP300	0.00060316
CLIP1	1.66e-07
CD244	1.9e-10
PPIL6	6.92e-09
GALNT10	0.013036
GLUL	0.023649
MMAA	8.86e-08
RABGAP1	4.35e-05
SETD7	1.22e-06
ZFP2	7.08e-07
KIAA0368	2.59e-05
NAALADL1	6.33e-06
ARHGAP4	0.0016672
SNIP1	1.59e-05
GNMT	7.94e-06
ADD3	0.020636
APIP	1.2e-07
TIMP4	0.0040549
RPL15	3.86e-07
CAP1	3.06e-05
UBE2G2	2.02e-08
NFKB2	0.00092376
HSD17B14	0.0016082
SEPT4	4.7e-08
GAPVD1	3.05e-07
NUP98	0.00026361
RNFT1	0.00011093
PCGF5	0.00015508
NPTN	0.00017502
CTNS	2.94e-05
THUMPD1	0.00027672
ATP6AP1	0.00043325
lyrm7	0.00029709
TTC12	1.39e-06
INSIG2	0.0035093
ACADS	1.47e-05
FOSL2	0.034511
AKT1	0.0019928
MYL12B	7.81e-08
HMGN3	0.0093633
RAPGEF5	1.12e-07
PRKY	0.006919
ZNF304	0.0061754
MARVELD2	0.027514
RHOT1	3.9e-05
ATP8A2	0.013281
rasl10a	0.00060473
BTG1	0.00070557
MPC1	1.45e-11
EID3	0.043419
CD5L	3.33e-09
RNF169	0.00041702
NT5C2	3.97e-05
STARD7	3.17e-05
PLS3	0.010833
CNR1	6.32e-11
NAGA	0.0010807
CORIN	0.0018171
DOK1	1.86e-06
FLNC	0.0054752
GXYLT1	0.0010082
P4HTM	0.0093163
EML4	0.0017279
STOX2	0.0047852
SMARCE1	6.53e-05
LAMP2	0.0010158
CHAMP1	0.0014879
BEST1	2.96e-09
HAVCR2	0.0017416
SLC35D2	1.5e-07
npff	4.11e-09
GABARAP	9.48e-07
ZDHHC14	2.01e-08
AHSA2	0.00093028
znf516	0.0095017
ATL1	0.03592
ZNF442	5.35e-07
ERAP1	7.85e-05
BIN3	2.13e-09
SYTL3	4.88e-07
cyp2u1	1.58e-15
OSBPL9	0.0012076
TBRG1	2.82e-07
ETHE1	0.0079867
SLC25A28	2.55e-08
CASP5	6.89e-06
JOSD1	4.61e-05
CSTB	0.0083986
RAB2B	0.00012284
ZNF426	0.00037201
CYTH1	6.48e-07
ARPC1B	0.0040469
ANO3	0.019806
RAB20	6.79e-07
RAP1GAP	0.00045229
FYB	0.034797
CMA1	0.00097808
SEMA6D	0.0035123
FN1	0.0040639
AES	0.0049025
SKAP2	0.00017143
MGST2	0.00096447
RRAGC	1.27e-06
HDAC5	5.25e-07
ARHGEF18	1.48e-07
intu	0.021783
SEC63	2.55e-09
CYB5R4	3.84e-05
MTCH1	5.48e-10
DUSP7	0.00019886
GORASP1	1.01e-14
FRZB	0.0034849
MMAB	3.3e-06
DOCK6	7.77e-06
AK3	0.00067458
SORBS2	0.00051336
BAHD1	3.82e-06
EEF1AKMT1	1.14e-06
PARP12	0.0044352
BLVRA	7.13e-05
PHF2	5.07e-11
btn2a1	9.32e-08
TTLL11	9.93e-11
CD9	0.0059999
PCM1	0.00027713
ZNF792	9.58e-05
DNASE1L1	0.00038278
HPR	2.67e-08
MYO5B	0.012081
EPM2A	3.05e-10
C2CD2L	4.11e-12
ATXN1	3.51e-06
ZNF75D	5.98e-05
ABI3	1.18e-05
ATP11A	0.0023247
hivep1	4.25e-05
DMXL2	0.0055478
GALM	0.009523
SETD3	4.73e-09
PPP1R12A	4.6e-06
AGPAT3	5.85e-07
NMT2	2.7e-05
KHDRBS3	0.020697
ABCA8	9.07e-10
PTP4A1	0.011808
JAK1	4.53e-05
SNAI3	2.91e-08
c9orf3	0.0079832
SRSF4	2.3e-05
WASF2	0.00041357
PRKAB1	0.0066291
MYL5	0.0012127
PHF1	6.32e-08
HNRNPA0	2.06e-05
TMEM150A	0.00023248
B3GNT2	0.0020675
WDR91	0.00035893
FEZ2	6.8e-08
ANKRD13C	2.75e-05
SEMA4A	0.0005466
PREX2	3.66e-18
MILR1	0.00060526
SNTB1	0.0021905
KLHL9	2.38e-09
SLC24A4	1.79e-11
TRMO	1.33e-12
RNF41	3.56e-07
SMU1	6.17e-10
PTK2B	4.85e-05
ENY2	6.32e-05
ZBTB2	7.91e-07
BTBD9	4.92e-10
HEPH	0.0014168
RS1	2.86e-13
C1RL	4.81e-06
PRDX5	0.00099646
lpar6	8.83e-07
POU6F1	8.15e-14
PTPN12	0.0036406
TRIM25	2.39e-08
RASGRF2	0.0016166
KLRG1	0.0043958
ZFP28	6.9e-05
UBLCP1	0.00073899
RRAS2	0.0034505
CGGBP1	4.38e-05
DLL4	1.79e-05
MBNL2	7.92e-05
FFAR2	0.016552
DBI	0.00011288
ZNF542P	0.0059192
SYNPO	1.07e-09
DUSP16	5.24e-05
KLHL41	0.011138
SMAD6	1.13e-07
AKAP11	9.5e-05
CES2	0.00014338
TRAPPC10	0.002837
PLEKHM2	4.65e-05
FOLR2	0.00038479
TUBE1	2.31e-06
ZBTB22	5.06e-07
MED4	3.97e-06
LCA5	4.84e-06
CLIP2	0.0037354
NUDT12	3.7e-05
GSTA3	0.018984
KIAA0922	0.0020162
TMX3	1.31e-07
C1R	0.035423
PARP14	1.99e-07
ACTN2	2.42e-15
ZC3H7A	4.11e-05
GADD45G	0.020835
HERC2	0.00018252
SLC25A24	8.41e-10
HIPK1	0.00011982
DST	6.91e-08
PPP2R3C	2.27e-09
TOM1	3.96e-05
MTR	1.43e-05
SLC7A6	1.69e-05
CREG1	0.00049032
WRB	0.0013514
BCAP29	2.08e-08
BAG3	0.036355
GGT6	0.0042062
LYST	1.46e-07
MLH1	2.1e-07
GTF2B	0.00013947
RILPL1	0.00019574
ATP6V0E1	5.42e-07
BBS7	0.00018861
IL27RA	0.00036658
LRFN5	8.52e-05
SLC25A45	9.51e-08
BBIP1	1.08e-06
ZNF319	1.05e-06
MRPL14	5.88e-05
LIX1L	6.53e-06
nkiras1	0.00098959
MECOM	6.39e-09
HERC6	4.54e-05
SLC6A12	9.11e-06
DUSP18	7.2e-11
GAREM1	0.014752
DDX58	0.0037639
SPEF2	2.45e-05
EIF1B	1.19e-10
CEP162	4.53e-07
STIM2	0.0001713
IFRD1	0.0070096
SLMAP	8.35e-10
TNFAIP8L1	0.015951
MPND	0.0018374
GGA2	3.95e-11
BPGM	0.017938
cyb5r3	0.0088792
PGS1	7.48e-06
syt17	0.015646
MAP3K6	1.07e-07
PDGFB	1.28e-10
TXK	6.48e-08
CEP120	9.41e-06
EXOC8	1.1e-05
SETX	2.93e-10
ZNF189	3.28e-05
PSTPIP1	0.0085005
SLC9A6	0.00065711
PCK2	0.00066624
TMEM115	6.55e-06
DYNC2LI1	1.85e-06
FIGN	0.0089842
NAPA	0.0029748
FGF14	0.0082751
PAFAH1B1	0.0001817
CD63	4.32e-09
UBB	4.81e-12
IFNLR1	5.14e-06
PLCD1	2.09e-07
NTAN1	2.89e-05
SERPINB6	6.09e-08
SLC48A1	2.14e-06
ZDHHC2	0.00025039
VPS11	5.54e-08
SCMH1	6.5e-06
CCK	0.0018821
REV1	3.32e-07
IVD	1.49e-07
ATP6V1E1	3.44e-07
ZNF596	2.5e-06
DCP1B	0.0016643
ROCK2	1.26e-05
RAB32	2.53e-06
ZFAND2B	4.98e-06
GNG5	8.88e-06
BTG2	0.013364
SEPT7	1.3e-06
ELMSAN1	4.06e-07
GZMM	0.00060618
RAP1A	7.92e-17
VPS13C	1.76e-07
CD99	0.00047577
FIS1	7.81e-06
PITPNM3	2.03e-05
KATNAL1	1.25e-05
TIAM1	0.0011981
RETSAT	3.12e-05
LDLRAP1	6.99e-05
DNAI1	3.06e-05
DYNC1LI1	2.76e-07
RNASEL	1.1e-05
PPP4R1	3.52e-05
TM7SF3	0.0092824
PLA2G3	4.11e-05
RAB24	2.21e-05
SLC37A1	1.86e-09
CERS2	6.55e-05
PIK3IP1	2.15e-06
RNPEPL1	1.09e-05
RND3	0.049987
TOB1	0.0074856
METTL14	1.43e-08
SPATA4	0.0032709
MRPS36	8.41e-05
MLF1	0.031547
HABP4	7.67e-10
RNF111	2.54e-07
VEZF1	4.81e-05
EMC3	2.55e-09
FLT1	2.23e-06
SLC26A11	0.00030941
SMARCD3	3.24e-08
HMG20A	1.21e-06
RASA1	0.0019046
ZNF274	1.75e-06
STK17B	0.00084984
TNF	0.00030827
DPP8	3.65e-07
MATK	1.79e-05
PIP5K1C	2.09e-07
NAGPA	2.06e-05
armc9	3.54e-09
TAL1	6.34e-13
RORB	8.61e-08
ZNF844	1.47e-06
KMT5B	0.00030711
slc9a3r2	0.0001586
DZIP3	0.0027935
TMOD3	9.58e-07
SGTB	4.63e-10
pcsk7	1.29e-08
PDE1C	4.7e-16
GFRA1	4.33e-08
LGMN	0.0040357
SGK223	0.00096245
NCOR1	4.84e-09
ABR	5.62e-05
CCDC115	4.71e-06
ACVR2A	0.0010738
TOX	0.0031884
PARP3	0.0001606
CYP2F1	0.0021313
TGM2	0.013083
creld1	0.00013513
TIMM10B	9.45e-09
GLIS3	0.014854
hla-a	3.81e-06
BTN3A1	8.49e-05
NXF1	1.25e-08
CPEB2	3.85e-07
HIC1	2.81e-05
WDFY3	2.97e-07
QDPR	1.9e-08
TUBA4B	0.00096888
PURA	1.73e-12
GABBR1	1.43e-05
ATP2B1	0.0088831
MRPL54	1.36e-05
IST1	4.1e-10
dnmbp	0.0014162
znf432	0.00075054
RANBP10	1.14e-13
CFAP20	1.27e-05
GPX1	0.000561
HEATR5A	0.0065314
MPP7	0.00026788
ATF6	1.58e-05
PLCG2	1.32e-08
TESPA1	2.46e-10
LIPT1	0.00045513
GNPTG	2.06e-07
NDUFAF3	2.48e-06
CXCL5	0.041341
PYHIN1	7.61e-05
NCBP3	1.57e-08
TRIM38	1.01e-05
CNPPD1	1.31e-07
TOR4A	3.86e-07
DCTN6	3.85e-05
TNNI3K	3.61e-06
CLEC4M	2.33e-06
ANXA6	5.97e-08
HEXIM1	9.17e-07
SRSF8	5.03e-08
TERF2IP	2.67e-07
PHLPP2	5.59e-10
UBE2D3	5.68e-13
SELENOW	0.00046481
ZDHHC15	7.4e-10
METTL7A	2.79e-08
CHRM1	2.09e-07
CAB39	0.00096896
GSTK1	1.58e-05
BAIAP2	6.01e-07
ADIPOR2	8.17e-05
PIP4K2A	1.34e-05
CTDSP2	2.27e-12
B4GAT1	7.48e-10
CHST11	0.0048528
LPCAT2	2.46e-06
FREM3	4.74e-07
SHTN1	0.0011498
IKZF5	6.38e-07
KCNMB1	2.33e-07
PTPRK	0.00046267
CUTC	2.69e-05
TECPR2	7.51e-13
HDHD2	1.49e-05
LEPROTL1	5e-06
RENBP	0.0030842
AP3M1	2.07e-07
UFSP2	1.27e-07
ENTPD1	0.011906
ALDH6A1	0.00023232
FTL	1.39e-09
KCNAB2	2.34e-09
MTMR12	9.67e-07
EFHC1	0.0022973
PXK	3.69e-06
SYTL2	0.0048857
TAOK2	2.13e-10
SIAE	6.34e-12
ZNF211	3.25e-05
TSPOAP1	5.26e-06
ADAM17	9.27e-06
PPP1R26	2.55e-05
NOTCH2NL	0.001621
TMEM50B	1.02e-08
GSTM3	0.014034
HMGCLL1	3.15e-15
ZNF880	0.0030064
CASP7	0.0001536
MNS1	0.03039
GOLGA4	6.87e-06
TBC1D12	1.84e-10
SIGLEC11	5.8e-10
TRAF6	3.87e-11
KIF9	3.57e-06
SLC44A4	0.047202
CACNA1C	4.04e-17
RBMXL1	0.00051336
STS	0.00088569
TPP1	1.01e-05
ZAP70	0.0031353
FCHSD2	3.09e-09
SPATA7	0.00091727
COL4A5	0.0038182
PIK3C2A	1.41e-08
SPTSSA	0.0094182
PHC1	8.83e-05
ATP1A1	0.00012983
PI4KA	0.00030362
KIFC3	8.62e-10
RNH1	8.75e-18
ZNF136	0.00019901
PPIP5K2	5.43e-05
SSH1	1.56e-06
OPN3	0.025155
CCNG1	1.78e-05
tob2	5.19e-08
FBXO7	1.79e-11
ANK2	6.91e-07
LRMP	0.023975
CBX6	2.41e-05
MTFR1L	2.56e-07
GSPT1	4.35e-08
NLRP3	6.93e-05
PLAA	8.89e-09
DUSP22	8.78e-05
ICAM3	0.015095
FER	4.5e-08
sgpp1	0.021877
SLC44A1	4.13e-07
SH3BGR	0.0001229
MAP3K12	5.19e-08
HECA	1.34e-08
CLASP2	1.7e-07
SIGIRR	0.00022742
CYFIP1	2.8e-09
PEX3	5.05e-08
spop	2.73e-09
DPY19L3	0.0012958
SPECC1L	4.64e-05
snx33	9.06e-13
dydc2	0.00081237
ARHGAP21	8.63e-06
NLGN4X	0.00076404
zbtb49	8.82e-10
RNF149	2.28e-06
ATP5F1	2.62e-09
ccnjl	2.25e-05
PDE8A	5.39e-05
PPT1	5.87e-07
TNFAIP2	0.00013758
SHPRH	0.0014435
NUBP1	1.13e-08
GABARAPL2	6.38e-07
KDM3B	0.00056348
AUH	8.1e-05
mipep	1.76e-05
ZNF682	1.68e-05
SARS	2.35e-06
ATXN2	2.46e-06
UBE2B	5.41e-12
pprc1	0.0003242
ANAPC16	3.8e-11
ANAPC10	6.05e-07
BRD1	5.06e-07
PNPLA8	6.64e-06
SYS1	1.75e-12
IL2RG	0.034902
NLRP12	2.01e-07
YTHDC2	6.59e-08
MX1	0.034999
RP2	7.7e-13
MSRB2	1.4e-07
GPSM1	4.4e-10
ACADVL	8.94e-07
SNX3	4.76e-09
ZBTB42	0.00085605
SLC16A2	0.0016183
MAP2K4	8.13e-07
NFIX	5.91e-10
RASAL2	2.61e-08
CC2D2A	1.53e-11
COX7B	2.67e-08
CPEB4	7.63e-05
RASGRP3	1.81e-08
ELK3	2.57e-05
SLC25A37	0.00072092
RASGRF1	1.06e-12
SEC14L1	8.6e-07
GPBAR1	3.05e-09
ACSM5	1.03e-09
WIPF2	1.23e-09
trak1	1.74e-06
dis3	1.43e-08
ADAM33	3.67e-10
TSPYL2	2.43e-05
NSMCE3	4.83e-08
PDGFRB	0.0005662
UTP3	1.22e-07
ZNF879	3.13e-05
VPS39	1.16e-09
FAM120B	1.8e-10
RXRG	3.98e-10
CDIP1	8.14e-10
LDLRAD4	2.39e-07
CENPC	1.03e-05
FMNL1	1.16e-07
SFR1	2.46e-05
PPP3CC	1.48e-13
NUCB1	0.0032165
KCNA3	1.35e-05
ANAPC4	2.84e-07
TWIST2	1.59e-06
IKZF4	1.64e-09
LUZP1	8.04e-09
PELI3	2.56e-05
ATG4A	4.6e-07
XPA	1.59e-05
MICU2	1.76e-05
MPPE1	3.96e-09
STAT3	5.79e-07
tspan15	0.00060728
GNPDA2	0.00057515
MYLIP	0.00021055
ESD	4.99e-12
MLC1	4.35e-07
SHOC2	1.39e-07
PIK3CG	6.28e-07
FCGR2C	0.011155
FBXL15	5.33e-05
USP12	5.12e-13
SCP2	4.87e-06
PTPN4	4.21e-11
CD4	8.38e-08
rorc	0.0013597
KIDINS220	8.37e-13
KAT5	2.22e-07
SERPINI2	4.4e-08
LRRC2	1.35e-15
ZYG11B	1.24e-07
ELF1	2.85e-06
RRAGB	8.73e-06
PTTG1IP	2.83e-09
PCDHB15	3.2e-08
APBB2	2.21e-05
KIF1B	1e-08
ACOX3	4.03e-07
ETV5	0.001114
PACSIN2	9.49e-12
OTUD3	0.00013321
ADAP2	0.00057919
NR0B2	0.00070082
HNF1B	1.29e-05
BRPF1	1.32e-08
CDC42BPB	2.33e-07
PIK3R5	1.66e-12
ZC3HAV1	1.05e-07
MIEF2	2.47e-06
ACTR1A	7.17e-11
CHD9	1.58e-07
BNC2	3.13e-05
ECI2	0.00031331
UBP1	4.93e-10
UBXN11	1.93e-05
RABGGTA	8.78e-08
CABIN1	1.85e-06
BMPR1A	3.85e-08
ARNTL	0.00017698
GATA3	0.00016865
CDC42EP4	4.21e-05
TCF12	2.37e-10
DNAAF1	0.00017514
MTMR14	1.79e-14
GHDC	4.74e-05
SON	1.79e-13
HACL1	1.13e-07
NHSL1	3.39e-13
NUDT3	6.3e-10
CCPG1	3.44e-05
USP4	1.03e-11
JAZF1	0.00020294
FZD1	0.00035747
iqgap1	4.93e-06
CAMTA2	7.73e-09
MFNG	5.04e-07
mrc2	3.39e-07
ABCA7	2.84e-05
CDC42EP1	0.0024134
MAL2	0.045017
RXRA	3.26e-07
FUOM	1.42e-05
ABAT	0.012822
PPIL4	1.41e-05
MTF1	8.35e-10
TEP1	1.06e-07
JPH1	0.00010895
RAP1B	3.75e-11
LZTFL1	7.09e-11
NEK3	7.17e-06
VCL	2.92e-12
CHMP2B	3.14e-06
PCDH18	0.0006145
GSTA4	0.0090666
TNFSF8	4.32e-06
RORA	7.04e-07
MEOX1	0.01236
AMD1	5.73e-07
CC2D1B	5.77e-11
hirip3	2.48e-10
BLVRB	0.0024523
ZNF10	2.8e-06
KCNJ2	0.019199
CNEP1R1	7.42e-08
fgfr4	7.91e-09
PPP1R1B	0.028388
CLN8	1.46e-08
STARD3NL	3.01e-06
FLII	2.66e-06
ARMT1	8.78e-05
svil	1.32e-05
SH2D1B	4.43e-11
RANBP2	1.58e-06
TSPAN32	9.87e-15
CA5B	7.9e-11
TSC22D1	2.77e-15
LSM8	1.55e-07
SLU7	3.39e-08
VPS13A	2.03e-07
KLF15	2.1e-07
STK33	0.00025365
USP47	2.86e-09
HNMT	8.16e-11
MYO6	0.0029872
GSTO1	1.8e-07
WSB1	0.00030431
L1TD1	1.9e-11
IK	2.45e-09
FAM35A	7.5e-08
FXYD5	0.0010567
ATP6V0D2	0.0032772
MCOLN3	0.00010892
LILRA1	2.2e-16
TRPC1	0.00013216
USP16	8.41e-10
PIK3R3	0.00069685
